"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","surplus_hillary","surplus_hillary2"
"1539","Holt","Missouri",347,1926,802,1791,551,1725,128,110,-1,0.312381298,0.185694106,0.245867844,0.242785262,0.364477445,0.694481605,1,1,0,4516,4912,19.9,22.8,50.7,97.5,0.3,0.4,1,0.5,89.7,16.2,515,20.3,71.6,24127,42979,12.3,462.69,10.6,9.760314682,9,0,0,0,0,0,0,1,1,0,4520,2.433628319,0.645792564,0.63,43,1.529812153,0.94,0.48,0.351218,102900,41599
"1540","Howard","Missouri",1283,3277,2020,2689,1722,3012,413,410,-1,0.641973813,0.381619368,0.505282225,0.498904964,0.746425681,1.42722694,0,2,3,10159,10144,21.7,17,50.2,91.6,5.6,0.2,1.4,1.3,85.6,22.7,842,24.5,74,21598,42747,18.2,463.85,21.9,21.90147677,10,1,0,0,1,0,0,0,0,0,10141,1.183315255,0.617169668,0.66,86,0.099632108,0.59,0.27,0.344602,102485,41584
"1541","Howell","Missouri",2881,13893,5732,10974,4393,11541,833,1209,0,6,3,8,9,4,4,9,10,6,40173,40400,24.2,18.5,51.3,96.3,0.5,0.7,2,1.5,82.6,15.4,3567,19.6,69.7,17416,32533,23.8,927.25,43.6,43.32488541,41,3,3,0,0,1,1,6,1,0,40116,1.39595174,0.609902616,0.75,188,-0.426792859,0.46,0.15,0.343143,93467,41205
"1542","Iron","Missouri",933,3173,2213,2090,1669,2252,349,426,-1,0.66764812,0.396881381,0.525489858,1,1,4,1,4,2,10267,10630,21.9,18.7,50.7,95.7,1.6,0.1,1.7,0.8,77.3,11,1087,24.7,72.3,19101,36387,23.7,550.26,19.3,18.65845237,11,3,1,0,0,1,1,2,1,0,10240,1.953125,0.572992182,0.54,64,0.265685621,0.52,0.13,0.332214,102239,41504
"1543","Jackson","Missouri",168972,116211,210296,124531,180100,121891,49332,43324,0,76,82,93,82,111,124,105,109,131,683191,674158,24,13.5,51.6,70.4,24,1.8,8.8,5.7,88.3,27.6,48827,22.8,61.1,26062,47015,17.4,604.46,1115.3,1130.250141,488,59,45,4,16,67,8,60,18,3,683683,1.123327624,0.66563197,0.76,5122,0.039570199,-0.12,-0.07,0.327473,157240,47589
"1544","Jasper","Missouri",10572,35070,15718,31634,12808,31345,2291,3829,0,5,7,9,19,12,15,21,16,31,117543,117404,25.5,13.9,51.1,91.2,2.4,1.1,7.5,3.8,84.3,20.2,8408,18.4,64.5,21124,40399,18.4,638.49,183.9,184.0952873,122,9,6,2,1,7,3,8,4,0,117566,1.377949407,0.577732918,0.76,635,-0.455057287,0.25,0.07,0.320296,79981,40043
"1545","Jefferson","Missouri",31568,69036,53457,50793,41570,53973,9668,11890,0,13,9,21,28,61,102,34,46,48,222716,218733,24,13.3,50.4,96.4,1.1,0.7,1.8,1.7,87.4,17.4,17825,30.1,82.6,24792,54845,11.3,656.63,333.1,339.1803603,115,20,6,0,1,6,4,19,4,0,222644,0.786008157,0.659150764,0.79,529,-1.184986134,0.16,0.16,0.311687,67011,39359
"1546","Johnson","Missouri",5930,13719,9474,12178,7661,12750,1473,1944,0,1,1,1,0,1,5,3,1,11,54362,52595,21.7,11.8,48.8,89.4,4.9,2,4,2.6,91.6,25.6,6242,22.7,61.4,21547,47223,17.6,829.28,63.4,65.55325101,39,6,1,0,2,1,0,2,1,0,54410,0.955706672,0.632705273,0.76,234,-0.797763474,0.22,0.1,0.304435,96690,41110
"1547","Knox","Missouri",379,1416,758,1211,698,1205,134,94,-1,0.263158133,0.156433546,0.207125469,0.204623571,0.306349801,0.585049373,1.1327584,1.306229908,0,4000,4131,24.1,21,50.5,97.4,0.5,0.3,1.2,1.2,85,14.8,364,21.1,74.8,20946,34481,26.3,504.01,8.2,7.936350469,7,1,0,0,0,0,0,2,0,0,3996,2.502502503,0.679749913,0.59,49,2.220877412,NA,NA,0.280244,103442,41621
"1548","Laclede","Missouri",2553,12881,NA,NA,NA,NA,737,927,0,1,1,2,2,4,5,4,5,10,35439,35571,24.7,16.9,50.7,95.8,0.9,0.5,2.2,1.2,81.7,12.9,3365,21.6,70,19553,39013,19.7,764.72,46.5,46.34245214,42,2,0,0,2,0,1,3,1,0,35471,1.437794254,0.657169747,0.78,170,-0.186545223,0.26,0.24,0.279369,94151,41391
"1549","Lafayette","Missouri",4053,10988,6891,9433,5650,9800,1173,1324,0,1,0,2,3,5,4,5,5,7,32688,33381,23.3,17.9,50.4,94.4,2.4,0.5,2.6,1.1,86.9,17,2654,26.5,74.5,23637,50527,9.5,628.43,53.1,52.01533982,40,3,5,0,0,0,2,2,2,0,32671,1.65284197,0.654308202,0.75,222,0.351892126,0.32,0.34,0.277228,97544,41430
"1550","Lawrence","Missouri",2901,13089,5097,11260,4014,11417,872,1028,0,8,1,5,6,5,6,4,3,9,38023,38634,25.5,17.8,50.5,96.1,0.5,0.5,7.1,2.5,84.5,15.4,3803,21.6,72.9,19060,39334,18.6,611.74,63.2,62.15549089,52,5,2,0,0,0,0,1,1,0,38026,1.604165571,0.654875717,0.73,136,-0.238834415,0.41,0.23,0.264588,94291,41425
"1551","Lewis","Missouri",934,3344,1836,2596,1507,2677,239,239,-1,0.650345411,0.386595838,0.511871309,0,0,3,0,0,4,10138,10211,22.8,18,50,94.2,3.3,0.4,1.6,1.7,87.4,12.5,815,24.1,74.2,19317,42071,15,505.04,20.2,20.07365753,11,0,0,0,0,0,0,2,1,0,10126,1.382579498,0.642588977,0.73,65,0.002826443,0.83,0.2,0.257861,102069,41581
"1552","Lincoln","Missouri",5575,18159,10231,12921,7733,14330,1562,1979,0,1,0,2,5,12,17,5,8,17,54249,52566,26.4,12.4,49.8,95.3,2,0.6,2.2,1.6,85.2,14.2,3873,34.1,78.1,22063,52835,13.6,626.56,83.9,86.5822906,35,2,2,0,0,0,0,2,2,0,54256,0.792539074,0.651293847,0.75,160,-1.098073019,0.48,0.37,0.250803,91895,41164
"1553","Linn","Missouri",1240,4088,2635,3139,2031,3331,436,409,-1,0.81901252,0.486859485,0.644625155,0,1,1,4,4,4,12311,12761,23.8,20.2,51.4,97.2,0.8,0.3,1.9,1.5,87.5,12.7,902,17.7,76.7,21015,38250,15.1,615.56,20.7,19.99967509,18,2,1,0,0,1,0,1,2,0,12326,2.028233003,0.623875899,0.77,108,0.89598236,0.88,0.4,0.248532,101631,41608
"1554","Livingston","Missouri",1265,4879,2435,3993,1906,4006,397,398,0,1,1,2,0,1,3,2,1,4,15053,15195,21.1,19.3,55.9,94.6,3.2,0.4,1.8,0.8,87,17.5,1301,16.4,70.8,21011,40116,17.8,532.33,28.5,28.27757218,15,3,2,0,0,1,0,1,1,0,15092,1.523986218,0.630822132,0.72,133,0.498160539,0.44,0.32,0.24696,100865,41580
"1555","McDonald","Missouri",1329,6599,2454,5499,1920,5694,364,385,0,1,3,2,3,0,2,2,4,2,22800,23083,26.3,14,49.2,89.1,1.6,1.4,11.6,8,78.5,10.5,2096,27.1,69.5,17505,37997,21.8,539.48,42.8,42.26291985,16,0,1,0,0,0,1,0,1,0,22792,0.833625834,0.601631648,0.61,61,-1.263419921,0.32,-0.07,0.216385,99209,41560
"1556","Macon","Missouri",1548,5798,2784,4586,2309,4700,421,505,0,0,0,0,2,4,1,2,8,2,15479,15566,23.7,21,50.9,94.9,2.3,0.5,1.3,0.5,85.8,15.3,1395,20.8,76.8,20054,38443,16.2,801.23,19.4,19.31904697,14,1,1,0,0,1,0,3,1,0,15469,1.357553817,0.671732808,0.76,96,0.052995802,0.56,0.27,0.23706,100229,41497
"1557","Madison","Missouri",1005,4102,2042,2897,1588,3227,346,334,-1,0.769722495,0.457559181,0.605830156,5,3,1,2,1,1,12368,12226,23.3,19.2,50.8,97,0.5,1,2.1,1.4,75,7.7,1038,25.7,76.1,17316,35870,21.4,494.39,24.7,25.01668723,18,3,0,0,0,1,0,1,1,0,12385,1.937828018,0.647321429,0.81,55,0.150508078,0.53,0.12,0.23268,101382,41593
"1558","Maries","Missouri",794,3561,1598,2851,1299,3165,305,292,-1,0.571703768,0.339847555,0.449974354,0,2,2,1,3,0,9013,9176,21.9,19.3,49.7,97.2,0.5,0.3,1.1,1.3,82.7,16.5,912,28.2,77.3,22026,42566,16.7,526.98,17.4,17.10311587,13,1,0,0,0,0,0,0,0,0,9006,1.554519209,0.688097043,0.64,36,-0.042396642,0.56,0.4,0.229436,101712,41594
"1559","Marion","Missouri",2994,9419,4701,7702,4034,7926,925,707,0,3,0,2,1,4,8,4,1,7,28920,28781,23.5,16.9,51.6,91.5,5.2,0.8,1.6,1.4,84.1,18.5,2196,19.5,68.1,21909,42046,16.2,436.92,65.9,66.19060698,33,5,2,0,0,5,2,5,4,0,28875,1.939393939,0.630797966,0.79,169,0.334933469,0.04,0.22,0.227049,98054,41799
"1560","Mercer","Missouri",216,1486,519,1169,353,1255,69,63,-1,0.23594956,0.140259494,0.185710252,0.183302945,0.274376346,0.524559666,0,0,0,3719,3785,24.1,20.8,49.8,97.3,0.2,0.6,1,1.4,87.7,12.9,364,21.1,77.7,20178,40272,20.3,453.84,8.3,8.194517892,5,0,0,0,0,1,0,1,1,0,3711,2.155753166,0.645224172,0.54,30,1.062742484,NA,NA,0.204957,103209,41587
"1561","Miller","Missouri",1750,9285,3553,7797,2651,8099,432,480,0,1,0,1,2,0,0,2,4,7,25141,24748,23.6,18,50.1,96.6,0.6,0.4,1.9,1.1,84.8,14.5,2496,28.8,77.1,19385,35507,20.9,592.6,41.8,42.42490719,22,3,2,0,0,1,1,1,3,0,25077,1.315946884,0.624164495,0.6,73,-0.693891702,0.27,0.4,0.199795,96944,41533
"1562","Mississippi","Missouri",1458,3600,2247,3034,1857,2996,486,209,0,0,0,2,0,0,5,2,1,3,14232,14358,22.4,16.2,46.6,73.6,24.7,0.2,2,1,71.6,9.8,1020,18.6,63.9,15558,29787,26.9,411.58,34.9,34.5789397,14,1,2,0,0,1,1,2,1,0,14221,1.547007946,0.56701625,0.7,51,-0.640189289,-0.29,0.22,0.196354,102337,41858
"1563","Moniteau","Missouri",1237,5347,2084,4467,1608,4703,340,409,0,2,0,2,0.757488859,0,0,2,2,1,15856,15607,25,14.8,46.9,93.8,4.1,0.4,4.6,2.6,82.3,18.1,1252,25.8,74.6,19451,47118,11.4,415.03,37.6,38.20446715,22,1,1,0,0,0,1,2,2,0,15882,1.825966503,0.68043088,0.78,88,0.38722266,0.66,0.4,0.192974,100369,41512
"1564","Monroe","Missouri",853,3159,1703,2532,1398,2564,252,228,-1,0.571270937,0.339590259,0.449633683,1,1,0,1,1,0,8707,8840,22.6,20.8,49.4,94.7,2.8,0.4,1.2,0.5,87.6,13.1,855,25.9,75.9,20331,40657,14.7,647.65,13.6,13.44398981,10,0,1,0,0,1,0,0,1,0,8695,1.495112133,0.679336906,0.71,66,0.464949837,0.68,0.23,0.190036,102173,41605
"1565","Montgomery","Missouri",1119,4127,2346,3426,1734,3486,331,325,-1,0.766157792,0.455440154,0.603024463,4,0,4,1,2,5,11841,12236,22.8,19.8,50.1,96.1,1.6,0.4,1.6,0.7,80.8,12.1,1125,28.3,75.3,20991,40236,17.5,536.25,22.8,22.08111888,17,0,0,0,0,0,0,2,1,0,11816,1.692620176,0.644993341,0.71,72,0.241660857,0.75,0.28,0.185338,101471,41587
"1566","Morgan","Missouri",1768,6760,3565,5451,2773,5733,554,507,0,1,3,2,2,2,3,1,4,3,20240,20565,22,23.7,49.7,96.1,1,0.5,1.9,1.2,79.2,12.7,2224,25,80.1,17935,34797,23.4,597.63,34.4,33.86710841,26,2,1,0,0,0,1,1,2,0,20212,1.632693449,0.67684637,0.62,95,0.110231268,0.33,0.19,0.183028,99487,41628
"1567","NewMadrid","Missouri",1933,5270,3370,4593,2814,4284,691,360,0,0,2,0,1,1,6,2,3,10,18272,18956,23.8,17.6,52.1,81.6,15.8,0.5,1.6,0.9,76.9,12.3,1681,16.2,62.2,21215,35793,21.7,674.84,28.1,27.07604766,20,3,2,0,0,2,0,0,1,0,18248,1.53441473,0.552633585,0.63,54,-0.794937031,NA,NA,0.171069,101142,41912
"1568","Newton","Missouri",4990,20553,7450,17637,6425,18179,1240,1553,0,1,2,0,1,2,5,3,12,16,58598,58114,24.4,17.4,50.3,91,1,1.6,5,3.6,85.4,18.1,4532,20.9,74.9,22341,42268,15,624.77,93,93.7913152,50,2,3,0,0,6,1,2,0,0,58596,1.092224725,0.625636037,0.76,145,-1.020345842,0.24,0.2,0.170181,88916,41268
"1569","Nodaway","Missouri",2529,6380,4493,5568,3172,5593,616,831,-1,1.440819193,0.856490558,1.134034306,1,1.672663585,0,3,6,2,23081,23370,16.9,13.9,49.7,94.3,2.7,1.7,1.5,1.4,91.1,23.4,1277,15.5,55.9,18079,36641,28.4,876.96,26.6,26.31933041,19,2,1,0,1,1,1,2,1,0,23090,1.212646167,0.650105019,0.75,154,-0.082673451,0.93,0.26,0.167048,100628,41366
"1570","Oregon","Missouri",865,3671,1811,2652,1419,2886,319,271,-1,0.675618557,0.401619383,0.531763198,0,4,4,1,4,4,10911,10881,22.3,22.1,50.8,95.4,0.5,0.4,1.4,1.3,79.8,9.8,1120,21.2,76.1,16331,27743,27.7,789.8,13.8,13.81488985,5,0,0,0,0,1,0,0,1,0,10890,0.642791552,0.601005982,0.61,50,-1.106552347,0.56,0.46,0.156679,101673,41629
"1571","Osage","Missouri",998,5856,1905,5061,1472,5330,314,326,-1,0.857133378,0.509520312,0.674629169,1,3,0,2,1,2,13703,13878,23.6,16.7,48.1,98.5,0.3,0.2,0.7,0.4,88.6,15.4,1125,26,82.2,22629,51408,8.7,604.35,23,22.67394722,12,0,0,0,0,1,1,0,1,0,13691,1.095610255,0.724350921,0.71,61,-0.250140186,1.11,0.53,0.156119,99621,41569
"1572","Ozark","Missouri",724,3639,1661,2917,1261,3080,217,293,0,1,1,3,4,3,0,4,2,0,9492,9723,19.7,26.3,49.5,97,0.3,0.1,1.7,0.4,82.8,12.5,1374,29.7,79.1,17215,32078,20,744.97,13.1,12.74145268,9,1,0,0,0,0,0,0,1,0,9473,1.161194975,0.635144773,0.56,48,-0.400648264,0.3,0.03,0.15178,101564,41505
"1573","Pemiscot","Missouri",1947,3964,3029,3954,2671,3596,602,250,0,0,4,0,4,5,2,1,3,0,17650,18296,26.9,15.3,52.7,71,26.7,0.4,2.2,0.8,72.5,10,1264,15.5,54.9,16881,28889,29.3,492.54,37.1,35.83465302,25,1,1,0,0,0,0,1,1,0,17608,1.646978646,0.527345376,0.59,67,-0.637362846,-0.31,0.25,0.147697,102462,41933
"1574","Perry","Missouri",1520,6908,3005,5527,2184,5669,436,438,0,0,1,2,1,1,7,3,2,5,19202,18971,24,16.6,49.9,97.2,0.6,0.6,2.1,1.8,82.8,14.6,1546,21.5,77.8,23435,47876,12,474.35,40,40.48065774,19,7,1,1,0,0,0,0,1,0,19222,1.508687962,0.644216809,0.82,95,-0.164640292,0.91,0.51,0.145606,99091,41579
"1575","Pettis","Missouri",4324,12810,6927,11012,5902,10840,1265,1510,0,0,2,6,4,4,8,3,8,7,42225,42201,25.1,15.3,50.6,92.9,3.4,0.7,8.3,6.6,81.8,15.2,3559,19.4,69.6,19709,38580,18.4,682.22,61.9,61.89352408,33,8,2,0,0,1,1,4,1,0,42213,1.184469239,0.662897063,0.78,190,-0.440925073,0.12,0.13,0.144565,95993,41336
"1576","Phelps","Missouri",4766,12709,7393,11704,5798,11893,1137,1744,0,3,0,3,5,11,10,5,3,9,44847,45156,21.1,14.9,47.6,90.9,2.4,3.3,2.5,4,86.8,27.2,4190,19.2,61.3,21173,41964,18.1,671.78,67.2,66.75846259,40,8,2,0,0,3,1,4,2,0,44960,1.334519573,0.636548152,0.65,288,-0.039570199,0.2,0.14,0.144511,96536,40974
"1577","Pike","Missouri",1806,5274,3481,4262,2581,4576,661,475,-1,1.171379723,0,0,1,0,1,3,3,9,18541,18516,21.9,16.5,44.8,90.4,7.6,0.3,2.2,0.9,78.9,10.3,1843,21.3,74.1,18650,39850,15.1,670.44,27.6,27.65497285,25,2,2,0,0,2,1,1,3,0,18485,1.94752502,0.642418392,0.74,140,0.705197473,0.26,0.24,0.141004,101011,41767
"1578","Platte","Missouri",20057,25933,21454,24458,19171,25617,4645,5143,0,3,10,12,11,13,10,11,6,20,94788,89322,23.9,13,50.6,87.4,6.4,2.7,5.7,5.8,94.2,39.2,7457,23.3,64.3,35143,67721,7.4,420.19,212.6,225.5836645,54,6,8,1,3,4,0,11,3,0,94735,0.950018473,0.704931986,0.79,883,0.351892126,0.57,0.19,0.137566,98603,41083
"1579","Polk","Missouri",2631,10438,4553,8956,3580,9252,744,851,0,0,0,1,5,6,10,4,8,7,31054,31137,23.6,17.1,51.2,95.7,1,0.9,2.1,1.1,83.7,18.3,2450,24.3,68.2,19511,39512,23.6,635.52,49,48.86392246,24,3,0,0,0,0,2,1,1,0,31032,0.998968806,0.653011448,0.72,137,-0.64160251,0.39,0.37,0.134452,96672,41474
"1580","Pulaski","Missouri",2922,9876,5251,9551,4199,9092,860,1021,0,1,3,5,10,10,16,7,10,15,53436,52274,22.7,7.6,43.2,77.8,12.8,3,10.7,5.3,90.1,21.4,7259,18.6,53.3,20863,49820,12.8,547.1,95.5,97.67135807,41,5,3,0,0,1,1,4,2,0,53535,1.064724012,0.609521671,0.6,207,-0.81472213,0.01,0.04,0.128244,97525,41420
"1581","Putnam","Missouri",353,1936,695,1591,587,1673,102,108,-1,0.319299567,0.18980665,0.251313048,0.248182742,0.371800271,0.709862201,0,1,0,4829,4979,21.3,23.6,49.1,98.1,0.3,0.5,1.4,1.1,84.7,13.7,506,22,74.6,19397,36713,18.8,517.32,9.6,9.3346478,4,0,0,0,0,0,0,0,1,0,4840,1.033057851,0.619366953,0.75,24,-0.666333885,0.66,0.37,0.127258,102896,41575
"1582","Ralls","Missouri",1138,3969,2041,2987,1736,3231,415,311,-1,0.634052642,0.376910652,0.499047661,0.492447678,0.736204055,1.409616706,2,2,3,10255,10167,21.8,19.3,49.6,96.8,1.2,0.4,1.2,0.1,89.6,13.3,1042,21.5,81.5,23299,47969,9.9,469.78,21.6,21.82936694,8,0,0,0,0,0,0,0,0,0,10280,0.778210117,0.679347093,0.74,39,-0.845813001,0.97,0.26,0.125884,101648,41685
"1583","Randolph","Missouri",2283,7529,3978,6445,3031,6667,647,750,0,0,2,1,4,1,0,4,5,3,25072,25414,22.1,15.4,47.5,90.9,5.9,0.6,1.9,0.4,84.6,13.6,2006,20.9,71.4,17587,37203,19.4,482.68,52.7,51.94331648,26,2,1,0,0,2,1,4,2,0,25065,1.516058249,0.631244842,0.79,140,-0.089739558,-0.12,0.22,0.124418,99233,41478
"1584","Ray","Missouri",3090,7104,5241,5593,4264,5805,943,969,0,2,1,0,5,3,8,10,8,9,22949,23494,23.4,17.1,49.9,95.9,1.4,0.4,2.3,1.2,88.3,13.9,1853,31.2,78.1,24549,52698,11.6,568.81,41.3,40.34563387,21,1,1,1,0,0,1,2,2,0,22950,1.263616558,0.581566252,0.77,103,-0.703784251,0.55,0.3,0.122712,100465,41555
"1585","Reynolds","Missouri",540,2406,1415,1779,1155,1927,230,228,-1,0.419973397,0.2496519,0.33055101,1,0,0,4,0,0,6565,6696,20.8,22.7,48.8,95.8,0.9,0.2,1.5,0.3,77.1,6.7,669,25,77.6,18449,34496,24.4,808.48,8.3,8.120176133,8,1,0,0,0,0,0,0,0,0,6540,1.376146789,0.59572093,0.46,56,0.269218674,0.67,0.37,0.120969,102613,41583
"1586","Ripley","Missouri",830,4522,1795,3406,1396,3743,260,250,-1,0.878637721,0,0,2,1,4,2,2,2,13969,14100,22.7,19.6,50.7,96.4,0.7,0.4,1.2,0.8,75.2,10.7,1317,22,71.9,16408,32291,24.6,629.54,22.4,22.18921752,10,2,2,0,1,0,1,0,0,0,13969,1.145393371,0.562947909,0.54,60,-0.838746894,0.24,0.36,0.118982,100787,41591
"1587","St.Charles","Missouri",68626,121650,84163,102538,71798,110732,17810,21594,0,20,25,28,37,44,83,38,41,65,379493,360485,24.3,13.2,50.9,90.7,4.7,2.5,3.1,3.7,93.6,35.1,27143,24.9,80.3,31586,71077,5.8,560.44,643.2,677.1340375,145,18,5,1,3,13,8,41,15,3,379952,0.663241673,0.723638574,0.82,1089,-0.954631048,NA,NA,0.096736,51455,37797
"1588","St.Clair","Missouri",936,3501,1886,2981,1460,3019,340,320,-1,0.609360123,0.36223226,0.47961277,0.473171377,0.709278585,1.354720654,1,1,4,9457,9805,19,26.1,49.3,96.3,0.7,0.2,2.3,0.7,81.3,12.1,1004,22.8,77.6,17337,31539,21.8,669.98,14.6,14.11534673,9,0,0,0,0,0,0,0,0,0,9454,0.951977999,0.67601929,0.59,65,-0.118003986,NA,NA,0.096653,101914,41601
"1589","St.Francois","Missouri",6250,17468,11538,12659,8837,13248,1939,2267,0,2,8,5,11,31,23,11,16,11,65960,65359,21.4,15.3,46.6,93.5,4.5,0.4,1.4,0.8,79.5,14.3,6026,25.5,68.7,18544,37238,19.4,451.89,144.6,145.9647259,61,8,5,0,0,3,2,4,5,0,65948,1.334384667,0.571450262,0.72,238,-0.816135352,NA,NA,0.096558,93261,41253
"1590","St.Louis","Missouri",286704,202434,NA,NA,NA,NA,35050,28263,0,45,65,70,108,152,270,106,136,130,1001876,998954,22.3,16.5,52.6,69.9,23.9,4,2.7,6.7,92.1,40.6,70308,23.4,71,34795,58910,10.9,507.8,1967.2,1972.973612,582,64,64,13,16,44,19,132,30,5,1002188,0.966884457,0.691991539,0.81,6334,-0.211983208,NA,NA,0.094971,188749,48368
"1591","Ste.Genevieve","Missouri",2542,5496,4979,3732,3813,4055,842,799,0,1,1,2,3,5,2,2,2,1,17914,18145,22.2,17.3,49.5,96.2,0.9,0.3,1,1.1,82.1,10.7,1673,27.3,82.2,22921,48433,11.9,499.15,36.4,35.88901132,16,8,1,0,0,3,0,0,2,0,17984,1.668149466,0.621055872,0.82,92,-0.086913115,NA,NA,0.092969,101525,41624
"1592","Saline","Missouri",2789,5977,4705,4957,3785,5096,911,805,0,1,0,1,2,4,3,1,4,6,23347,23370,23.1,16.6,50.3,89.5,5.2,0.8,9.8,5.7,82.8,17.2,1839,17.8,67.8,19006,39519,18.6,755.5,30.9,30.90271343,26,0,2,0,0,0,1,2,0,0,23360,1.327054795,0.576054645,0.71,140,-0.387929271,0.22,0.25,0.111632,101291,41687
"1593","Schuyler","Missouri",354,1505,775,1139,697,1174,124,119,-1,0.273602396,0.162642107,0.215345898,0.212447601,0.31796233,0.608268909,1,1,0,4370,4431,25.2,19.7,50.9,98.5,0.2,0.2,1.1,1.8,85.9,9.8,299,27.2,71,18160,34688,24,307.3,14.4,14.2206313,9,0,0,0,0,0,0,0,1,0,4391,2.277385561,0.665636801,0.65,26,0.842986558,NA,NA,0.106051,103328,41586
"1594","Scotland","Missouri",365,1525,793,1249,643,1246,108,134,-1,0.308721583,0.1835186,0.24298737,0.240086522,0.359009157,0.68634538,1,0,0,4863,4843,28.3,18.9,50.7,98.5,0.1,0.2,0.9,0.4,78.7,17,306,20.7,78.9,20363,39028,18.2,436.67,11.1,11.13655621,8,1,0,0,0,0,0,1,1,0,4858,2.264306299,0.611690363,0.68,35,0.820375016,0.68,0.43,0.106016,103319,41555
"1595","Scott","Missouri",3575,13168,6258,11563,5122,11623,1067,834,0,2,3,2,3,8,9,5,9,13,38903,39191,23.9,16.5,51.4,85.7,11.7,0.5,2.2,0.8,80.3,14.6,3010,19.2,69.2,20825,40651,19.1,419.99,93.3,92.62839591,43,7,2,0,0,1,1,3,1,0,38856,1.492690961,0.625262074,0.76,155,-0.400648264,0.09,0.19,0.10591,94886,41814
"1596","Shannon","Missouri",776,2966,1637,2075,1300,2260,317,291,0,0,0.313410969,0.414971056,1,2,0,2.266703001,1,1,8329,8441,22.2,19.6,50.1,95.8,0.4,0.3,1.8,0.5,81,11.2,710,20.9,78.1,16862,31132,25.2,1003.82,8.4,8.297304298,5,0,0,0,0,0,0,0,0,0,8307,0.60190201,0.683577115,0.59,31,-0.944031887,0.2,0.08,0.10398,102289,41607
"1597","Shelby","Missouri",606,2524,1114,2166,966,2188,240,200,-1,0.409395413,0.24336385,0.322225332,0,0.477092985,0,1,0,1,6108,6373,23.1,20.6,50.3,97.7,0.7,0.2,1.6,1,89.5,12.7,499,22.4,71,19331,35938,18.4,500.86,12.7,12.19502456,12,0,0,0,0,0,0,1,0,0,6129,2.121063795,0.691632784,0.73,64,1.563022855,0.89,0.33,0.102302,102561,41621
"1598","Stoddard","Missouri",1876,11079,3899,9172,3153,9496,674,489,0,3,0,2,4,9,2,2,5,4,29867,29968,22.3,19,51.3,97,1.2,0.3,1.7,0.4,79.8,13.3,2906,21.4,71.7,22967,37965,15,823.22,36.4,36.28070261,36,4,1,0,0,2,1,1,2,0,29870,1.573485102,0.635766171,0.72,141,-0.144148582,0.53,0.39,0.091152,95276,41766
"1599","Stone","Missouri",2887,13158,5025,11137,3920,11780,815,888,0,2,2,6,3,4,10,4,5,19,31104,32202,17.6,27.4,51.1,96.8,0.5,0.4,2,1.1,84.9,15.2,3752,28.2,78.6,21733,40850,17.1,464.03,69.4,67.03014891,27,2,2,0,0,0,1,3,0,0,31101,1.125365744,0.681998549,0.54,118,-0.452230844,0.28,0.24,0.091125,94208,41508
"1600","Sullivan","Missouri",526,1884,1173,1607,908,1610,177,113,-1,0.429344378,0.255222451,0.337926685,0.333789558,0.500305046,0.954512241,2,1,0,6411,6714,22.9,18.4,49.2,96,1.7,0.4,17.6,10,82.1,12,444,17,69.2,19279,36676,17,647.98,10.4,9.893823883,9,1,0,0,1,0,0,0,0,0,6474,1.699104109,0.523502118,0.59,43,-0.116590765,0.77,0.25,0.090986,103121,41645
"1601","Taney","Missouri",4373,18276,6676,14714,5462,15713,1203,1381,0,7,3,6,5,9,10,4,5,15,54230,51675,21.2,19.7,51.5,94.4,1.4,1,5.5,4.3,84.7,18.6,5347,19.8,63.2,20231,38461,18.8,632.44,81.7,85.74726456,60,4,3,0,0,0,1,7,4,0,54138,1.45923381,0.616556122,0.49,270,-0.198557605,0.09,-0.04,0.087292,90576,41403
"1602","Texas","Missouri",1728,8875,3410,7213,2871,7618,603,666,0,1,4,1,2,1,5,3,3,3,25642,26008,21.4,19.5,47.9,93,3.7,0.4,2.2,0.7,82.9,12,2703,27.5,75.3,17868,36082,21.4,1177.27,22.1,21.78089988,26,1,3,0,0,0,0,1,1,0,25654,1.247368831,0.670278349,0.67,131,-0.210569987,0.35,0.18,0.085327,97332,41518
"1603","Vernon","Missouri",1707,6533,3379,5333,2580,5756,491,518,0,2,3,4,1,2,1,1,2,3,21001,21159,24.5,17.7,51.2,95.9,0.8,0.6,2,1.6,84.9,13.2,1561,17.9,69.7,19734,38679,21,826.4,25.6,25.41263311,15,4,1,0,0,1,0,2,1,0,20935,1.146405541,0.630251479,0.65,99,-0.524305135,0.34,0.2,0.074172,99653,41554
