"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","surplus_hillary","surplus_hillary2"
"483","Jones","Georgia",3961,8305,4572,7782,7740,4272,1587,371,0,2,0,0,3,2,1,3,2,8,28787,28669,24.5,15.4,51.6,73,24.9,0.8,1.5,2,88.7,17.8,1774,26.5,79.1,24485,51497,16.6,393.93,72.8,73.0764349,16,0,1,0,1,1,0,2,1,0,28791,0.764127679,0.771854875,0.66,56,-0.768085824,-0.29,0.09,0.30098,100135,42797
"484","Lamar","Georgia",2270,5190,2745,4871,4896,2602,871,208,0,1,0,1,4,1,3,3,2,2,18207,18317,20.7,16,52.3,65.7,31.7,0.5,2.2,1.7,81.9,14.2,1568,30.1,70.1,18800,41016,18.9,183.5,99.8,99.22070845,17,0,2,0,0,1,0,1,1,0,18212,1.207994729,0.651729762,0.72,66,-0.595672815,-0.44,0.03,0.272016,101559,42244
"485","Lanier","Georgia",806,1984,1062,1787,1812,1108,234,70,-1,0.53716651,0.613904583,0.894294485,0.451802142,0.530490464,0.886004745,0,0,0,10373,10078,25.6,12.1,49.6,72.1,22.7,1.4,5.5,2.5,76.4,12,784,23,60.9,17264,39452,26.7,185.26,54.4,55.9915794,7,0,0,0,0,0,0,0,0,0,10390,0.673724735,0.697980272,0.53,26,-1.011866514,-0.45,-0.12,0.269335,103301,41745
"486","Laurens","Georgia",6752,12411,7769,12052,11947,7508,2296,453,0,4,7,0,8,5,7,5,7,6,47851,48434,24.8,16.2,52.4,61.3,36.2,1.1,2.5,2.2,79.8,15,3407,23.5,65.7,18625,34793,24.7,807.3,60,59.27288493,49,3,3,0,0,0,1,4,2,0,47777,1.297695544,0.753942004,0.72,186,-0.047342917,-0.55,-0.14,0.26591,98820,43424
"487","Lee","Georgia",3170,10646,3100,9923,10310,3187,1010,336,0,1,2,5,1,4,2,3,6,5,29191,28298,26.8,10.7,49.8,75.1,20.7,2.4,2.6,3.5,83.9,20.5,2267,21.2,76.2,26357,60104,11.2,355.78,79.5,82.04789477,10,0,2,0,0,0,0,0,0,0,29159,0.411536747,0.733279526,0.85,60,-1.291684349,-0.23,-0.22,0.261504,97003,42255
"488","Liberty","Georgia",9556,6134,10474,5828,5558,10427,2787,679,0,2,0,3,5,6,4,8,9,11,65198,63453,28.7,7.5,48.8,51.1,40.8,2.4,12.1,6.5,90.9,20.2,10207,20.1,51.1,20791,43832,18.7,489.8,129.5,133.1114741,34,3,3,0,0,4,0,2,2,0,65141,0.736863112,0.603808813,0.72,163,-1.410394945,-0.39,-0.18,0.256363,107901,43689
"489","Lincoln","Georgia",1273,2759,1650,2731,2806,1586,538,93,-1,0.48209096,0.550961097,0.802602691,1,1,1,0,1,0,7622,7996,19.1,20.7,50.7,66.6,31.6,0.5,1.3,1.1,82.1,11.4,732,32.6,78.7,20641,35625,26.5,210.38,38,36.22967963,14,0,2,0,0,0,0,0,1,0,7603,2.23595949,0.743240974,0.7,29,0.744061061,-0.7,0.07,0.253121,102993,42026
"490","Long","Georgia",1360,2626,1288,2119,2300,1434,264,113,0,0,0,1.337947182,3,0,1,1,1,1,17113,14464,28.8,7.7,49.7,68.3,25.6,1.2,11.8,4.9,85,14,1658,25.1,62.2,17158,42651,19.2,400.29,36.1,42.75150516,6,0,1,0,0,1,0,0,0,0,17176,0.465766185,0.584293837,0.4,21,-1.84284069,NA,NA,0.244252,103213,41732
"491","Lowndes","Georgia",15064,21635,17405,21085,21176,17118,4016,1900,0,5,4,6,4,8,12,12,15,12,113523,109233,24.8,11,51.1,59,36.6,1.7,5.5,3.8,84,23.1,9100,18,53.9,18897,37365,24.3,496.07,220.2,228.8447195,83,7,5,0,0,7,1,9,3,0,113563,1.012653769,0.764424392,0.73,388,-0.34623924,-0.38,-0.04,0.242338,97908,43697
"492","Lumpkin","Georgia",2220,9619,2586,8326,8633,2049,560,537,0,3,2,3,3,2,8,4,3,7,31176,29966,18.9,15.7,50.2,94.7,1.9,0.7,4.9,3.3,85,25.4,2423,30,68.2,20908,43775,18.1,282.93,105.9,110.1897996,12,1,2,0,1,0,0,2,0,0,31141,0.57801612,0.707106731,0.79,120,-0.918593902,0.21,-0.09,0.241141,97080,41604
"493","McDuffie","Georgia",3699,5432,3989,5400,5475,4041,1274,223,0,2,2,1,2,3,1,4,1,3,21370,21875,25.2,15.9,53.1,56.8,40.7,0.5,2.8,1.2,74.6,13.7,1112,26.4,66,17922,37487,22.2,257.46,85,83.00318496,21,1,2,0,0,0,0,0,1,0,21535,1.160900859,0.790831891,0.74,73,-0.1123511,-0.64,-0.12,0.214784,102746,42632
"494","McIntosh","Georgia",2303,3487,2905,3282,3405,2860,866,149,0,2,1,2,1,4,4,2,2,0,14214,14333,19,21.7,50.8,62.8,34.9,0.4,2,1.7,80.5,15.8,1468,26.3,81.5,21484,39068,14.9,424.3,33.8,33.49988216,8,2,0,0,0,0,0,0,0,0,14007,0.71392875,0.702214839,0.41,58,-0.632416571,-0.42,-0.25,0.214288,103295,42298
"495","Macon","Georgia",2705,1540,3251,1712,1545,3211,977,105,0,2,0,0,1,0,1,1,1,2,13792,14740,19.9,14.9,45.9,37.2,59.8,1.6,4.1,3.6,70.5,10.1,895,24.5,66.5,13865,30240,29.4,400.64,36.8,34.42492013,14,0,1,0,0,0,0,0,1,0,13818,1.157909972,0.740551425,0.58,37,-0.388635882,-0.56,-0.23,0.238283,105644,42453
"496","Madison","Georgia",2425,9201,2957,8224,8441,2486,656,505,0,0,2,3,5,5,5,4,6,7,28312,28120,23.1,15.6,50.7,87.7,9.4,1.2,4.7,3.1,78.7,14.9,1787,25.3,73.3,19939,42549,17.9,282.31,99.6,100.2869186,32,0,1,0,0,0,0,0,0,0,28388,1.162463013,0.779611037,0.81,67,-0.359664843,-0.22,-0.09,0.234176,97703,41732
"497","Marion","Georgia",1213,1921,1381,1772,1731,1411,431,120,-1,0.484286156,0.553469893,0.806257334,0.408101536,0.480595133,0.798783662,1,0,0,8797,8742,21.8,17,50.1,64,30.8,1,7.6,5.8,75.1,10.6,970,30.9,71.8,17479,33301,20.5,366,23.9,24.03551913,3,0,1,0,0,0,0,0,0,0,8772,0.455996352,0.733287069,0.52,26,-0.978655811,-0.26,0.11,0.22833,103771,41892
"498","Meriwether","Georgia",3804,5222,4465,4982,4855,4328,1463,237,0,2,0,2,3,4,0,4,0,4,21198,21992,22.4,18.6,52,58.2,39.4,0.7,2.2,0.7,73,8.9,1383,30.2,69.9,18821,37333,21.1,501.22,43.9,42.29280555,21,0,2,0,0,1,0,0,1,0,21203,1.179078432,0.715366795,0.76,68,-0.445871348,-0.73,-0.1,0.204895,103061,42807
"499","Miller","Georgia",623,1891,809,1897,1904,848,159,37,0,2,0,4,0.308817814,0.365273857,0.603546704,0,0,0.315045189,5958,6125,23.4,19.6,51.6,69.4,28.1,0.7,2,0.7,79.9,11.9,354,22.3,74.5,19674,32260,23,282.42,21.7,21.09623964,7,0,2,0,0,0,1,0,0,0,5923,1.688333615,0.719284603,0.75,21,0.089739558,-0.15,-0.05,0.199888,103211,41703
"500","Mitchell","Georgia",3493,4279,3872,4201,4153,4081,1342,203,0,5,0,2,2,0,0,4,1,3,22771,23498,23.7,14.9,47.7,49.8,48,0.7,4.3,2.3,72.3,9.6,1508,21.2,65.3,15694,32054,26.2,512.09,45.9,44.46679295,21,4,3,0,1,0,0,2,1,0,22778,1.404864343,0.714224064,0.78,82,-0.186545223,-0.63,0.03,0.194479,103693,42720
"501","Monroe","Georgia",3571,8832,4106,7933,8352,3779,1251,301,0,0,2,0,1,3,4,2,3,6,27051,26424,20.9,16.8,49.6,73.9,23.7,1,2.3,1.7,79.5,18.7,2069,27.2,76.3,22888,48630,12.9,395.66,66.8,68.36930698,18,1,4,0,0,0,0,3,3,0,27056,1.071850976,0.70707827,0.76,73,-0.664214052,-0.75,-0.16,0.191245,99218,42531
"502","Montgomery","Georgia",847,2670,1045,2521,2662,1135,287,72,-1,0.53077325,0.606598,0.883650751,0,1,0,1,0,2,8991,9123,22.2,15.5,48.3,71.4,26.8,0.4,6,3.8,82.3,15.5,562,21.4,69.4,16460,32702,24.5,239.52,38.1,37.53757515,8,0,1,0,0,0,0,0,1,0,8975,1.114206128,0.800167049,0.65,23,-0.226822033,-0.4,0.04,0.187002,102656,41796
"503","Morgan","Georgia",2663,6559,3091,5987,6178,2751,910,259,0,2,1,3,2,1,1,2,4,4,17956,17868,23,18.2,51.5,74,23.2,0.8,3,1.8,81.7,22.7,1357,27.2,77.1,25933,47729,15.4,347.35,51.4,51.69425651,20,1,2,0,0,0,0,2,0,0,17981,1.390356487,0.736116774,0.74,94,0.185838613,-0.68,0,0.183684,100583,42232
"504","Murray","Georgia",1800,10341,3026,8180,8439,2542,444,407,0,3,0,6,12,10,7,3,6,3,39410,39628,25.3,13.3,50.3,95.8,1.4,0.5,14,8.1,69.3,9.6,2122,24.8,68.9,16449,34888,22.4,344.47,115,114.4076407,12,1,2,0,0,0,0,0,1,0,39375,0.406349206,0.651847978,0.75,54,-1.714944155,-0.11,-0.04,0.178444,95938,41618
"505","Muscogee","Georgia",39851,26976,44158,29568,27469,42458,12862,3342,0,11,17,16,16,25,18,16,29,27,200887,189885,24.3,12,50.8,47.9,46.1,2.5,7.5,5.4,85.4,22.6,20679,19,52.6,22856,41339,19.6,216.39,877.5,928.3562087,156,25,7,2,2,5,1,13,3,1,201087,1.069188958,0.584079948,0.72,841,-0.903048467,-0.63,-0.15,0.177987,117354,51101
"506","Newton","Georgia",21943,20913,20827,20337,20979,21844,7273,2002,0,3,7,5,4,9,14,9,12,16,103675,99958,27.1,11.9,52.3,53.6,43,1.1,4.9,5.7,84.5,19.4,7341,31.4,73.5,21484,50580,15.2,272.16,367.3,380.9340094,57,2,3,0,0,3,0,5,1,0,103839,0.683750807,0.746198588,0.75,248,-0.901635246,NA,NA,0.17073,105509,46852
"507","Oconee","Georgia",5581,13425,4825,12120,12222,4140,1225,1102,0,2,1,0,2,3,0,2,4,3,35093,32808,26.8,13.5,51.1,89,5.4,3.9,4.6,5,91.3,43.1,2131,23.7,78.9,33801,75004,9.3,184.29,178,190.4227033,31,1,4,1,2,0,0,4,2,0,35147,1.280336871,0.796753421,0.82,178,0.280524446,0.15,0.02,0.162028,96635,41704
"508","Oglethorpe","Georgia",1831,4625,2232,4144,4250,1913,562,358,0,0,1,4,1,4,0,0,6,4,14673,14899,21.6,18,50.7,79.5,17.7,0.7,3.9,1.6,79,18,1117,27.9,77,20493,45729,16.4,439.01,33.9,33.42292886,9,1,2,0,0,0,0,1,1,0,14680,0.953678474,0.818822608,0.76,31,-0.410540813,-0.7,-0.35,0.161109,101685,41785
"509","Paulding","Georgia",18025,44662,17229,39192,40771,15779,4123,2123,0,6,6,5,19,27,32,17,27,19,148987,142324,27.8,9.5,51.2,78.4,18,1.1,5.7,4.1,88.5,23.4,10479,37.7,82.1,24168,61837,11.4,312.22,455.8,477.1859586,47,0,2,1,2,1,0,14,3,0,148921,0.470047878,0.737482494,0.77,245,-1.264833142,0.1,0,0.14842,77842,43581
"510","Peach","Georgia",5100,5413,5927,5173,5280,6141,1676,316,0,0,1,4,3,0,2,5,7,6,26922,27695,22.3,13.3,51.7,51.5,45.1,1,7.3,5.9,82.7,19.2,2354,22.7,66.6,19431,39844,24.6,150.27,184.3,179.1575165,16,1,2,0,0,0,0,3,1,0,26828,0.857313255,0.728031357,0.71,124,-0.420433363,-0.39,-0.06,0.147826,104166,42941
"511","Pickens","Georgia",1979,11651,2595,10004,10547,1975,431,370,0,2,1,3,3,4,5,4,5,3,29997,29431,20.9,20.3,50.7,95.8,1.7,0.8,3.1,2.8,80.8,22.5,2768,28.5,78.9,26686,51383,11.9,232.06,126.8,129.2639835,19,0,1,0,0,0,0,3,1,0,30046,0.798775211,0.738540393,0.79,128,-0.520065471,0.05,-0.21,0.142792,94807,41642
"512","Pierce","Georgia",903,6302,1253,5500,5666,1124,219,104,0,0,1,1.75458754,3,2,5,1,1,1,18991,18758,25.4,15.6,50.4,87.8,9.3,0.6,5.1,2.3,77.6,11.8,1398,26.6,73.3,20001,39067,20.5,316.49,59.3,60.00505545,16,0,1,0,1,0,0,0,2,0,19001,1.05257618,0.709430052,0.78,62,-0.580833991,0.07,0.2,0.142369,99080,41696
"513","Pike","Georgia",1240,7278,1574,6542,6660,1355,418,188,0,1,2,1,0,0,1,1,4,4,17784,17869,24.9,14.6,50.5,87.3,10.5,0.5,1.6,1.1,85.1,17,1400,33.2,84.2,22191,53865,11.2,216.09,82.7,82.29904207,19,0,3,0,0,0,0,1,1,0,17760,1.351351351,0.762841016,0.75,68,0.015545435,-0.07,0.03,0.141123,98441,41811
"514","Polk","Georgia",2867,11014,4052,9850,9798,3608,944,403,0,1,1,4,7,8,8,5,6,5,41133,41475,26,14.9,50.9,83.6,13,0.8,13,8.1,72.7,13.1,2804,26.6,70.8,18336,39208,23.4,310.33,133.6,132.5459994,36,2,2,0,0,3,0,4,4,0,41042,1.242629501,0.706688824,0.73,125,-0.441631684,-0.27,-0.02,0.135515,96332,42122
"515","Pulaski","Georgia",1104,2437,1377,2553,2444,1219,376,60,0,1,1,1,0,0,3,3,0,5,11483,12010,19.7,18.9,56.8,65.6,31.7,1.1,3.5,2.2,77.5,9.6,932,24,68,17781,41550,15.7,249.03,48.2,46.11091033,11,1,2,0,1,0,0,0,1,0,11478,1.393971075,0.707260853,0.45,50,0.021904932,-0.57,-0.11,0.128248,103146,41897
"516","Putnam","Georgia",2758,6544,3102,5966,6210,2917,871,206,0,6,3,1,0,4,1,4,2,2,21192,21218,21.3,21.5,51.5,70.4,27.3,0.6,6.6,4.7,84.5,18.7,2025,28.2,77.1,26321,44764,14,344.64,61.6,61.4902507,17,3,3,0,0,0,0,4,0,0,21173,1.275208993,0.816178423,0.67,88,0.252260018,-0.66,-0.27,0.128106,100693,42246
"517","Quitman","Georgia",461,575,597,509,510,612,193,15,-1,0.147850778,0.168972318,0.246147391,0.124604821,0.147617811,0.243865707,0.227228913,0.266916817,0.124136098,2315,2513,17.6,27.7,50.6,51.3,47.5,0.2,1.4,0.3,72.3,3.2,223,22,77.3,14201,31068,26.4,151.24,16.6,15.30679714,1,0,0,0,0,0,0,0,0,0,2303,0.43421624,0.776324845,0.3,12,-0.354718568,NA,NA,0.12643,104365,41759
"518","Rabun","Georgia",1444,6287,2001,5487,5753,1558,398,326,0,0,3,3,2,2,4,6,4,4,16243,16276,18.3,25.5,50.6,95.2,1.6,0.9,8.4,6.8,85.2,26.6,1503,21.9,73.2,22260,35423,21.5,369.99,44,43.90118652,22,3,2,0,0,0,0,0,2,0,16230,1.786814541,0.769064303,0.61,118,1.076874698,-0.14,0.04,0.126305,99636,41653
"519","Randolph","Georgia",1598,1271,1833,1370,1249,1749,693,71,0,1,0,0,0.38248997,0.452707919,0.747628035,1,0,0,7313,7719,20.6,20.9,53.4,37.7,60.9,0.5,2.1,3,72.3,17.4,576,19.4,71.2,18094,30023,25.4,428.24,18,17.07687278,7,0,2,0,0,0,0,0,1,0,7300,1.369863014,0.755808206,0.41,28,0.124363482,-0.63,0.25,0.12464,104806,42203
"520","Richmond","Georgia",48814,24461,52100,26842,25821,52461,16315,3586,0,19,14,28,23,32,50,26,24,21,201368,200549,23.7,12.6,51.6,39.5,55.5,1.8,4.6,3.3,83.7,20.5,20693,20,54.5,20526,37749,25.1,324.33,618.4,620.8738014,148,22,5,1,2,14,2,10,7,2,201149,1.058916525,0.724847729,0.72,815,-0.354718568,-0.66,-0.44,0.120521,128832,54310
"521","Rockdale","Georgia",23255,13478,20421,16860,15671,21878,7973,2234,0,2,7,7,8,13,18,8,6,16,87754,85215,25.6,12.8,52.7,44.4,51,1.9,10,10.5,86.2,26,6602,32.3,69,23461,52579,14.7,129.79,656.5,676.1229679,58,3,3,0,2,1,1,7,3,0,87681,0.889588394,0.75153919,0.73,347,-0.416193699,NA,NA,0.117192,114256,47320
"522","Schley","Georgia",401,1472,479,1252,1286,448,147,25,-1,0.271481445,0.310264508,0.451972255,0.228328553,0.269038649,0.447782659,1,0.486465281,0,5163,5010,27.7,14.7,52.6,76.9,21.5,0.8,4.4,2.2,73,14.2,267,27.6,64.4,19037,38425,22.3,166.91,30,30.93283806,7,0,1,0,0,1,0,0,0,0,5143,1.74995139,0.728029988,0.53,19,0.284057499,NA,NA,0.106124,103408,41703
"523","Screven","Georgia",2300,3305,3024,3423,3285,2769,773,168,0,2,3,1,0,0,1,0,1,0,14085,14593,22.7,16.8,51.2,56.2,41.7,0.5,1.7,0.4,78.9,13,946,28.7,70.8,18640,34848,27,645.1,22.6,21.83382421,11,0,3,0,0,0,0,0,1,0,14074,1.065795083,0.726536446,0.68,55,-0.351892126,-0.55,-0.01,0.10437,103474,42186
"524","Seminole","Georgia",1189,2345,1657,2315,2244,1475,475,81,0,0,2,2,0.449982272,0.530861407,0.878637416,2,0,2,8686,8729,21.8,21.8,52,64.6,33,0.8,2.9,1.4,81.2,12.2,644,22.6,77,17641,30521,26,235.23,37.1,36.92556222,12,0,1,0,0,0,0,0,1,0,8651,1.618310022,0.750049751,0.49,25,0.1321362,-0.63,-0.13,0.104208,103323,41975
"525","Spalding","Georgia",9357,15646,10141,14885,14901,9884,3132,820,0,4,6,3,10,17,11,9,8,9,63988,64073,24.5,16.1,51.7,63.7,33.2,0.9,4.5,2.7,76.6,14.8,5072,27.8,63.1,19783,41534,21.5,196.47,326.1,325.6884003,46,5,2,0,0,1,1,8,3,0,63872,1.033316633,0.703336137,0.76,229,-0.561048891,-0.78,-0.08,0.096861,98190,43893
"526","Stephens","Georgia",1837,7686,2705,7689,7207,2123,460,284,0,0,2,5,6,9,5,5,5,7,25480,26175,22.4,18.3,51.8,85.1,11.3,0.9,3,2,80.4,14.2,1844,22.1,74.7,18557,37898,19.8,179.13,146.1,142.2430637,34,4,2,0,0,0,1,2,1,0,25455,1.728540562,0.684293948,0.7,142,0.350478904,-0.19,0.08,0.092873,98630,41757
"527","Stewart","Georgia",1222,805,1305,783,740,1307,460,46,0,0,0,0,0.28563373,0.336441789,0.558883296,0.520880665,0.608341032,0.303296119,5744,6058,15.4,15.3,38.9,45.1,51.5,1,24.5,13.6,63.1,10,330,29.4,63.3,13238,23451,30.7,458.73,13.2,12.52152682,4,2,1,0,0,0,0,0,0,0,5803,1.206272618,0.698284561,0.5,29,-0.090446169,-0.68,0.08,0.091179,104896,41995
"528","Sumter","Georgia",5520,5276,6444,5713,5372,6370,1960,404,0,1,1,2,0,3,1,1,2,4,31232,32819,24,14.8,52.6,44,52.8,1.4,5.3,3.4,76.2,18.5,1955,19.9,58.2,17879,33796,32.3,482.7,68,64.7027139,31,1,2,0,0,0,0,1,1,0,31233,1.152627029,0.729543072,0.67,149,-0.108818047,-0.8,-0.19,0.089237,104723,43137
"529","Talbot","Georgia",2002,1196,2367,1300,1202,2264,852,120,0,1,0,1,0.335288929,0,0,2,2,0,6390,6865,18.8,19.1,52.3,41.3,56.6,0.2,2.1,0.8,76.7,12.3,541,31.5,75.9,16993,32424,21.8,391.39,17.5,16.32642633,3,0,2,0,0,0,0,0,0,0,6377,0.784067743,0.769451179,0.5,26,-0.334933469,-0.54,0.12,0.087395,105285,42313
"530","Taliaferro","Georgia",545,349,643,339,321,636,236,35,-1,0.109156299,0.124750056,0.181727405,0.092173186,0.109316198,0.180042868,0.168086697,0.197661322,0.084688995,1693,1717,18.5,22.4,51.1,40.5,56.9,0.8,4,1.6,68.3,9.3,104,27.9,73.2,14381,25465,30,194.61,8.8,8.699450182,1,0,1,0,0,0,0,0,0,0,1693,1.181334908,0.756480754,0.7,7,-0.092566001,NA,NA,0.087389,104675,41782
"531","Tattnall","Georgia",1681,5096,1932,4730,4702,1894,518,154,0,1,1,1,5,0,5,1,6,6,25224,25520,21.2,12.5,42.3,68.1,29.5,0.5,10.5,5.4,75.1,11.6,1968,24.2,71.3,15280,37587,27.4,479.4,53.2,52.61576971,22,0,1,1,1,0,0,0,0,0,25195,0.992260369,0.694406833,0.49,47,-0.836627062,-0.46,-0.02,0.087044,101064,41945
"532","Taylor","Georgia",1296,2064,1533,2019,1948,1571,477,63,0,0,1,0,0,0,2,4,1,2,8442,8906,21,18.2,52.5,60.1,38.2,0.8,2.3,1.4,76.4,10.1,668,28.2,69.3,17078,27455,28.2,376.69,23.6,22.41100109,10,0,2,0,0,0,0,0,0,0,8421,1.425008906,0.700594059,0.54,27,-0.208450155,-0.4,0.08,0.085603,103711,41995
"533","Telfair","Georgia",1313,2450,1862,2486,2479,1804,426,91,0,1,0,1,2,1,2,2,1,1,16518,16500,17.7,15.3,40.7,61.3,36.6,0.8,14.7,10.8,73.9,10.9,1021,20.5,64.8,12489,26634,30.5,437.3,37.7,37.77269609,14,0,2,0,0,0,0,0,0,0,16470,0.971463267,0.749913525,0.37,33,-0.56034228,-0.2,0.35,0.085499,103342,41916
"534","Terrell","Georgia",2267,1874,2501,1890,1834,2544,804,106,0,0,1,1,0.4972337,0.589179943,0.970321558,3,1,2,9132,9315,23.6,17.7,52.5,37.2,60.3,0.4,2.6,1.2,65.6,8.7,668,22.1,63.4,16836,32628,31.6,335.44,27.8,27.22394467,7,0,3,0,0,0,0,0,1,0,9120,1.206140351,0.738043296,0.76,37,-0.180892338,-0.79,-0.28,0.085421,104872,42279
"535","Thomas","Georgia",7142,11228,7720,10642,11153,7651,2054,551,0,3,4,3,2,1,3,2,4,3,44959,44720,24.1,16.8,52.6,60.5,36.8,0.9,3.4,2.5,81.8,18.1,3525,20.1,56.5,19983,34035,26.5,544.6,82.1,82.5541682,55,4,1,0,1,1,1,5,0,0,44990,1.511446988,0.735867371,0.76,264,0.39711521,-0.47,0.01,0.085308,100393,43084
"536","Tift","Georgia",4347,9584,4749,9431,9171,4640,1158,345,0,1,1,2,1,1,6,5,5,4,40704,40118,25.1,14,51.9,66.6,30.1,1.5,11.3,5.7,77.5,16,1993,18.9,61.1,18933,34591,27.9,258.92,154.9,157.2068593,38,1,5,0,1,0,1,5,1,0,40619,1.280189074,0.689626145,0.73,165,-0.302429377,-0.67,-0.15,0.083649,99242,42394
"537","Toombs","Georgia",2338,6615,2964,6658,6519,2740,564,166,0,3,0,0,1,1,1,6,2,2,27282,27223,27.3,15.2,52.6,70.8,26,0.9,11.2,5,79.2,15.2,1863,20.4,62.4,18716,31189,26.9,364.01,74.8,74.94849043,26,0,2,1,1,0,1,1,0,0,27193,1.176773434,0.716015326,0.71,96,-0.371677225,-0.43,0.03,0.081754,100202,41979
"538","Towns","Georgia",1210,5383,1391,4292,4834,1265,317,270,0,1,0,2,2,5,2,2,3,1,11098,10471,13.8,32.2,52.2,96.9,1.2,0.7,2.6,3.1,86.8,22.7,1303,20.7,84.8,20419,36570,16.3,166.56,62.9,66.63064361,12,1,3,0,0,1,0,0,0,0,11087,1.53332732,0.802143872,0.76,67,0.720036297,0.39,0.04,0.081722,100306,41628
"539","Treutlen","Georgia",862,1809,1112,1826,1646,1068,302,58,-1,0.406449538,0.464513757,0.67667208,0.343004113,0.405248213,0.67039961,1,1,1,6778,6885,24.5,15,49.7,66.1,32.3,0.3,2.9,0.5,74.4,12.3,342,26,68,19410,37894,25.8,199.44,34.5,33.98515844,7,0,1,0,0,0,0,0,0,0,6808,1.175088132,0.694619853,0.57,18,-0.565288555,-0.18,0.29,0.081676,103532,41825
"540","Troup","Georgia",9713,15750,10438,15374,15170,10545,3382,859,0,5,3,5,4,8,10,11,14,10,69469,67044,25.3,13.7,51.8,60.7,35.4,1.8,3.7,4.2,81.8,18.6,4638,20.9,60.9,21443,41161,23.6,413.99,161.9,167.8035701,76,0,4,0,0,0,0,6,1,0,69489,1.251996719,0.64124963,0.73,306,-0.46848289,-0.57,-0.08,0.081624,98442,44104
"541","Turner","Georgia",1246,2095,1427,2096,2027,1508,330,81,0,0,0,2,0.450053407,0,0.879873508,3,1,1,8153,8930,26.3,18.6,50.9,58.3,39.4,0.8,4.5,3.4,72.1,9.8,491,24.8,64.7,17609,28326,22,285.39,31.3,28.56792459,11,0,1,0,0,0,0,0,0,0,8128,1.476377953,0.722199675,0.76,30,-0.067128016,-0.42,0.18,0.079857,103630,41830
"542","Twiggs","Georgia",1971,2035,2402,2087,1905,2269,819,118,0,0,0,0,1,1,2,1,0,4,8320,9023,19.1,19.6,51.1,57,40.9,0.3,1.9,0.5,70.3,10.8,559,28,80,17952,31234,28.7,358.4,25.2,23.21428571,5,0,2,0,0,0,0,0,0,0,8354,0.837921954,0.715477609,0.52,20,-0.807656023,-0.5,-0.1,0.079797,104415,42282
"543","Union","Georgia",1963,9852,2486,8007,8771,2137,574,418,0,0,0,1,4,4,6,5,7,10,21984,21356,16.8,31.3,51.6,96.7,0.9,0.6,3.1,2,84.7,19.6,2544,25.4,78.3,22156,40009,17.7,321.93,66.3,68.28813717,24,0,2,1,0,0,1,0,0,0,21952,1.275510204,0.847601561,0.69,125,0.6408959,0.01,-0.09,0.077914,96590,41737
"544","Upson","Georgia",3475,7292,4050,7282,7229,3955,1236,280,0,3,7,2,2,7,2,2,5,4,26256,27153,22.4,17.8,52.3,69.5,28,0.7,2.5,1.8,77.6,11.4,1945,22,67,17978,35329,20.5,323.44,84,81.17734356,29,3,2,0,0,0,0,0,0,0,26240,1.295731707,0.670137443,0.77,84,-0.532077853,-0.52,0.01,0.077771,100662,42537
"545","Walker","Georgia",4215,18950,6094,17101,16245,5269,1009,869,0,3,4,6,11,13,12,11,7,13,68218,68756,22.7,16.6,50.7,93,4.5,0.5,2,1.1,79.1,14,5925,25.9,72.6,20865,39963,16.7,446.38,154,152.8249474,62,2,2,0,0,2,0,2,2,0,68261,1.054775055,0.542840143,0.76,204,-1.306523173,-0.29,0.03,0.073928,89744,41721
"546","Walton","Georgia",8292,31125,8469,27253,29018,8139,2315,971,0,4,4,11,9,17,16,9,13,21,87615,83768,25.9,14.2,51.3,79.6,17,1.4,3.9,4.4,83.1,18.4,5764,31.3,75.1,22824,52369,13.8,325.68,257.2,269.0217391,57,3,2,0,1,1,0,3,3,0,87449,0.800466558,0.752119661,0.77,300,-0.599205869,-0.34,0.18,0.072226,81646,42925
"547","Ware","Georgia",3440,8513,4034,8311,7933,3892,920,284,0,3,3,2,10,2,5,6,6,8,35515,36312,23.8,16.2,50.5,67.3,29.3,1.1,3.7,3.4,80.4,13.9,2528,18.9,65.3,18842,34572,24.3,892.46,40.7,39.79450059,45,2,2,0,0,3,0,4,0,0,35515,1.576798536,0.704615203,0.73,158,0.092566001,-0.3,0.08,0.072058,99406,42217
"548","Warren","Georgia",1314,991,1554,1087,990,1525,468,49,0,1,0,0,0.299241264,0.354579501,0.58469356,0,3,1,5520,5834,21.5,20.3,53.1,38.2,59.9,0.4,1.1,0.9,73.2,7.3,333,26.7,65.9,17884,27796,31.6,284.3,20.5,19.41610974,6,0,2,0,0,0,0,0,0,0,5515,1.450589302,0.695484581,0.76,23,-0.117297375,-0.69,0.08,0.07036,104802,42000
