county,state,clinton,trump
Chester,SC,"6,579","7,265"
Chesterfield,SC,"6,858","9,312"
Clarendon,SC,"7,732","7,386"
Colleton,SC,"7,627","9,091"
Darlington,SC,"13,888","14,989"
Dillon,SC,"5,834","5,637"
Dorchester,SC,"24,055","34,987"
Edgefield,SC,"4,491","6,842"
Fairfield,SC,"6,945","4,027"
Florence,SC,"26,710","29,573"
Georgetown,SC,"13,310","17,389"
Greenville,SC,"74,483","127,832"
Greenwood,SC,"10,711","16,961"
Hampton,SC,"5,170","3,488"
Horry,SC,"39,410","89,288"
Jasper,SC,"5,956","5,187"
Kershaw,SC,"10,330","17,542"
Lancaster,SC,"13,812","23,719"
Laurens,SC,"8,889","16,816"
Lee,SC,"5,199","2,803"
Lexington,SC,"35,230","80,026"
McCormick,SC,"2,479","2,652"
Marion,SC,"8,569","5,444"
Marlboro,SC,"5,954","4,267"
Newberry,SC,"6,217","10,017"
Oconee,SC,"7,998","24,178"
Orangeburg,SC,"26,318","11,931"
Pickens,SC,"10,354","36,236"
Richland,SC,"108,000","52,469"
Saluda,SC,"2,813","5,526"
Spartanburg,SC,"39,997","76,277"
Sumter,SC,"24,047","18,745"
Union,SC,"4,729","7,061"
Williamsburg,SC,"9,953","4,864"
York,SC,"41,593","66,754"
South Carolina,T,"855,373","1,155,389"
,,,
Aurora,SD,340,974
Beadle,SD,"1,912","4,455"
Bennett,SD,412,666
Bon Homme,SD,704,"2,105"
Brookings,SD,"4,879","6,748"
Brown,SD,"5,452","9,613"
Brule,SD,571,"1,565"
Buffalo,SD,296,171
Butte,SD,696,"3,357"
Campbell,SD,105,704
Charles Mix,SD,935,"2,382"
Clark,SD,398,"1,139"
Clay,SD,"2,608","2,109"
Codington,SD,"3,174","7,764"
Corson,SD,535,588
Custer,SD,"1,121","3,293"
Davison,SD,"2,355","5,157"
Day,SD,974,"1,627"
Deuel,SD,570,"1,366"
Dewey,SD,888,723
Douglas,SD,214,"1,338"
Edmunds,SD,380,"1,433"
Fall River,SD,821,"2,511"
Faulk,SD,204,858
Grant,SD,971,"2,382"
Gregory,SD,391,"1,600"
Haakon,SD,77,936
Hamlin,SD,555,"2,051"
Hand,SD,334,"1,391"
Hanson,SD,424,"1,497"
Harding,SD,38,695
Hughes,SD,"2,450","5,174"
Hutchinson,SD,692,"2,517"
Hyde,SD,125,543
Jackson,SD,323,722
Jerauld,SD,264,648
Jones,SD,69,450
Kingsbury,SD,703,"1,680"
Lake,SD,"2,314","4,038"
Lawrence,SD,"3,356","7,411"
Lincoln,SD,"8,076","15,499"
Lyman,SD,369,977
McCook,SD,623,"1,794"
McPherson,SD,192,892
Marshall,SD,754,"1,056"
Meade,SD,"2,223","8,441"
Mellette,SD,238,402
Miner,SD,281,706
Minnehaha,SD,"30,610","42,043"
Moody,SD,"1,043","1,731"
Oglala Lakota,SD,"2,510",241
Pennington,SD,"14,074","29,804"
Perkins,SD,188,"1,333"
Potter,SD,215,"1,071"
Roberts,SD,"1,540","2,144"
Sanborn,SD,241,819
Spink,SD,919,"1,854"
Stanley,SD,329,"1,148"
Sully,SD,137,679
Todd,SD,"1,505",487
Tripp,SD,462,"2,069"
Turner,SD,961,"2,937"
Union,SD,"2,227","5,290"
Walworth,SD,457,"1,896"
Yankton,SD,"3,301","5,659"
Ziebach,SD,353,368
South Dakota,T,"117,458","227,721"
,,,
Anderson,TN,"9,013","19,212"
Bedford,TN,"3,395","11,486"
Benton,TN,"1,474","4,716"
Bledsoe,TN,897,"3,622"
Blount,TN,"12,100","37,443"
Bradley,TN,"7,070","29,768"
Campbell,TN,"2,248","9,870"
Cannon,TN,"1,127","4,007"
Carroll,TN,"2,327","7,756"
Carter,TN,"3,453","16,898"
Cheatham,TN,"3,878","11,297"
Chester,TN,"1,243","5,081"
Claiborne,TN,"1,832","8,602"
Clay,TN,707,"2,141"
Cocke,TN,"1,981","9,791"
Coffee,TN,"4,743","14,417"
Crockett,TN,"1,303","3,982"
Cumberland,TN,"5,202","20,413"
Davidson,TN,"148,864","84,550"
Decatur,TN,894,"3,588"
DeKalb,TN,"1,569","5,171"
Dickson,TN,"4,722","13,233"
Dyer,TN,"2,816","10,180"
Fayette,TN,"5,874","13,055"
Fentress,TN,"1,100","6,038"
Franklin,TN,"4,374","11,532"
Gibson,TN,"5,258","13,786"
Giles,TN,"2,917","7,970"
Grainger,TN,"1,154","6,626"
Greene,TN,"4,216","18,562"
Grundy,TN,999,"3,636"
Hamblen,TN,"4,075","15,857"
Hamilton,TN,"55,316","78,733"
Hancock,TN,322,"1,843"
Hardeman,TN,"4,185","4,919"
Hardin,TN,"1,622","8,012"
Hawkins,TN,"3,507","16,648"
Haywood,TN,"3,711","3,013"
Henderson,TN,"1,800","8,138"
Henry,TN,"3,063","9,508"
Hickman,TN,"1,824","5,695"
Houston,TN,866,"2,182"
Humphreys,TN,"1,967","4,930"
Jackson,TN,"1,129","3,236"
Jefferson,TN,"3,494","14,776"
Johnson,TN,988,"5,410"
Knox,TN,"62,878","105,767"
Lake,TN,577,"1,357"
Lauderdale,TN,"3,056","4,884"
Lawrence,TN,"2,821","12,420"
Lewis,TN,890,"3,585"
Lincoln,TN,"2,554","10,398"
Loudon,TN,"4,919","17,610"
McMinn,TN,"3,510","14,691"
McNairy,TN,"1,848","7,841"
Macon,TN,"1,072","6,263"
Madison,TN,"15,448","21,335"
Marion,TN,"2,832","7,696"
Marshall,TN,"2,852","8,184"
Maury,TN,"10,038","23,799"
Meigs,TN,856,"3,342"
Monroe,TN,"3,186","13,374"
Montgomery,TN,"21,699","32,341"
Moore,TN,496,"2,325"
Morgan,TN,"1,054","5,441"
Obion,TN,"2,426","9,526"
Overton,TN,"1,945","6,059"
Perry,TN,597,"2,167"
Pickett,TN,536,"2,021"
Polk,TN,"1,252","5,097"
Putnam,TN,"6,851","19,002"
Rhea,TN,"1,942","8,660"
Roane,TN,"4,837","15,880"
Robertson,TN,"6,637","19,410"
Rutherford,TN,"36,706","64,515"
Scott,TN,934,"6,044"
Sequatchie,TN,"1,053","4,441"
Sevier,TN,"6,297","28,629"
Shelby,TN,"208,992","116,344"
Smith,TN,"1,689","5,494"
Stewart,TN,"1,222","3,864"
Sullivan,TN,"12,578","46,979"
Sumner,TN,"18,161","50,129"
Tipton,TN,"5,785","16,910"
Trousdale,TN,946,"2,103"
Unicoi,TN,"1,262","5,671"
Union,TN,"1,012","5,053"
Van Buren,TN,539,"1,820"
Warren,TN,"3,535","9,540"
Washington,TN,"13,024","34,252"
Wayne,TN,717,"5,036"
Weakley,TN,"2,772","9,008"
White,TN,"1,845","7,671"
Williamson,TN,"31,013","68,212"
Wilson,TN,"14,385","39,406"
Tennessee,T,"870,695","1,522,925"
,,,
Anderson,TX,"3,369","13,201"
Andrews,TX,836,"3,927"
Angelina,TX,"7,538","21,668"
Aransas,TX,"2,465","7,740"
Archer,TX,394,"3,786"
Armstrong,TX,70,924
Atascosa,TX,"4,651","8,618"
Austin,TX,"2,320","9,637"
Bailey,TX,397,"1,344"
Bandera,TX,"1,726","8,163"
Bastrop,TX,"10,569","16,328"
Baylor,TX,191,"1,267"
Bee,TX,"3,444","4,744"
Bell,TX,"37,801","51,998"
Bexar,TX,"319,550","240,333"
Blanco,TX,"1,244","4,212"
Borden,TX,31,330
Bosque,TX,"1,278","6,339"
Bowie,TX,"8,838","24,924"
Brazoria,TX,"43,200","72,791"
Brazos,TX,"23,121","38,738"
Brewster,TX,"1,873","2,077"
Briscoe,TX,91,625
Brooks,TX,"1,937",613
Brown,TX,"1,621","12,017"
Burleson,TX,"1,491","5,316"
Burnet,TX,"3,797","14,638"
Caldwell,TX,"4,795","6,691"
Calhoun,TX,"2,118","4,638"
Callahan,TX,569,"4,865"
Cameron,TX,"59,402","29,472"
Camp,TX,"1,260","3,201"
Carson,TX,249,"2,620"
Cass,TX,"2,391","9,726"
Castro,TX,526,"1,414"
Chambers,TX,"2,948","13,339"
Cherokee,TX,"3,469","12,919"
Childress,TX,253,"1,802"
Clay,TX,536,"4,377"
Cochran,TX,190,679
Coke,TX,140,"1,265"
Coleman,TX,388,"3,177"
Collin,TX,"140,624","201,014"
Collingsworth,TX,145,983
Colorado,TX,"1,987","6,325"
Comal,TX,"14,238","45,136"
Comanche,TX,789,"4,333"
Concho,TX,148,885
Cooke,TX,"2,352","13,181"
Coryell,TX,"5,064","12,225"
Cottle,TX,92,506
Crane,TX,299,"1,049"
Crockett,TX,372,980
Crosby,TX,468,"1,181"
Culberson,TX,454,280
Dallam,TX,222,"1,261"
Dallas,TX,"461,080","262,945"
Dawson,TX,835,"2,636"
Deaf Smith,TX,"1,185","2,911"
Delta,TX,400,"1,836"
Denton,TX,"110,890","170,603"
DeWitt,TX,"1,163","5,519"
Dickens,TX,128,755
Dimmit,TX,"2,173",974
Donley,TX,191,"1,225"
Duval,TX,"2,783","1,316"
Eastland,TX,776,"6,011"
Ector,TX,"10,249","25,020"
Edwards,TX,303,746
El Paso,TX,"147,843","55,512"
Ellis,TX,"16,253","44,941"
Erath,TX,"2,160","11,210"
Falls,TX,"1,684","3,441"
Fannin,TX,"2,132","9,548"
Fayette,TX,"2,144","8,743"
Fisher,TX,403,"1,265"
Floyd,TX,435,"1,474"
Foard,TX,113,383
Fort Bend,TX,"134,686","117,291"
Franklin,TX,665,"3,585"
Freestone,TX,"1,471","6,026"
Frio,TX,"2,444","1,856"
Gaines,TX,597,"3,907"
Galveston,TX,"43,658","73,757"
Garza,TX,230,"1,225"
Gillespie,TX,"2,288","10,446"
Glasscock,TX,34,553
Goliad,TX,973,"2,620"
Gonzales,TX,"1,571","4,587"
Gray,TX,701,"6,500"
Grayson,TX,"10,301","35,325"
Gregg,TX,"11,677","28,764"
Grimes,TX,"2,194","7,065"
Guadalupe,TX,"18,391","36,632"
Hale,TX,"2,101","6,366"
Hall,TX,164,893
Hamilton,TX,479,"3,060"
Hansford,TX,171,"1,730"
Hardeman,TX,249,"1,207"
Hardin,TX,"2,780","19,606"
Harris,TX,"707,914","545,955"
Harrison,TX,"7,151","18,749"
Hartley,TX,173,"1,730"
Haskell,TX,314,"1,403"
Hays,TX,"33,224","33,826"
Hemphill,TX,181,"1,462"
Henderson,TX,"5,669","23,650"
Hidalgo,TX,"118,809","48,642"
Hill,TX,"2,547","10,108"
Hockley,TX,"1,260","5,809"
Hood,TX,"4,008","21,382"
Hopkins,TX,"2,510","10,707"
Houston,TX,"1,978","6,205"
Howard,TX,"1,770","6,637"
Hudspeth,TX,324,503
Hunt,TX,"6,396","23,910"
Hutchinson,TX,854,"7,042"
Irion,TX,90,660
Jack,TX,314,"2,973"
Jackson,TX,904,"4,266"
Jasper,TX,"2,590","10,609"
Jeff Davis,TX,422,695
Jefferson,TX,"42,443","42,862"
Jim Hogg,TX,"1,635",430
Jim Wells,TX,"6,694","5,420"
Johnson,TX,"10,988","44,382"
Jones,TX,936,"4,819"
Karnes,TX,"1,145","2,965"
Kaufman,TX,"10,278","29,587"
Kendall,TX,"3,643","15,700"
Kenedy,TX,99,84
Kent,TX,59,360
Kerr,TX,"4,681","17,727"
Kimble,TX,206,"1,697"
King,TX,5,149
Kinney,TX,458,936
Kleberg,TX,"4,716","4,367"
Knox,TX,247,"1,078"
Lamar,TX,"3,583","14,561"
Lamb,TX,771,"3,111"
Lampasas,TX,"1,483","6,385"
La Salle,TX,"1,129",872
Lavaca,TX,"1,170","7,347"
Lee,TX,"1,372","4,997"
Leon,TX,909,"6,391"
Liberty,TX,"4,862","18,892"
Limestone,TX,"1,778","5,796"
Lipscomb,TX,135,"1,159"
Live Oak,TX,742,"3,464"
Llano,TX,"1,825","8,299"
Loving,TX,4,58
Lubbock,TX,"28,023","65,651"
Lynn,TX,403,"1,546"
McCulloch,TX,482,"2,552"
McLennan,TX,"27,063","48,260"
McMullen,TX,40,454
Madison,TX,881,"3,351"
Marion,TX,"1,165","2,983"
Martin,TX,266,"1,455"
Mason,TX,354,"1,656"
Matagorda,TX,"3,500","8,366"
Maverick,TX,"10,397","2,816"
Medina,TX,"4,634","12,085"
Menard,TX,154,682
Midland,TX,"10,025","36,973"
Milam,TX,"2,051","6,364"
Mills,TX,243,"1,951"
Mitchell,TX,354,"1,780"
Montague,TX,885,"7,526"
Montgomery,TX,"45,835","150,314"
Moore,TX,"1,098","3,977"
Morris,TX,"1,425","3,446"
Motley,TX,40,566
Nacogdoches,TX,"6,846","14,771"
Navarro,TX,"4,002","11,994"
Newton,TX,"1,156","4,288"
Nolan,TX,"1,029","3,552"
Nueces,TX,"49,198","50,766"
Ochiltree,TX,274,"2,628"
Oldham,TX,78,850
Orange,TX,"5,735","25,513"
Palo Pinto,TX,"1,708","8,284"
Panola,TX,"1,835","8,445"
Parker,TX,"8,344","46,473"
Parmer,TX,485,"1,915"
Pecos,TX,"1,554","2,468"
Polk,TX,"4,187","15,176"
Potter,TX,"7,657","19,630"
Presidio,TX,"1,458",652
Rains,TX,628,"3,968"
Randall,TX,"8,367","43,462"
Reagan,TX,167,709
Real,TX,262,"1,382"
Red River,TX,"1,149","3,926"
Reeves,TX,"1,659","1,417"
Refugio,TX,"1,034","1,830"
Roberts,TX,20,524
Robertson,TX,"2,203","4,668"
Rockwall,TX,"9,655","28,451"
Runnels,TX,453,"3,250"
Rusk,TX,"3,935","14,675"
Sabine,TX,614,"3,998"
San Augustine,TX,910,"2,622"
San Jacinto,TX,"2,038","8,059"
San Patricio,TX,"7,871","13,030"
San Saba,TX,293,"2,025"
Schleicher,TX,208,821
Scurry,TX,733,"4,410"
Shackelford,TX,103,"1,378"
Shelby,TX,"1,758","7,179"
Sherman,TX,96,807
Smith,TX,"22,300","58,930"
Somervell,TX,541,"3,206"
Starr,TX,"9,289","2,224"
Stephens,TX,348,"3,034"
Sterling,TX,70,549
Stonewall,TX,135,555
Sutton,TX,313,"1,075"
Swisher,TX,462,"1,671"
Tarrant,TX,"288,392","345,921"
Taylor,TX,"10,085","33,250"
Terrell,TX,140,288
Terry,TX,753,"2,459"
Throckmorton,TX,84,715
Titus,TX,"2,597","6,511"
Tom Green,TX,"9,173","27,494"
Travis,TX,"308,260","127,209"
Trinity,TX,"1,154","4,737"
Tyler,TX,"1,248","6,624"
Upshur,TX,"2,380","13,209"
Upton,TX,286,"1,007"
Uvalde,TX,"3,867","4,835"
Val Verde,TX,"6,964","5,890"
Van Zandt,TX,"2,799","18,473"
Victoria,TX,"8,866","21,275"
Walker,TX,"6,091","12,884"
Waller,TX,"5,748","10,531"
Ward,TX,783,"2,547"
Washington,TX,"3,382","10,945"
Webb,TX,"42,307","12,947"
Wharton,TX,"4,238","10,149"
Wheeler,TX,194,"2,087"
Wichita,TX,"8,770","27,631"
Wilbarger,TX,809,"3,166"
Willacy,TX,"3,422","1,547"
Williamson,TX,"84,468","104,175"
Wilson,TX,"4,790","13,998"
Winkler,TX,420,"1,403"
Wise,TX,"3,412","20,670"
Wood,TX,"2,630","15,700"
Yoakum,TX,426,"1,797"
Young,TX,876,"6,601"
Zapata,TX,"2,063","1,029"
Zavala,TX,"2,636",694
Texas,T,"3,877,868","4,685,047"
,,,
Beaver,UT,264,"1,838"
Box Elder,UT,"2,282","12,230"
Cache,UT,"8,563","21,139"
Carbon,UT,"1,717","5,275"
Daggett,UT,77,331
Davis,UT,"28,776","62,219"
Duchesne,UT,500,"5,508"
Emery,UT,380,"3,425"
Garfield,UT,358,"1,606"
Grand,UT,"1,960","1,975"
Iron,UT,"2,450","11,561"
Juab,UT,442,"2,827"
Kane,UT,741,"2,265"
Millard,UT,431,"3,860"
Morgan,UT,577,"3,188"
Piute,UT,47,626
Rich,UT,104,797
Salt Lake,UT,"175,863","138,043"
San Juan,UT,"2,042","2,645"
Sanpete,UT,"1,061","6,673"
Sevier,UT,695,"6,740"
Summit,UT,"10,503","7,333"
Tooele,UT,"4,573","11,169"
Uintah,UT,995,"9,810"
Utah,UT,"28,522","102,182"
Wasatch,UT,"3,063","6,115"
Washington,UT,"10,288","42,650"
Wayne,UT,271,966
Weber,UT,"23,131","40,235"
Utah,T,"310,676","515,231"
,,,
Addison,VT,"11,219","5,297"
Bennington,VT,"9,539","5,925"
Caledonia,VT,"6,445","5,534"
Chittenden,VT,"54,814","18,601"
Essex,VT,"1,019","1,506"
Franklin,VT,"9,351","8,752"
Grand Isle,VT,"2,094","1,487"
Lamoille,VT,"7,241","3,570"
Orange,VT,"7,541","5,007"
Orleans,VT,"5,185","5,159"
Rutland,VT,"13,635","12,479"
Washington,VT,"18,594","7,993"
Windham,VT,"14,340","5,454"
Windsor,VT,"17,556","8,605"
Vermont,T,"178,573","95,369"
,,,
Accomack,VA,"6,740","8,583"
Albemarle,VA,"33,345","19,259"
Alleghany,VA,"2,166","4,874"
Amelia,VA,"2,128","4,708"
Amherst,VA,"5,057","9,719"
Appomattox,VA,"2,023","5,715"
Arlington,VA,"92,016","20,186"
Augusta,VA,"8,177","26,163"
Bath,VA,603,"1,548"
Bedford,VA,"9,768","30,659"
Bland,VA,453,"2,573"
Botetourt,VA,"4,494","13,375"
Brunswick,VA,"4,481","3,046"
Buchanan,VA,"1,721","7,296"
Buckingham,VA,"3,128","3,950"
Campbell,VA,"6,664","19,551"
Caroline,VA,"6,432","7,147"
Carroll,VA,"2,559","10,663"
Charles City,VA,"2,496","1,476"
Charlotte,VA,"2,155","3,479"
Chesterfield,VA,"81,074","85,045"
Clarke,VA,"3,051","4,661"
Craig,VA,541,"2,140"
Culpeper,VA,"7,759","13,349"
Cumberland,VA,"2,036","2,697"
Dickenson,VA,"1,335","4,932"
Dinwiddie,VA,"5,765","7,447"
Essex,VA,"2,542","2,657"
Fairfax,VA,"355,133","157,710"
Fauquier,VA,"12,971","22,127"
Floyd,VA,"2,300","5,293"
Fluvanna,VA,"5,760","7,025"
Franklin,VA,"7,257","18,569"
Frederick,VA,"11,932","26,083"
Giles,VA,"1,950","5,910"
Gloucester,VA,"5,404","13,096"
Goochland,VA,"4,889","8,384"
Grayson,VA,"1,407","5,592"
Greene,VA,"2,924","5,945"
Greensville,VA,"2,558","1,737"
Halifax,VA,"6,897","9,704"
Hanover,VA,"19,382","39,630"
Henrico,VA,"93,935","59,857"
Henry,VA,"8,198","15,208"
Highland,VA,371,958
Isle of Wight,VA,"7,881","12,204"
James City,VA,"19,105","21,306"
King George,VA,"4,007","7,341"
King and Queen,VA,"1,468","2,099"
King William,VA,"2,760","5,975"
Lancaster,VA,"2,869","3,523"
Lee,VA,"1,627","7,543"
Loudoun,VA,"100,795","69,949"
Louisa,VA,"6,212","10,528"
Lunenburg,VA,"2,227","3,204"
Madison,VA,"2,203","4,419"
Mathews,VA,"1,563","3,517"
Mecklenburg,VA,"6,285","8,288"
Middlesex,VA,"2,108","3,670"
Montgomery,VA,"20,021","19,459"
Nelson,VA,"3,689","4,154"
New Kent,VA,"3,546","8,118"
Northampton,VA,"3,255","2,686"
Northumberland,VA,"2,852","4,302"
Nottoway,VA,"2,829","3,712"
Orange,VA,"5,957","10,521"
Page,VA,"2,514","7,831"
Patrick,VA,"1,768","6,454"
Pittsylvania,VA,"9,199","21,554"
Powhatan,VA,"4,060","11,885"
Prince Edward,VA,"4,591","4,101"
Prince George,VA,"6,419","9,157"
Prince William,VA,"113,144","71,721"
Pulaski,VA,"4,172","10,322"
Rappahannock,VA,"1,747","2,539"
Richmond,VA,"1,347","2,213"
Roanoke,VA,"17,200","31,408"
Rockbridge,VA,"3,508","6,680"
Rockingham,VA,"9,366","25,990"
Russell,VA,"2,330","9,521"
Scott,VA,"1,581","8,247"
Shenandoah,VA,"5,273","14,094"
Smyth,VA,"2,665","9,750"
Southampton,VA,"3,595","5,035"
Spotsylvania,VA,"24,207","34,623"
Stafford,VA,"27,908","33,868"
Surry,VA,"2,272","1,819"
Sussex,VA,"2,879","2,055"
Tazewell,VA,"2,895","15,168"
Warren,VA,"5,169","11,773"
Washington,VA,"5,553","19,320"
Westmoreland,VA,"3,836","4,448"
Wise,VA,"2,701","12,086"
Wythe,VA,"2,770","10,046"
York,VA,"12,999","18,837"
Alexandria,VA,"57,242","13,285"
Bristol,VA,"1,835","4,892"
Buena Vista,VA,693,"1,430"
Charlottesville,VA,"17,901","2,960"
Chesapeake,VA,"52,627","54,047"
Colonial Heights,VA,"2,367","5,681"
Covington,VA,914,"1,349"
Danville,VA,"11,059","7,303"
Emporia,VA,"1,530",789
Fairfax,VA,"7,367","3,702"
Falls Church,VA,"5,819","1,324"
Franklin,VA,"2,519","1,421"
Fredericksburg,VA,"6,707","3,744"
Galax,VA,681,"1,603"
Hampton,VA,"41,312","17,902"
Harrisonburg,VA,"10,212","6,262"
Hopewell,VA,"4,724","3,885"
Lexington,VA,"1,514",766
Lynchburg,VA,"14,792","17,982"
Manassas,VA,"8,423","5,953"
Manassas Park,VA,"3,204","1,733"
Martinsville,VA,"3,533","2,149"
Newport News,VA,"45,618","25,468"
Norfolk,VA,"57,023","21,552"
Norton,VA,383,"1,021"
Petersburg,VA,"12,021","1,451"
Poquoson,VA,"1,601","5,092"
Portsmouth,VA,"28,497","12,795"
Radford,VA,"2,925","2,638"
Richmond,VA,"81,259","15,581"
Roanoke,VA,"22,286","14,789"
Salem,VA,"4,202","7,226"
Staunton,VA,"5,333","5,133"
Suffolk,VA,"23,280","18,006"
Virginia Beach,VA,"91,032","98,224"
Waynesboro,VA,"3,764","4,801"
Williamsburg,VA,"5,206","1,925"
Winchester,VA,"5,164","4,790"
Virginia,T,"1,981,473","1,769,443"
,,,
Adams,WA,"1,299","3,083"
Asotin,WA,"3,134","5,741"
Benton,WA,"26,360","47,194"
Chelan,WA,"13,032","18,114"
Clallam,WA,"17,677","18,794"
Clark,WA,"92,757","92,441"
Columbia,WA,526,"1,497"
Cowlitz,WA,"17,908","24,185"
Douglas,WA,"4,918","9,603"
Ferry,WA,"1,098","2,202"
Franklin,WA,"8,886","13,206"
Garfield,WA,279,851
Grant,WA,"7,810","18,518"
Grays Harbor,WA,"12,020","14,067"
Island,WA,"20,960","18,465"
Jefferson,WA,"12,656","6,037"
King,WA,"718,322","216,339"
Kitsap,WA,"63,156","49,018"
Kittitas,WA,"7,489","10,100"
Klickitat,WA,"4,194","5,789"
Lewis,WA,"9,654","21,992"
Lincoln,WA,"1,244","4,108"
Mason,WA,"11,993","13,677"
Okanogan,WA,"6,298","9,610"
Pacific,WA,"4,620","5,360"
Pend Oreille,WA,"1,934","4,373"
Pierce,WA,"172,538","146,824"
San Juan,WA,"7,172","2,688"
Skagit,WA,"26,690","24,736"
Skamania,WA,"2,232","2,928"
Snohomish,WA,"185,227","128,255"
Spokane,WA,"93,767","113,435"
Stevens,WA,"5,767","15,161"
Thurston,WA,"68,798","48,624"
Wahkiakum,WA,832,"1,344"
Walla Walla,WA,"9,694","13,651"
Whatcom,WA,"60,340","40,599"
Whitman,WA,"8,146","7,403"
Yakima,WA,"31,291","41,735"
Washington,T,"1,742,718","1,221,747"
,,,
Barbour,WV,"1,222","4,527"
Berkeley,WV,"12,321","28,244"
Boone,WV,"1,790","6,504"
Braxton,WV,"1,321","3,537"
Brooke,WV,"2,568","6,625"
Cabell,WV,"11,447","19,850"
Calhoun,WV,456,"2,035"
Clay,WV,568,"2,300"
Doddridge,WV,362,"2,358"
Fayette,WV,"4,290","10,357"
Gilmer,WV,545,"1,896"
Grant,WV,512,"4,346"
Greenbrier,WV,"3,765","9,556"
Hampshire,WV,"1,580","6,692"
Hancock,WV,"3,262","8,909"
Hardy,WV,"1,155","4,274"
Harrison,WV,"7,694","18,750"
Jackson,WV,"2,663","9,020"
Jefferson,WV,"9,518","13,204"
Kanawha,WV,"28,263","43,850"
Lewis,WV,"1,347","5,274"
Lincoln,WV,"1,459","5,307"
Logan,WV,"2,092","9,897"
McDowell,WV,"1,438","4,629"
Marion,WV,"6,964","14,668"
Marshall,WV,"2,918","9,666"
Mason,WV,"2,081","7,654"
Mercer,WV,"4,704","17,404"
Mineral,WV,"2,050","9,070"
Mingo,WV,"1,370","7,911"
Monongalia,WV,"14,699","18,432"
Monroe,WV,"1,111","4,443"
Morgan,WV,"1,573","5,732"
Nicholas,WV,"1,840","7,251"
Ohio,WV,"5,493","11,139"
Pendleton,WV,729,"2,398"
Pleasants,WV,621,"2,358"
Pocahontas,WV,928,"2,496"
Preston,WV,"2,470","9,538"
Putnam,WV,"5,884","17,788"
Raleigh,WV,"6,443","22,048"
Randolph,WV,"2,735","7,629"
Ritchie,WV,496,"3,405"
Roane,WV,"1,222","3,781"
Summers,WV,"1,190","3,455"
Taylor,WV,"1,491","4,733"
Tucker,WV,751,"2,565"
Tyler,WV,507,"2,996"
Upshur,WV,"1,766","7,005"
Wayne,WV,"3,357","11,152"
Webster,WV,556,"2,302"
Wetzel,WV,"1,359","4,519"
Wirt,WV,386,"1,911"
Wood,WV,"8,400","25,434"
Wyoming,WV,"1,062","6,547"
West Virginia,T,"188,794","489,371"
,,,
Adams,WI,"3,745","5,966"
Ashland,WI,"4,226","3,303"
Barron,WI,"7,889","13,614"
Bayfield,WI,"4,953","4,124"
Brown,WI,"53,382","67,210"
Buffalo,WI,"2,525","4,048"
Burnett,WI,"2,949","5,410"
Calumet,WI,"9,642","15,367"
Chippewa,WI,"11,887","17,916"
Clark,WI,"4,221","8,652"
Columbia,WI,"13,528","14,163"
Crawford,WI,"3,419","3,836"
Dane,WI,"217,697","71,275"
Dodge,WI,"13,968","26,635"
Door,WI,"8,014","8,580"
Douglas,WI,"11,357","9,661"
Dunn,WI,"9,034","11,486"
Eau Claire,WI,"27,340","23,331"
Florence,WI,665,"1,898"
Fond du Lac,WI,"17,387","31,022"
Forest,WI,"1,579","2,787"
Grant,WI,"10,051","12,350"
Green,WI,"9,122","8,693"
Green Lake,WI,"2,693","6,216"
Iowa,WI,"6,669","4,809"
Iron,WI,"1,275","2,081"
Jackson,WI,"3,818","4,906"
Jefferson,WI,"16,569","23,417"
Juneau,WI,"4,073","7,130"
Kenosha,WI,"35,799","36,037"
Kewaunee,WI,"3,627","6,618"
La Crosse,WI,"32,406","26,378"
Lafayette,WI,"3,288","3,977"
Langlade,WI,"3,250","6,478"
Lincoln,WI,"5,371","8,401"
Manitowoc,WI,"14,538","23,244"
Marathon,WI,"26,481","39,014"
Marinette,WI,"6,409","13,122"
Marquette,WI,"2,808","4,709"
Menominee,WI,"1,002",267
Milwaukee,WI,"288,822","126,069"
Monroe,WI,"7,052","11,356"
Oconto,WI,"5,940","13,345"
Oneida,WI,"8,109","12,132"
Outagamie,WI,"38,068","49,879"
Ozaukee,WI,"20,170","30,464"
Pepin,WI,"1,344","2,206"
Pierce,WI,"8,399","11,272"
Polk,WI,"7,565","13,810"
Portage,WI,"18,529","17,305"
Price,WI,"2,667","4,559"
Racine,WI,"42,641","46,681"
Richland,WI,"3,569","4,013"
Rock,WI,"39,339","31,493"
Rusk,WI,"2,171","4,564"
St. Croix,WI,"17,482","26,222"
Sauk,WI,"14,690","14,799"
Sawyer,WI,"3,503","5,185"
Shawano,WI,"6,068","12,769"
Sheboygan,WI,"23,000","32,514"
Taylor,WI,"2,393","6,579"
Trempealeau,WI,"5,636","7,366"
Vernon,WI,"6,371","7,004"
Vilas,WI,"4,770","8,166"
Walworth,WI,"18,710","28,863"
Washburn,WI,"3,282","5,436"
Washington,WI,"20,852","51,740"
Waukesha,WI,"79,224","142,543"
Waupaca,WI,"8,451","16,209"
Waushara,WI,"3,791","7,667"
Winnebago,WI,"37,047","43,445"
Wood,WI,"14,225","21,498"
Wisconsin,T,"1,382,536","1,405,284"
,,,
Albany,WY,"6,890","7,602"
Big Horn,WY,604,"4,067"
Campbell,WY,"1,324","15,778"
Carbon,WY,"1,279","4,409"
Converse,WY,668,"5,520"
Crook,WY,273,"3,348"
