county,state,Clinton,Sanders
Cass,IA,300,190
Cedar,IA,354,446
Cerro Gordo,IA,"1,091","1,109"
Cherokee,IA,182,218
Chickasaw,IA,360,234
Clarke,IA,232,168
Clay,IA,296,304
Clayton,IA,392,408
Clinton,IA,"1,166","1,234"
Crawford,IA,225,208
Dallas,IA,"1,668","1,208"
Davis,IA,174,126
Decatur,IA,150,141
Delaware,IA,440,344
Des Moines,IA,933,"1,067"
Dickinson,IA,341,359
Dubuque,IA,"2,504","2,277"
Emmet,IA,168,132
Fayette,IA,526,469
Floyd,IA,453,347
Franklin,IA,227,169
Fremont,IA,120,135
Greene,IA,215,185
Grundy,IA,187,207
Guthrie,IA,220,180
Hamilton,IA,353,247
Hancock,IA,240,152
Hardin,IA,403,297
Harrison,IA,227,273
Henry,IA,350,350
Howard,IA,185,215
Humboldt,IA,167,133
Ida,IA,107,93
Iowa,IA,357,343
Jackson,IA,450,414
Jasper,IA,927,810
Jefferson,IA,245,655
Johnson,IA,"3,701","5,473"
Jones,IA,420,480
Keokuk,IA,250,140
Kossuth,IA,360,213
Lee,IA,929,771
Linn,IA,"5,733","6,331"
Louisa,IA,224,168
Lucas,IA,180,120
Lyon,IA,80,113
Madison,IA,320,280
Mahaska,IA,393,307
Marion,IA,637,637
Marshall,IA,840,960
Mills,IA,256,244
Mitchell,IA,260,135
Monona,IA,180,116
Monroe,IA,129,134
Montgomery,IA,108,192
Muscatine,IA,828,972
O'Brien,IA,153,142
Osceola,IA,57,37
Page,IA,197,203
Palo Alto,IA,213,187
Plymouth,IA,388,312
Pocahontas,IA,198,90
Polk,IA,"12,122","10,526"
Pottawattamie,IA,"1,519","1,573"
Poweshiek,IA,418,482
Ringgold,IA,133,68
Sac,IA,165,135
Scott,IA,"4,025","4,145"
Shelby,IA,168,232
Sioux,IA,192,203
Story,IA,"1,886","2,714"
Tama,IA,476,424
Taylor,IA,140,60
Union,IA,231,269
Van Buren,IA,93,107
Wapello,IA,818,668
Warren,IA,"1,217",953
Washington,IA,485,415
Wayne,IA,130,70
Webster,IA,867,720
Winnebago,IA,170,230
Winneshiek,IA,484,616
Woodbury,IA,"1,650","1,935"
Worth,IA,181,219
Wright,IA,273,227
Iowa,T,"70,047","69,692"
,,,
Allen,KS,,
Anderson,KS,,
Atchison,KS,,
Barber,KS,,
Barton,KS,,
Bourbon,KS,,
Brown,KS,,
Butler,KS,,
Chase,KS,,
Chautauqua,KS,,
Cherokee,KS,,
Cheyenne,KS,,
Clark,KS,,
Clay,KS,,
Cloud,KS,,
Coffey,KS,,
Comanche,KS,,
Cowley,KS,,
Crawford,KS,,
Decatur,KS,,
Dickinson,KS,,
Doniphan,KS,,
Douglas,KS,,
Edwards,KS,,
Elk,KS,,
Ellis,KS,,
Ellsworth,KS,,
Finney,KS,,
Ford,KS,,
Franklin,KS,,
Geary,KS,,
Gove,KS,,
Graham,KS,,
Grant,KS,,
Gray,KS,,
Greeley,KS,,
Greenwood,KS,,
Hamilton,KS,,
Harper,KS,,
Harvey,KS,,
Haskell,KS,,
Hodgeman,KS,,
Jackson,KS,,
Jefferson,KS,,
Jewell,KS,,
Johnson,KS,,
Kearny,KS,,
Kingman,KS,,
Kiowa,KS,,
Labette,KS,,
Lane,KS,,
Leavenworth,KS,,
Lincoln,KS,,
Linn,KS,,
Logan,KS,,
Lyon,KS,,
McPherson,KS,,
Marion,KS,,
Marshall,KS,,
Meade,KS,,
Miami,KS,,
Mitchell,KS,,
Montgomery,KS,,
Morris,KS,,
Morton,KS,,
Nemaha,KS,,
Neosho,KS,,
Ness,KS,,
Norton,KS,,
Osage,KS,,
Osborne,KS,,
Ottawa,KS,,
Pawnee,KS,,
Phillips,KS,,
Pottawatomie,KS,,
Pratt,KS,,
Rawlins,KS,,
Reno,KS,,
Republic,KS,,
Rice,KS,,
Riley,KS,,
Rooks,KS,,
Rush,KS,,
Russell,KS,,
Saline,KS,,
Scott,KS,,
Sedgwick,KS,,
Seward,KS,,
Shawnee,KS,,
Sheridan,KS,,
Sherman,KS,,
Smith,KS,,
Stafford,KS,,
Stanton,KS,,
Stevens,KS,,
Sumner,KS,,
Thomas,KS,,
Trego,KS,,
Wabaunsee,KS,,
Wallace,KS,,
Washington,KS,,
Wichita,KS,,
Wilson,KS,,
Woodson,KS,,
Wyandotte,KS,,
Provisional Ballots,KS,,
Kansas,T,"12,593","26,429"
,,,
Androscoggin,ME,,0
Aroostook,ME,,
Cumberland,ME,,0
Franklin,ME,,0
Hancock,ME,,0
Kennebec,ME,,0
Knox,ME,,0
Lincoln,ME,,0
Oxford,ME,,0
Penobscot,ME,,0
Piscataquis,ME,,0
Sagadahoc,ME,,0
Somerset,ME,,0
Waldo,ME,,0
Washington,ME,,0
York,ME,,0
Maine,T,"1,232","2,231"
,,,
Aitkin,MN,,
Anoka,MN,,
Becker,MN,,
Beltrami,MN,,
Benton,MN,,
Big Stone,MN,,
Blue Earth,MN,,
Brown,MN,,
Carlton,MN,,
Carver,MN,,
Cass,MN,,
Chippewa,MN,,
Chisago,MN,,
Clay,MN,,
Clearwater,MN,,
Cook,MN,,
Cottonwood,MN,,
Crow Wing,MN,,
Dakota,MN,,
Dodge,MN,,
Douglas,MN,,
Faribault,MN,,
Fillmore,MN,,
Freeborn,MN,,
Goodhue,MN,,
Grant,MN,,
Hennepin,MN,,
Houston,MN,,
Hubbard,MN,,
Isanti,MN,,
Itasca,MN,,
Jackson,MN,,
Kanabec,MN,,
Kandiyohi,MN,,
Kittson,MN,,
Koochiching,MN,,
Lac Qui Parle,MN,,
Lake,MN,,
Lake of the Woods,MN,,
Le Sueur,MN,,
Lincoln,MN,,
Lyon,MN,,
McLeod,MN,,
Mahnomen,MN,,
Marshall,MN,,
Martin,MN,,
Meeker,MN,,
Mille Lacs,MN,,
Morrison,MN,,
Mower,MN,,
Murray,MN,,
Nicollet,MN,,
Nobles,MN,,
Norman,MN,,
Olmsted,MN,,
Otter Tail,MN,,
Pennington,MN,,
Pine,MN,,
Pipestone,MN,,
Polk,MN,,
Pope,MN,,
Ramsey,MN,,
Red Lake,MN,,
Redwood,MN,,
Renville,MN,,
Rice,MN,,
Rock,MN,,
Roseau,MN,,
St. Louis,MN,,
Scott,MN,,
Sherburne,MN,,
Sibley,MN,,
Stearns,MN,,
Steele,MN,,
Stevens,MN,,
Swift,MN,,
Todd,MN,,
Traverse,MN,,
Wabasha,MN,,
Wadena,MN,,
Waseca,MN,,
Washington,MN,,
Watonwan,MN,,
Wilkin,MN,,
Winona,MN,,
Wright,MN,,
Yellow Medicine,MN,,
Minnesota,T,"78,381","126,229"
,,,
Adams,NE,177,284
Antelope,NE,27,23
Arthur,NE,1,3
Banner,NE,4,3
Blaine,NE,4,5
Boone,NE,27,17
Box Butte,NE,45,75
Boyd,NE,13,10
Brown,NE,6,7
Buffalo,NE,208,468
Burt,NE,54,42
Butler,NE,25,28
Cass,NE,132,151
Cedar,NE,20,23
Chase,NE,16,10
Cherry,NE,20,11
Cheyenne,NE,28,44
Clay,NE,12,35
Colfax,NE,24,16
Cuming,NE,34,26
Custer,NE,20,37
Dakota,NE,76,99
Dawes,NE,58,127
Dawson,NE,39,86
Deuel,NE,2,3
Dixon,NE,28,33
Dodge,NE,205,185
Douglas,NE,"5,387","6,322"
Dundy,NE,14,1
Fillmore,NE,34,34
Franklin,NE,11,9
Frontier,NE,9,5
Furnas,NE,12,13
Gage,NE,175,147
Garden,NE,8,13
Garfield,NE,0,0
Gosper,NE,12,17
Grant,NE,0,0
Greeley,NE,11,9
Hall,NE,299,370
Hamilton,NE,23,44
Harlan,NE,13,12
Hayes,NE,9,0
Hitchcock,NE,6,4
Holt,NE,30,24
Hooker,NE,3,4
Howard,NE,43,30
Jefferson,NE,41,58
Johnson,NE,24,29
Kearney,NE,34,36
Keith,NE,40,37
Keya Paha,NE,4,5
Kimball,NE,8,15
Knox,NE,25,16
Lancaster,NE,"4,016","6,456"
Lincoln,NE,182,201
Logan,NE,2,1
Loup,NE,5,6
McPherson,NE,3,1
Madison,NE,129,200
Merrick,NE,35,25
Morrill,NE,13,18
Nance,NE,14,11
Nemaha,NE,35,39
Nuckolls,NE,17,18
Otoe,NE,76,104
Pawnee,NE,29,11
Perkins,NE,16,5
Phelps,NE,33,42
Pierce,NE,10,20
Platte,NE,128,108
Polk,NE,31,27
Red Willow,NE,25,46
Richardson,NE,36,28
Rock,NE,3,7
Saline,NE,109,89
Sarpy,NE,"1,099","1,620"
Saunders,NE,104,181
Scotts Bluff,NE,123,206
Seward,NE,86,121
Sheridan,NE,10,16
Sherman,NE,11,21
Sioux,NE,12,9
Stanton,NE,19,35
Thayer,NE,40,18
Thomas,NE,1,0
Thurston,NE,24,27
Valley,NE,35,22
Washington,NE,136,140
Wayne,NE,58,52
Webster,NE,16,8
Wheeler,NE,3,3
York,NE,36,73
Nebraska,T,"14,340","19,120"
,,,
Carson City,NV,83,86
Churchill,NV,46,46
Clark,NV,"4,889","4,026"
Douglas,NV,85,72
Elko,NV,38,50
Esmeralda,NV,7,15
Eureka,NV,3,19
Humboldt,NV,27,53
Lander,NV,20,48
Lincoln,NV,38,25
Lyon,NV,80,88
Mineral,NV,39,34
Nye,NV,94,65
Pershing,NV,32,33
Storey,NV,35,38
Washoe,NV,877,"1,041"
White Pine,NV,47,46
Nevada,T,"6,440","5,785"
,,,
Adams,ND,,
Barnes,ND,,
Benson,ND,,
Billings,ND,,
Bottineau,ND,,
Bowman,ND,,
Burke,ND,,
Burleigh,ND,,
Cass,ND,,
Cavalier,ND,,
Dickey,ND,,
Divide,ND,,
Dunn,ND,,
Eddy,ND,,
Emmons,ND,,
Foster,ND,,
Golden Valley,ND,,
Grand Forks,ND,,
Grant,ND,,
Griggs,ND,,
Hettinger,ND,,
Kidder,ND,,
LaMoure,ND,,
Logan,ND,,
McHenry,ND,,
McIntosh,ND,,
McKenzie,ND,,
McLean,ND,,
Mercer,ND,,
Morton,ND,,
Mountrail,ND,,
Nelson,ND,,
Oliver,ND,,
Pembina,ND,,
Pierce,ND,,
Ramsey,ND,,
Ransom,ND,,
Renville,ND,,
Richland,ND,,
Rolette,ND,,
Sargent,ND,,
Sheridan,ND,,
Sioux,ND,,
Slope,ND,,
Stark,ND,,
Steele,ND,,
Stutsman,ND,,
Towner,ND,,
Traill,ND,,
Walsh,ND,,
Ward,ND,,
Wells,ND,,
Williams,ND,,
North Dakota,T,101,253
,,,
Beaver,UT,20,24
Box Elder,UT,90,281
Cache,UT,630,"2,906"
Carbon,UT,128,235
Daggett,UT,1,13
Davis,UT,"1,236","5,185"
Duchesne,UT,37,87
Emery,UT,26,66
Garfield,UT,36,96
Grand,UT,161,636
Iron,UT,142,639
Juab,UT,16,55
Kane,UT,50,186
Millard,UT,34,47
Morgan,UT,39,104
Piute,UT,0,2
Rich,UT,5,6
Salt Lake,UT,"9,252","35,003"
San Juan,UT,51,101
Sanpete,UT,44,283
Sevier,UT,34,85
Summit,UT,751,"1,645"
Tooele,UT,240,986
Uintah,UT,39,135
Utah,UT,"1,127","6,584"
Wasatch,UT,170,557
Washington,UT,660,"1,509"
Wayne,UT,30,70
Weber,UT,"1,113","5,465"
Utah,T,"16,162","62,991"
,,,
Adams,WA,6,17
Asotin,WA,21,43
Benton,WA,107,385
Chelan,WA,63,160
Clallam,WA,85,188
Clark,WA,297,"1,080"
Columbia,WA,3,10
Cowlitz,WA,76,255
Douglas,WA,23,63
Ferry,WA,5,18
Franklin,WA,29,115
Garfield,WA,2,3
Grant,WA,29,112
Grays Harbor,WA,65,176
Island,WA,97,219
Jefferson,WA,54,137
King,WA,"3,246","6,704"
Kitsap,WA,238,631
Kittitas,WA,31,106
Klickitat,WA,11,55
Lewis,WA,36,166
Lincoln,WA,8,22
Mason,WA,55,159
Okanogan,WA,23,154
Pacific,WA,18,77
Pend Oreille,WA,9,36
Pierce,WA,709,"1,953"
San Juan,WA,25,79
Skagit,WA,116,322
Skamania,WA,5,44
Snohomish,WA,677,"2,165"
Spokane,WA,333,"1,199"
Stevens,WA,23,101
Thurston,WA,248,857
Wahkiakum,WA,2,17
Walla Walla,WA,44,110
Whatcom,WA,166,695
Whitman,WA,28,109
Yakima,WA,123,393
Washington,T,"7,136","19,135"
,,,
Albany,WY,316,931
Big Horn,WY,35,42
Campbell,WY,47,96
Carbon,WY,75,51
Converse,WY,36,43
Crook,WY,28,21
Fremont,WY,233,223
Goshen,WY,65,57
Hot Springs,WY,13,31
Johnson,WY,39,52
Laramie,WY,731,689
Lincoln,WY,51,58
Natrona,WY,388,368
Niobrara,WY,2,15
Park,WY,97,155
Platte,WY,25,39
Sheridan,WY,203,178
Sublette,WY,41,84
Sweetwater,WY,220,254
Teton,WY,364,589
Uinta,WY,73,108
Washakie,WY,33,21
Weston,WY,16,17
Wyoming,T,"3,131","4,122"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Conventions,,,
,,,
Colorado,T,,
,,,
Colorado,T,,
,,,
Idaho,T,,
,,,
Iowa,T,,
,,,
Iowa,T,,
,,,
Maine,T,,
,,,
Minnesota,T,,
,,,
Minnesota,T,,
,,,
Montana,T,,
,,,
Nebraska,T,,
,,,
Nebraska,T,,
,,,
Carson City,NV,,
Churchill,NV,,
Clark,NV,,
Douglas,NV,,
Elko,NV,,
Esmeralda,NV,,
Eureka,NV,,
Humboldt,NV,,
Lander,NV,,
Lincoln,NV,,
Lyon,NV,,
Mineral,NV,,
Nye,NV,,
Pershing,NV,,
Storey,NV,,
Washoe,NV,,
White Pine,NV,,
Nevada,T,,0
,,,
Nevada,T,,
,,,
North Dakota,T,,
,,,
N. Mariana Islands,T,,
,,,
Virgin Islands,T,,
,,,
Wyoming,T,,
,,,
,,,
,,,
,,,
,,,
,,,
Total Primary,,"16,753,719","12,861,083"
Total Caucus,,"277,628","460,030"
Total Convention,,#REF!,#REF!
