state,county,Obama,Romney
MA,Brookfield,47.8,49.6
MA,Brookline,77.9,20.5
MA,Buckland,72.5,24.4
MA,Burlington,52.3,46.5
MA,Cambridge,86.1,10.9
MA,Canton,52.2,46.7
MA,Carlisle,58.5,39.4
MA,Carver,47.5,51.4
MA,Charlemont,71.4,26
MA,Charlton,43.4,54.6
MA,Chatham,49.6,49.4
MA,Chelmsford,49.4,49
MA,Chelsea,80.7,18
MA,Cheshire,69.8,28.3
MA,Chester,50.1,46.1
MA,Chesterfield,63.5,31.8
MA,Chicopee,62.3,35.9
MA,Chilmark,80.5,17.5
MA,Clarksburg,71.5,27.1
MA,Clinton,57.6,40.4
MA,Cohasset,45.8,53.4
MA,Colrain,70.1,26.3
MA,Concord,66.4,32
MA,Conway,74.1,23
MA,Cummington,69.7,26.3
MA,Dalton,71.8,26.2
MA,Danvers,50.6,48.1
MA,Dartmouth,61.3,37.2
MA,Dedham,56.7,42
MA,Deerfield,69.7,27.8
MA,Dennis,52.9,45.9
MA,Dighton,48,50.8
MA,Douglas,42,56.4
MA,Dover,42.8,56.1
MA,Dracut,45.6,52.9
MA,Dudley,48.7,50.2
MA,Dunstable,43.4,54.7
MA,Duxbury,43.9,55.1
MA,East Bridgewater,45.8,53
MA,East Brookfield,40.9,57.8
MA,Eastham,59.5,39.3
MA,Easthampton,69.8,27.4
MA,East Longmeadow,46.9,52
MA,Easton,47.5,51.4
MA,Edgartown,66.3,32.3
MA,Egremont,80.5,18
MA,Erving,72.3,26
MA,Essex,53.5,44.6
MA,Everett,71.6,27.3
MA,Fairhaven,60.8,37.3
MA,Fall River,73.7,24.9
MA,Falmouth,56.8,41.9
MA,Fitchburg,59.2,38.8
MA,Florida,65.3,32.6
MA,Foxborough,49.1,49.7
MA,Framingham,66.2,32.3
MA,Franklin,49.4,49.1
MA,Freetown,49.7,48.4
MA,Gardner,57.2,40.6
MA,Georgetown,46.2,52.4
MA,Gill,72.8,23.9
MA,Gloucester,62.7,35.7
MA,Goshen,64.3,32.2
MA,Gosnold,56.3,41.4
MA,Grafton,51.4,46.8
MA,Granby,53.4,45
MA,Granville,42,56.4
MA,Great Barrington,81.3,16.6
MA,Greenfield,74,22.7
MA,Groton,52.4,45.9
MA,Groveland,45.9,52.4
MA,Hadley,69,28.9
MA,Halifax,32.1,66.4
MA,Hamilton,48.7,49.6
MA,Hampden,44.3,54
MA,Hancock,59.7,37.2
MA,Hanover,40.2,59
MA,Hanson,45.1,53.9
MA,Hardwick,54.2,42.7
MA,Harvard,60.1,37.8
MA,Harwich,54,44.5
MA,Hatfield,66.9,31.4
MA,Haverhill,55.7,42.7
MA,Hawley,63.6,32.8
MA,Heath,68.5,29.1
MA,Hingham,47.8,51.2
MA,Hinsdale,68.9,28.1
MA,Holbrook,55,43.7
MA,Holden,48.1,50.4
MA,Holland,44.8,52.1
MA,Holliston,55.9,42.4
MA,Holyoke,76.2,22.2
MA,Hopedale,51.7,46.5
MA,Hopkinton,48.5,50.1
MA,Hubbardston,44.6,53.1
MA,Hudson,56.4,41.8
MA,Hull,58.9,39.8
MA,Huntington,50.4,43.6
MA,Ipswich,53.2,45.1
MA,Kingston,45.6,53.5
MA,Lakeville,41.7,57.1
MA,Lancaster,46.5,51.6
MA,Lanesborough,71.7,26.9
MA,Lawrence,83.3,15.8
MA,Lee,73.8,24.5
MA,Leicester,49.8,48.4
MA,Lenox,76,22.1
MA,Leominster,52.5,45.9
MA,Leverett,80.9,15
MA,Lexington,69.4,29
MA,Leyden,73.4,24.9
MA,Lincoln,69.9,28.8
MA,Littleton,54.2,43.8
MA,Longmeadow,56.3,42.5
MA,Lowell,66.9,31.3
MA,Ludlow,54.1,44.4
MA,Lunenburg,46.6,51.5
MA,Lynn,72.2,26.6
MA,Lynnfield,38.2,60.9
MA,Malden,71.3,27.3
MA,Manchester,54.3,44.3
MA,Mansfield,49.5,49
MA,Marblehead,55.2,43.9
MA,Marion,53.5,45.1
MA,Marlborough,57.3,41.1
MA,Marshfield,46.7,52.2
MA,Mashpee,49.9,49
MA,Mattapoisett,51.6,46.9
MA,Maynard,62.8,35
MA,Medfield,46.5,52.1
MA,Medford,67.9,30.3
MA,Medway,50,48.7
MA,Melrose,60.2,38.5
MA,Mendon,44.5,54
MA,Merrimac,51.7,46.5
MA,Methuen,51.5,47.4
MA,Middleborough,45.5,52.8
MA,Middlefield,69.4,26.5
MA,Middleton,41.4,57.5
MA,Milford,55.6,43
MA,Millbury,50.3,48.1
MA,Millis,51.1,47.1
MA,Millville,46.1,52.2
MA,Milton,60.1,38.7
MA,Monroe,60.4,39.6
MA,Monson,50.7,47.4
MA,Montague,76.3,20.7
MA,Monterey,78.8,18.3
MA,Montgomery,43.4,54
MA,Mount Washington,76.9,17.6
MA,Nahant,59.7,39.1
MA,Nantucket,62.8,35.8
MA,Natick,62.2,36.2
MA,Needham,60.4,38.5
MA,New Ashford,69.9,26.1
MA,New Bedford,75.9,22.7
MA,New Braintree,50.6,46
MA,Newbury,51.3,47.4
MA,Newburyport,61.6,36.9
MA,New Marlborough,68.4,28.7
MA,New Salem,62.9,33.8
MA,Newton,71.4,27
MA,Norfolk,42.5,56.1
MA,North Adams,77.5,20
MA,Northampton,82.4,13.7
MA,North Andover,46.2,52.8
MA,North Attleborough,46.7,51.8
MA,Northborough,52.3,46.1
MA,Northbridge,44.8,53.5
MA,North Brookfield,44.4,53.7
MA,Northfield,68.5,29.1
MA,North Reading,45.6,53.1
MA,Norton,49.2,49.1
MA,Norwell,42,57
MA,Norwood,55.5,43.1
MA,Oak Bluffs,70.3,28.6
MA,Oakham,44.4,53.1
MA,Orange,56.2,41
MA,Orleans,55.9,43
MA,Otis,59,37.5
MA,Oxford,48.1,50.2
MA,Palmer,53.6,44
MA,Paxton,44.7,54.1
MA,Peabody,55.8,43.2
MA,Pelham,82.1,14.9
MA,Pembroke,46.9,52
MA,Pepperell,45.3,52.9
MA,Peru,68.4,28.7
MA,Petersham,55.4,41.5
MA,Phillipston,48.8,49.3
MA,Pittsfield,78,20.2
MA,Plainfield,74.3,21.6
MA,Plainville,47,51.6
MA,Plymouth,50.8,47.9
MA,Plympton,44.6,53.4
MA,Princeton,48.3,49.9
MA,Provincetown,89.1,8.8
MA,Quincy,61.5,36.9
MA,Randolph,75.6,23.5
MA,Raynham,46.2,52.5
MA,Reading,52.2,46.6
MA,Rehoboth,46.5,51.9
MA,Revere,65.9,32.9
MA,Richmond,74.5,24.5
MA,Rochester,43.6,54.5
MA,Rockland,52.4,46.2
MA,Rockport,62.9,35.2
MA,Rowe,58.1,38.2
MA,Rowley,44.6,54
MA,Royalston,57.8,39.5
MA,Russell,49.2,49
MA,Rutland,46.3,52.1
MA,Salem,69.1,29
MA,Salisbury,53.3,45.3
MA,Sandisfield,64.6,33.8
MA,Sandwich,46.7,52.2
MA,Saugus,50.9,48
MA,Savoy,67.9,29
MA,Scituate,48.8,50
MA,Seekonk,51.9,46.5
MA,Sharon,63.4,35.4
MA,Sheffield,70.5,27.5
MA,Shelburne,77,19.9
MA,Sherborn,53.9,44.4
MA,Shirley,49.6,47.3
MA,Shrewsbury,53.6,45.2
MA,Shutesbury,82.2,12.5
MA,Somerset,61.5,37.1
MA,Somerville,82.2,14.1
MA,Southampton,53.3,45.3
MA,Southborough,50.6,47.9
MA,Southbridge,64.4,34.7
MA,South Hadley,61.2,37.1
MA,Southwick,41.8,56.5
MA,Spencer,47.3,50.4
MA,Springfield,79.7,19.2
MA,Sterling,42.5,55.9
MA,Stockbridge,78.1,18.7
MA,Stoneham,53.6,45.1
MA,Stoughton,58.5,40.3
MA,Stow,55.2,43
MA,Sturbridge,47.9,49.9
MA,Sudbury,57.5,41.4
MA,Sunderland,73.2,21.7
MA,Sutton,40.7,57.6
MA,Swampscott,59.7,39
MA,Swansea,57.2,41.5
MA,Taunton,59.6,38.8
MA,Templeton,49.2,49
MA,Tewksbury,46.9,51.8
MA,Tisbury,74.2,23.9
MA,Tolland,39.6,55.8
MA,Topsfield,44.9,54
MA,Townsend,42.4,55.4
MA,Truro,71,27.2
MA,Tyngsborough,45.1,53.4
MA,Tyringham,67.1,32.9
MA,Upton,47.3,50.8
MA,Uxbridge,46.3,51.9
MA,Wakefield,51.7,47
MA,Wales,51.7,46.8
MA,Walpole,45.5,53.3
MA,Waltham,62.8,35.2
MA,Ware,56.2,42
MA,Wareham,55.9,42.7
MA,Warren,52.9,43.5
MA,Warwick,73.7,24.1
MA,Washington,75.9,21.9
MA,Watertown,71.1,27
MA,Wayland,62.4,36
MA,Webster,51.8,46.4
MA,Wellesley,56.7,42.2
MA,Wellfleet,69.9,27.6
MA,Wendell,76.6,12.6
MA,Wenham,44.8,53.6
MA,Westborough,55.8,42.6
MA,West Boylston,48.7,50
MA,West Bridgewater,43.8,54.8
MA,West Brookfield,49.5,48.8
MA,Westfield,52,46.1
MA,Westford,49.5,48.8
MA,Westhampton,60.4,36.4
MA,Westminster,45.4,52.5
MA,West Newbury,50,48.7
MA,Weston,51.2,47.7
MA,Westport,59.1,39.3
MA,West Springfield,53.6,44.9
MA,West Stockbridge,79.8,18.2
MA,West Tisbury,79.5,18.8
MA,Westwood,48.2,50.6
MA,Weymouth,54.4,44.3
MA,Whately,65.2,31.4
MA,Whitman,49.2,49.2
MA,Wilbraham,45.6,52.8
MA,Williamsburg,76.4,20
MA,Williamstown,80.9,17.2
MA,Wilmington,47.2,51.5
MA,Winchendon,51.5,46.5
MA,Winchester,54.8,43.9
MA,Windsor,73.8,24.3
MA,Winthrop,58.6,40.2
MA,Woburn,53.5,45.2
MA,Worcester,69,29.2
MA,Worthington,66.5,28.8
MA,Wrentham,42.7,55.9
MA,Yarmouth,51.8,47
MD,Allegany,32.4,65.3
MD,Anne Arundel,48.5,49.4
MD,Baltimore,57.2,40.8
MD,Baltimore City,87.4,11.1
MD,Calvert,45,53.2
MD,Caroline,36.9,61.3
MD,Carroll,31.7,65.7
MD,Cecil,38.7,59.1
MD,Charles,65,33.7
MD,Dorchester,46.1,52.7
MD,Frederick,46.9,50.9
MD,Garrett,23,75.1
MD,Harford,39.2,58.7
MD,Howard,59.5,38.3
MD,Kent,48.7,49.6
MD,Montgomery,70.9,27.4
MD,Prince George's,90.1,9.2
MD,Queen Anne's,34.1,64.3
MD,St. Mary's,40.8,56.9
MD,Somerset,48.3,50.8
MD,Talbot,42.8,55.9
MD,Washington,39.7,58.2
MD,Wicomico,45.7,52.6
MD,Worcester,40.1,58.4
ME,Abbot,40.4,57
ME,Acton,51.3,46.6
ME,Addison,46.7,51.1
ME,Albion,42,54.9
ME,Alexander,45.5,53.1
ME,Alfred,55.4,42.5
ME,Allagash,56.4,42.1
ME,Alna,58,39
ME,Alton,50.2,47.1
ME,Amherst,47.9,48.6
ME,Amity,37.2,59.6
ME,Andover,50.5,43
ME,Anson,50,47.1
ME,Appleton,54.8,41.4
ME,Aroostook Cty Townships,47.2,47.9
ME,Arrowsic,68.5,28.7
ME,Arundel,54.7,42.7
ME,Ashland,58,41.1
ME,Athens,49.1,47.4
ME,Atkinson,40.8,57.5
ME,Auburn,57.6,39.5
ME,Augusta,59.1,38
ME,Aurora,28.1,65.6
ME,Avon,53.8,44.5
ME,Baileyville,56.8,36.9
ME,Baldwin,44.3,51.7
ME,Bancroft,35.5,64.5
ME,Bangor,58.4,39.2
ME,Bar Harbor,71.2,25.9
ME,Baring Plt.,52.8,46.2
ME,Bath,63.9,33.4
ME,Beals,48.4,49.5
ME,Beaver Cove,43.6,55.3
ME,Beddington,37.1,60
ME,Belfast,63,34.4
ME,Belgrade,50.6,47.3
ME,Belmont,53.4,43.8
ME,Benton,51.4,47.4
ME,Berwick,47.8,49.9
ME,Bethel,60.4,36.6
ME,Biddeford,67,30.8
ME,Bingham,53.8,44
ME,Blaine,27.1,70.7
ME,Blue Hill,63.9,33.4
ME,Boothbay,53.5,44.8
ME,Boothbay Harbor,55.8,42.3
ME,Bowdoin,44.7,52.6
ME,Bowdoinham,58.2,39.4
ME,Bowerbank,42.9,57.1
ME,Bradford,41.1,57.1
ME,Bradley,55.1,43.3
ME,Bremen,59.8,38.2
ME,Brewer,48.2,50
ME,Bridgewater,38.3,60.3
ME,Bridgton,54.2,43.3
ME,Brighton Plt.,44.2,53.5
ME,Bristol,58.2,39.8
ME,Brooklin,64.2,33.9
ME,Brooks,47.4,50.7
ME,Brooksville,64.3,32.3
ME,Brownfield,54.4,43.5
ME,Brownville,48.7,48.5
ME,Brunswick,49,22.8
ME,Buckfield,50.7,45.5
ME,Bucksport,55.8,42.1
ME,Burlington,36.5,60.8
ME,Burnham,48.7,49.1
ME,Buxton,52.4,45.3
ME,Byron,49.4,46.8
ME,Calais,49.1,48.8
ME,Cambridge,36,61.8
ME,Camden,69.5,28.8
ME,Canaan,51.2,46.2
ME,Canton,55,41.6
ME,Cape Elizabeth,62.2,33.5
ME,Caratunk,45.1,54.9
ME,Caribou,52.3,45.6
ME,Carmel,39.8,58.4
ME,Carrabassett Valley,63.7,33
ME,Carroll Plt.,34.9,62.7
ME,Carthage,56.7,39.2
ME,Cary Plt.,35.8,62.4
ME,Casco,51.2,46.3
ME,Castine,57.2,40.8
ME,Castle Hill,38.8,60.2
ME,Caswell,65.2,32.6
ME,Chapman,48.4,39
ME,Charleston,28.4,69.3
ME,Charlotte,37.9,57.4
ME,Chebeague Island,73,24
ME,Chelsea,51.6,45
ME,Cherryfield,47,51.2
ME,Chester,35.3,62.5
ME,Chesterville,60.3,37.2
ME,China,48.9,48.6
ME,Clifton,47.8,50
ME,Clinton,51.6,46.1
ME,Columbia,33.3,62.7
ME,Columbia Falls,43.1,52.3
ME,Cooper,44.2,51.9
ME,Coplin Plt.,50.6,48.2
ME,Corinna,38,59.5
ME,Corinth,34.6,63.3
ME,Cornish,54.9,42.9
ME,Cornville,45.2,53.3
ME,Cranberry Isles,68.5,27.5
ME,Crawford,36.5,63.5
ME,Crystal,35.9,60.6
ME,Cumberland,53.3,45.2
ME,Cushing,51.3,47
ME,Cutler,40.8,57.4
ME,Cyr Plt.,53.5,46.5
ME,Dallas Plt.,55.9,42.7
ME,Damariscotta,59,38.5
ME,Danforth,41.5,56.6
ME,Dayton,52.4,44.6
ME,Deblois,25.9,74.1
ME,Dedham,51.2,46.7
ME,Deer Isle,68.6,30
ME,Denmark,48.3,48.2
ME,Dennistown Plt.,33.3,60
ME,Dennysville,49,49
ME,Detroit,51,47
ME,Dexter,45.3,52.3
ME,Dixfield,60.8,38.1
ME,Dixmont,46.6,51.5
ME,Dover-Foxcroft,47.1,50.2
ME,Dresden,55,41.7
ME,Drew Plt.,35,65
ME,Durham,49.5,47.1
ME,Dyer Brook,33.3,60.5
ME,Eagle Lake,62.9,34.6
ME,Eastbrook,42.1,54.2
ME,East Machias,43.8,53.9
ME,East Millinocket,52.5,45.2
ME,Easton,47.9,49.5
ME,Eastport,58.2,35.3
ME,Eddington,44.1,54
ME,Edgecomb,55.2,41.9
ME,Edinburg,55.3,44.7
ME,Eliot,56.3,41.9
ME,Ellsworth,49.7,46.9
ME,Embden,45.1,51.3
ME,Enfield,46.3,50.6
ME,Etna,41.6,55.9
ME,Eustis,51.2,44.5
ME,Exeter,40.6,57.6
ME,Fairfield,53.8,42.7
ME,Falmouth,54.8,43.8
ME,Farmingdale,55.6,42.5
ME,Farmington,62.8,33.1
ME,Fayette,58.3,39.7
ME,Fort Fairfield,52.2,44.4
ME,Fort Kent,67.4,30.6
ME,Frankfort,45.7,51
ME,Franklin,48.5,49.3
ME,Franklin Cty Townships,58.3,33.3
ME,Freedom,54.8,41.6
ME,Freeport,64.2,33.9
ME,Frenchboro,52.5,37.5
ME,Frenchville,69.6,28.1
ME,Friendship,45.8,51.4
ME,Fryeburg,57,40.2
ME,Frye Island,30.4,67.9
ME,Gardiner,57,38.8
ME,Garfield Plt.,47.1,52.9
ME,Garland,45,52.5
ME,Georgetown,61,37.2
ME,Gilead,59.1,35.7
ME,Glenburn,46.3,52.2
ME,Glenwood Plt.,33.3,66.7
ME,Gorham,56.7,41.4
ME,Gouldsboro,50.4,46.9
ME,Grand Isle,75.3,22.5
ME,Grand Lake Stream Plt,42,58
ME,Gray,50,47.4
ME,Great Pond,42.9,54.3
ME,Greenbush,41.5,56.1
ME,Greene,47.9,49.1
ME,Greenville,53.5,45.1
ME,Greenwood,56.5,39.8
ME,Guilford,43.5,52
ME,Hallowell,70.1,27.4
ME,Hamlin,63.9,34
ME,Hammond,49,51
ME,Hampden,48.2,50.2
ME,Hancock,48.9,48.8
ME,Hanover,54.3,43.8
ME,Harmony,43.6,54.4
ME,Harpswell,57.6,40.7
ME,Harrington,39.9,58.1
ME,Harrison,51.9,44.2
ME,Hartford,52.5,43.8
ME,Hartland,38.6,58
ME,Haynesville,38.6,61.4
ME,Hebron,52.6,43.1
ME,Hermon,41.3,57.2
ME,Hersey,28.1,71.9
ME,Highland Plt.,36.8,58.5
ME,Hiram,52.3,44.6
ME,Hodgdon,31.9,66.5
ME,Holden,42.9,55
ME,Hollis,52.5,44.3
ME,Hope,57.1,39.9
ME,Houlton,45.3,52.3
ME,Howland,52.9,44.7
ME,Hudson,38,60.7
ME,Indian Township Vtng Dst,88.1,10.6
ME,Industry,52.9,43.6
ME,Island Falls,44.9,52.5
ME,Isle Au Haut,84.2,8.8
ME,Islesboro,67.5,32.1
ME,Jackman,37.7,57.7
ME,Jackson,45.5,49.1
ME,Jay,63.5,34.1
ME,Jefferson,46.8,51.3
ME,Jonesboro,47.9,50
ME,Jonesport,50.5,48.1
ME,Kenduskeag,48,50.2
ME,Kennebunk,57.4,40.8
ME,Kennebunkport,54.6,44.2
ME,Kingfield,53.3,42.7
ME,Kingsbury Plt.,57.9,42.1
ME,Kittery,64.2,33.8
ME,Knox,40,57.2
ME,LaGrange,43.2,55.3
ME,Lake View Plt.,61.9,38.1
ME,Lakeville,46.3,51.3
ME,Lamoine,49.9,47.9
ME,Lebanon,44.2,52.3
ME,Lee,35.3,64.2
ME,Leeds,52.2,44.7
ME,Levant,36.9,60
ME,Lewiston,60.8,36.8
ME,Liberty,52.6,44.5
ME,Limerick,51.5,45.1
ME,Limestone,59.5,37.7
ME,Limington,49.3,47.6
ME,Lincoln,41,56.2
ME,Lincoln Plt.,51.9,48.1
ME,Lincolnville,60.1,37.5
ME,Linneus,34.2,63.9
ME,Lisbon,50.3,47.1
ME,Litchfield,49,47.4
ME,Littleton,37.1,59.4
ME,Livermore,54.7,42.8
ME,Livermore Falls,62.4,34.6
ME,Long Island,66,30
ME,Lovell,50.8,46.7
ME,Lowell,36.8,61.7
ME,Lubec,58.9,38.9
ME,Ludlow,43.7,55
ME,Lyman,54.1,42.9
ME,Machias,51.7,45.6
ME,Machiasport,49.7,49.1
ME,Macwahoc Plt.,39.1,58.7
ME,Madawaska,73.7,24.5
ME,Madison,53.3,44.1
ME,Magalloway Plt.,21.4,71.4
ME,Manchester,52.2,46.3
ME,Mapleton,48.9,49.8
ME,Mariaville,44.9,51.8
ME,Marshfield,41.2,56.4
ME,Mars Hill,36,62
ME,Masardis,58.1,38.7
ME,Matinicus Isle Plt.,64.7,35.3
ME,Mattawamkeag,49.3,47.9
ME,Maxfield,40.7,59.3
ME,Mechanic Falls,51.1,46
ME,Meddybemps,40.4,56.2
ME,Medford,35.8,59.7
ME,Medway,41.4,56.4
ME,Mercer,52.3,45.2
ME,Merrill,48.4,50
ME,Mexico,68.5,27
ME,Milbridge,52.4,46.2
ME,Milford,55.8,41.9
ME,Millinocket,57.1,40.7
ME,Milo,45.3,51.2
ME,Minot,46.7,51.1
ME,Monhegan Plt.,89.1,9.1
ME,Monmouth,50.4,46.4
ME,Monroe,55,39.8
ME,Monson,47.2,48.3
ME,Monticello,41.4,57.1
ME,Montville,59,35.5
ME,Moose River,29.7,68.5
ME,Moro Plt.,4.3,91.3
ME,Morrill,43.4,54.2
ME,Moscow,55,44.2
ME,Mount Chase,31.3,66.1
ME,Mount Desert,66,32
ME,Mount Vernon,54.4,41.9
ME,Naples,50.5,47
ME,Nashville Plt.,66.7,33.3
ME,Newburgh,47.2,51.1
ME,New Canada,57.6,39.3
ME,Newcastle,62.3,35.3
ME,Newfield,51.3,46.2
ME,New Gloucester,49.7,48.2
ME,New Limerick,42.3,56.2
ME,Newport,42.4,55.2
ME,New Portland,50.4,45.9
ME,Newry,54.7,43.1
ME,New Sharon,51.5,45.5
ME,New Sweden,52.4,45.5
ME,New Vineyard,47.9,49.9
ME,Nobleboro,56.1,42.1
ME,Norridgewock,47.4,49.4
ME,North Berwick,50.7,47.2
ME,Northfield,49.5,49.5
ME,North Haven,72.6,24.5
ME,Northport,56.3,41.9
ME,North Yarmouth,57.6,40.7
ME,Norway,55,42.1
ME,Oakfield,40.3,56.1
ME,Oakland,52.6,44.7
ME,Ogunquit,60.3,38.1
ME,Old Orchrd Bch,63.1,35.1
ME,Old Town,61.5,35.3
ME,Orient,51.6,45.2
ME,Orland,56.6,40.5
ME,Orono,70.2,26
ME,Orrington,44.4,53.5
ME,Osborn,22.5,77.5
ME,Otis,35.1,64.6
ME,Otisfield,52.5,44.5
ME,Owl's Head,57.4,41.3
ME,Oxbow Plt.,55.2,41.4
ME,Oxford,52.2,45.7
ME,Oxford Cty Townships,60.1,33.5
ME,Palermo,44,53.6
ME,Palmyra,41.4,55.5
ME,Paris,55.1,41.8
ME,Parkman,42.3,54.6
ME,Parsonsfield,54.5,44
ME,Passadumkeag,36.1,61.9
ME,Patten,44.5,53.3
ME,Pembroke,50.7,46.7
ME,Penobscot,46.3,50.6
ME,Penobscot Cty Townships,44.7,52.8
ME,Penobscot Nation Vot Dst,90,8.2
ME,Perham,33.3,65.5
ME,Perry,48.9,48.4
ME,Peru,59,38.2
ME,Phillips,51.2,42.2
ME,Phippsburg,54.2,43.7
ME,Piscataquis Cty Townshps,32.8,65.5
ME,Pittsfield,47.1,51
ME,Pittston,49.4,47.7
ME,Pleasant Point Votng Dst,85.7,12.2
ME,Pleasant Ridge Plt.,56.9,43.1
ME,Plymouth,40.5,57.1
ME,Poland,52.3,45.2
ME,Portage Lake,51.9,45.2
ME,Porter,50.1,46.8
ME,Portland,76.5,20.6
ME,Pownal,55.4,42.5
ME,Presque Isle,52.7,44.6
ME,Princeton,42.4,54.3
ME,Prospect,54.5,42.4
ME,Randolph,56.5,40.6
ME,Rangeley,48.1,50.4
ME,Rangeley Plt.,44.4,54.9
ME,Raymond,53.4,44.8
ME,Readfield,56.4,41.3
ME,Reed Plt.,30.9,67.9
ME,Richmond,53.8,43.6
ME,Ripley,40.3,56.3
ME,Robbinston,48.8,48.5
ME,Rockland,65.5,31.8
ME,Rockport,60.1,38.4
ME,Rome,54.4,43
ME,Roque Bluffs,59.7,39
ME,Roxbury,61.1,36.8
ME,Rumford,62.6,34.3
ME,Sabattus,51.3,46
ME,Saco,62.1,36
ME,Saint Agatha,70.4,28.4
ME,St. Albans,39.4,58.7
ME,St. Francis,68.8,30.4
ME,St. George,63.4,33.5
ME,St. John Plt.,55.9,39.2
ME,Sandy River Plt.,60.5,38.4
ME,Sanford,58.8,38.9
ME,Sangerville,47.5,51.1
ME,Scarborough,54.1,44.2
ME,Searsmont,52.3,45.4
ME,Searsport,53.6,43.5
ME,Sebago,50.9,46.6
ME,Sebec,37.2,60.2
ME,Seboeis Plt.,61.5,38.5
ME,Sedgwick,63.9,33.3
ME,Shapleigh,49.8,47.9
ME,Sherman,36.2,60.6
ME,Shirley,40.7,57
ME,Sidney,48.7,49.3
ME,Skowhegan,57.1,40
ME,Smithfield,49.6,47.9
ME,Smyrna,44,53.6
ME,Solon,48.7,48.4
ME,Somerset Cty Townships,36.2,61.7
ME,Somerville,49.6,47.1
ME,Sorrento,54.2,40.1
ME,South Berwick,57,40.7
ME,South Bristol,60.9,36.3
ME,Southport,48,51.7
ME,South Portland,69.4,28.6
ME,South Thomaston,58.3,39.8
ME,Southwest Harbor,62.1,36.1
ME,Springfield,33.5,65.2
ME,Stacyville,34,63.7
ME,Standish,50.5,47.5
ME,Starks,53.9,42
ME,Stetson,44.9,53.7
ME,Steuben,47.2,49.4
ME,Stockholm,61.9,36.1
ME,Stockton Springs,51.9,44.8
ME,Stoneham,58.1,38.1
ME,Stonington,66.8,30.2
ME,Stow,64.2,33.2
ME,Strong,48,49.4
ME,Sullivan,59.4,38.3
ME,Sumner,51.5,45.8
ME,Surry,56.3,41.3
ME,Swan's Island,41.6,54.9
ME,Swanville,51.4,41.9
ME,Sweden,55.3,42.5
ME,Talmadge,40.6,59.4
ME,Temple,68.6,29.8
ME,The Forks Plt.,52.3,47.7
ME,Thomaston,61.5,37.3
ME,Thorndike,55.9,40.2
ME,Topsfield,33.6,64.6
ME,Topsham,57.1,40.9
ME,Tremont,62.6,34.8
ME,Trenton,54.8,42.7
ME,Troy,49,49.4
ME,Turner,46.2,51.2
ME,Union,52.6,44.2
ME,Unity,49.1,45.4
ME,Upton,,
ME,Van Buren,74.9,23
ME,Vanceboro,48.6,49.5
ME,Vassalboro,52.8,44.2
ME,Veazie,53.6,44.5
ME,Verona,53.2,44.2
ME,Vienna,58.4,38.7
ME,Vinalhaven,73.1,24.9
ME,Wade,39.1,57.8
ME,Waite,37.9,56.9
ME,Waldo,53.2,43.5
ME,Waldoboro,51.6,45.4
ME,Wales,42.2,54.4
ME,Wallagrass,72.1,27.2
ME,Waltham,36.9,62
ME,Warren,49.2,48.2
ME,Washburn,44.6,53.9
ME,Washington,49.9,46.6
ME,Washington Cty Townships,36,59.9
ME,Waterboro,52.5,44.9
ME,Waterford,51.4,43.1
ME,Waterville,67.2,30.2
ME,Wayne,61.2,37.1
ME,Webster Plt.,56.5,39.1
ME,Weld,53.3,42.6
ME,Wellington,64.5,32.3
ME,Wells,54,44.3
ME,Wesley,41.6,57.1
ME,West Bath,52.9,44.9
ME,Westbrook,56.9,31.5
ME,Westfield,43.5,54.3
ME,West Forks Plt.,53.2,44.7
ME,West Gardiner,49.4,47.8
ME,Westmanland,48.8,48.8
ME,Weston,38.2,61.8
ME,West Paris,54.7,41
ME,Westport,52.3,45.5
ME,Whitefield,55.2,42.3
ME,Whiting,52.7,45.6
ME,Whitneyville,44,51.4
ME,Willimantic,39.5,59.3
ME,Wilton,55.8,41.1
ME,Windham,51.4,46.1
ME,Windsor,49.8,47.1
ME,Winn,37.1,62.9
ME,Winslow,54.1,43.7
ME,Winter Harbor,40.9,52.9
ME,Winterport,49,48.6
ME,Winterville Plt.,59,36.6
ME,Winthrop,54.2,43.2
ME,Wiscasset,50.5,46.8
ME,Woodland,46,52.7
ME,Woodstock,49.2,48.2
ME,Woodville,49.6,48.8
ME,Woolwich,53.8,44
ME,Yarmouth,60.3,38.2
ME,York,57,41.9
MI,Alcona,40.5,58.7
MI,Alger,48.1,50.6
MI,Allegan,39.8,59
MI,Alpena,46.7,52.1
MI,Antrim,38.7,60.1
MI,Arenac,46.9,51.8
MI,Baraga,45.1,53.5
MI,Barry,40.4,58.5
MI,Bay,52.5,46.5
MI,Benzie,47.6,51.5
MI,Berrien,46.3,52.8
MI,Branch,40.1,58.8
MI,Calhoun,50.3,48.7
MI,Cass,42.7,56.4
MI,Charlevoix,42.2,56.9
MI,Cheboygan,43.9,54.8
MI,Chippewa,45.6,53.2
MI,Clare,47,51.8
MI,Clinton,46.5,52.7
MI,Crawford,43.9,54.9
MI,Delta,46.2,52.8
MI,Dickinson,38.7,60.1
MI,Eaton,51,47.9
MI,Emmet,40.9,58
MI,Genesee,63.6,35.4
MI,Gladwin,45.9,53.1
MI,Gogebic,53.6,45.5
MI,Grand Traverse,43.6,55.4
MI,Gratiot,47.5,51.4
MI,Hillsdale,37.2,61.5
MI,Houghton,44.1,54.3
MI,Huron,42.1,56.9
