state,county,Obama,Romney
WI,Waukesha,32.2,67
WI,Waupaca,44.8,54.2
WI,Waushara,44.4,54.6
WI,Winnebago,51.1,47.4
WI,Wood,47.8,50.8
WV,Barbour,30.7,66.4
WV,Berkeley,38.4,59.7
WV,Boone,32.9,64.2
WV,Braxton,41.7,56.6
WV,Brooke,43.2,54.4
WV,Cabell,42.1,56
WV,Calhoun,37.1,59.7
WV,Clay,30.8,65.5
WV,Doddridge,20.8,76.9
WV,Fayette,38.4,59.4
WV,Gilmer,33.4,63.7
WV,Grant,15.6,82.6
WV,Greenbrier,36.4,61.2
WV,Hampshire,28.8,69.2
WV,Hancock,38.1,59.7
WV,Hardy,28.7,68.4
WV,Harrison,37.2,60.7
WV,Jackson,33.4,64.2
WV,Jefferson,46.9,50.9
WV,Kanawha,43.2,55.1
WV,Lewis,27.5,69.7
WV,Lincoln,32.7,64.3
WV,Logan,29.1,68.8
WV,Marion,41.6,55.9
WV,Marshall,34.5,63
WV,Mason,38.5,58.7
WV,McDowell,34,64.1
WV,Mercer,25.5,72.6
WV,Mineral,26.3,71.3
WV,Mingo,27.5,70.1
WV,Monongalia,43.9,53.5
WV,Monroe,28,69.3
WV,Morgan,33.6,64.1
WV,Nicholas,30.4,67.1
WV,Ohio,37.8,60.3
WV,Pendleton,33.1,64.7
WV,Pleasants,33.6,64.3
WV,Pocahontas,36.5,61
WV,Preston,26.3,70.7
WV,Putnam,30.6,67.8
WV,Raleigh,26.8,71.5
WV,Randolph,34.2,63.2
WV,Ritchie,20.3,77.1
WV,Roane,38.4,59.1
WV,Summers,34.2,63
WV,Taylor,32.8,65
WV,Tucker,28.1,69.3
WV,Tyler,27.1,70.6
WV,Upshur,26.2,71.7
WV,Wayne,35.3,62.3
WV,Webster,34.2,62.2
WV,Wetzel,37.8,59.4
WV,Wirt,31.1,65.7
WV,Wood,32.9,65.4
WV,Wyoming,21,76.7
