county,state,Religious2014,Civic2014,Business2014,Political2014,Professional2014,Labor2014,Bowling2014,Recreational2014,Golf2014,Sports2014,pop2014,assn2014,pvote2012,respn2010,nccs2014,sk2014
Schuylkill , PA,146,23,6,0,1,7,2,9,6,0,145546,1.374136012,0.668786783,0.79,688,-0.210569987
St. Louis , MO,582,64,64,13,16,44,19,132,30,5,1002188,0.966884457,0.691991539,0.81,6334,-0.211983208
Pulaski , VA,38,2,1,0,0,4,0,5,3,1,34312,1.573793425,0.674260518,0.82,124,-0.211983208
Shasta , CA,85,13,12,0,3,9,4,16,8,0,179747,0.834506278,0.761560333,0.76,942,-0.21339643
Tipton , IN,19,4,2,0,0,1,1,0,0,0,15429,1.74995139,0.568550255,0.81,80,-0.21410304
Rockland , NY,233,11,4,2,4,7,3,47,10,1,323323,0.995908117,0.655215917,0.74,2229,-0.21410304
Somervell , TX,8,1,1,0,0,0,0,0,0,0,8665,1.15406809,0.624867538,0.58,56,-0.214809651
Red River Parish, LA,7,0,2,0,0,0,0,0,0,0,8661,1.039140977,0.740906289,0.46,35,-0.216222872
Madison , TN,128,11,5,2,1,5,2,13,6,1,98089,1.773899214,0.62320283,0.76,357,-0.216929483
Washington , RI,61,15,14,0,2,6,4,25,19,0,126430,1.154789211,0.654873616,0.76,770,-0.218342704
King George , VA,26,0,0,0,0,0,0,3,1,0,25331,1.184319608,0.742671651,0.81,100,-0.218342704
Bacon , GA,11,0,1,0,0,0,0,0,1,0,11248,1.155761024,0.789198956,0.57,28,-0.219049315
Dent , MO,15,2,1,0,0,0,1,1,1,0,15578,1.348054949,0.686544026,0.62,63,-0.219049315
Clay , NC,14,1,1,0,0,0,0,0,1,0,10618,1.601054813,0.620750358,0.73,48,-0.219049315
Providence , RI,267,75,33,15,17,88,7,80,18,3,632025,0.954076184,0.581472779,0.71,5549,-0.219049315
Wilcox , AL,8,0,1,0,0,2,0,0,0,0,11052,0.995294969,0.69979716,0.47,58,-0.219755926
Hillsborough , NH,167,58,20,4,10,23,7,62,16,4,405339,0.915283257,0.777786602,0.76,1782,-0.219755926
Barton , MO,13,0,1,0,1,0,0,0,1,0,12019,1.33122556,0.659550046,0.73,60,-0.220462537
Mineral , WV,29,5,1,0,0,0,1,2,2,0,27603,1.44911785,0.62799337,0.65,137,-0.221169147
Meigs , OH,32,2,1,0,0,1,0,0,0,0,23326,1.543342193,0.611343784,0.79,120,-0.223288979
Wilkes , NC,90,4,3,0,0,1,0,4,3,0,68802,1.526118427,0.686103722,0.77,234,-0.224702201
Richland , SC,332,39,48,14,24,3,1,35,9,2,401591,1.262478492,0.650348765,0.77,2256,-0.225408811
Durham , NC,197,15,10,1,14,12,3,41,8,2,295323,1.025995266,0.689968919,0.75,1730,-0.226115422
King and Queen , VA,7,0,0,0,0,0,0,0,0,0,7162,0.97738062,0.733052547,0.86,38,-0.226115422
Montgomery , GA,8,0,1,0,0,0,0,0,1,0,8975,1.114206128,0.800167049,0.65,23,-0.226822033
Glasscock , TX,1,0,0,0,0,0,0,0,0,0,1291,0.774593338,0.744845361,0.54,7,-0.226822033
Gadsden , FL,37,1,3,0,0,1,0,0,2,0,46147,0.953474765,0.759459916,0.72,208,-0.227528643
Prince Edward , VA,23,1,1,0,0,0,1,1,1,0,23026,1.216016677,0.64141905,0.78,140,-0.228235254
Lee , TX,18,1,2,0,0,0,0,0,0,0,16677,1.259219284,0.642598905,0.66,93,-0.228941865
Greenbrier , WV,45,3,1,1,1,2,1,0,2,0,35460,1.579244219,0.506268307,0.59,249,-0.228941865
Morris , TX,17,0,3,0,0,1,0,0,1,0,12691,1.733511938,0.610985614,0.62,48,-0.229648476
Chippewa , MI,25,7,2,0,0,6,1,2,3,0,38320,1.200417537,0.638758926,0.58,222,-0.231768308
Scott , IA,100,20,10,0,2,15,4,26,6,2,171437,1.07911361,0.704766738,0.79,904,-0.232474918
Queen Anne's , MD,21,7,2,2,0,0,1,4,2,1,48726,0.820916964,0.776351602,0.76,236,-0.233181529
Fayette , IN,25,7,2,0,0,3,1,2,1,0,23466,1.747208728,0.514706739,0.8,149,-0.23388814
Fairfield , CT,401,87,40,5,21,52,3,212,39,3,945816,0.912439629,0.710296093,0.74,5573,-0.23459475
Perry , IN,17,4,2,0,0,0,0,2,1,0,19387,1.341104864,0.608531025,0.79,120,-0.236007972
Webster , KY,24,0,0,0,0,0,0,1,0,0,13220,1.89107413,0.588108806,0.81,51,-0.236007972
Erie , PA,187,79,12,0,3,21,9,30,21,5,278936,1.315713999,0.670728466,0.81,1361,-0.236007972
Sarasota , FL,210,45,21,1,9,10,5,51,24,0,397024,0.947046022,0.747212539,0.75,1921,-0.237421193
Wakulla , FL,21,2,2,0,0,0,0,4,2,0,31399,0.987292589,0.792389601,0.79,114,-0.237421193
Monroe , AL,30,1,1,0,0,0,0,1,1,0,21897,1.552724117,0.65026394,0.56,79,-0.238834415
Nevada , AR,7,1,2,0,0,0,0,0,1,0,8703,1.263931977,0.67883651,0.53,38,-0.238834415
Lawrence , MO,52,5,2,0,0,0,0,1,1,0,38026,1.604165571,0.654875717,0.73,136,-0.238834415
Skamania , WA,4,2,1,0,1,0,0,0,2,0,11338,0.881989769,0.787154378,0.63,45,-0.238834415
Sanborn , SD,2,0,0,0,0,0,0,0,0,0,2333,0.857265324,0.615681944,0.82,20,-0.239541025
Harmon , OK,3,0,0,0,0,0,0,0,0,0,2815,1.065719361,0.603267974,0.49,20,-0.240954247
Kane , UT,3,0,0,0,0,0,0,2,1,0,7235,0.829302004,0.739254386,0.37,35,-0.241660857
Colleton , SC,32,6,2,0,0,0,0,2,1,0,37776,1.138288861,0.715793884,0.72,170,-0.243074079
Jones , MS,93,1,1,1,1,2,0,4,3,0,68235,1.553454972,0.701535241,0.7,180,-0.243780689
Tulsa , OK,519,40,33,5,21,33,5,80,8,7,630428,1.191254196,0.656787247,0.74,3573,-0.243780689
Colbert , AL,67,4,2,0,0,15,0,6,2,0,54480,1.762114537,0.638366236,0.74,171,-0.2444873
Northampton , NC,27,1,1,0,0,0,0,1,2,0,20567,1.555890504,0.692282938,0.69,58,-0.2444873
Patrick , VA,18,0,2,0,0,0,1,0,1,0,18224,1.207199298,0.671463415,0.82,98,-0.247313743
Hamilton , TN,377,33,14,3,7,27,2,51,10,1,350800,1.496579247,0.634578389,0.75,1617,-0.248020354
Cumberland , IL,9,4,1,0,0,0,0,0,0,0,10906,1.283697047,0.668054504,0.77,54,-0.248726964
Jackson , IL,66,9,5,2,2,4,0,6,1,0,59388,1.599649761,0.566842143,0.72,334,-0.248726964
Unicoi , TN,25,2,1,0,0,2,0,2,0,0,17928,1.784917448,0.610020661,0.8,68,-0.248726964
Sabine Parish, LA,34,1,2,0,0,0,0,0,0,0,24116,1.53425112,0.662908012,0.49,77,-0.250140186
Osage , MO,12,0,0,0,0,1,1,0,1,0,13691,1.095610255,0.724350921,0.71,61,-0.250140186
Escambia , AL,49,1,2,0,0,1,0,2,1,0,37784,1.482108829,0.648467433,0.7,160,-0.250846796
Marshall , OK,21,0,2,0,0,0,0,0,1,0,16083,1.492258907,0.652284264,0.42,56,-0.257206293
Franklin , TX,9,3,2,0,0,0,0,0,0,0,10593,1.32162749,0.638901396,0.67,55,-0.257912903
Hartford , CT,446,98,66,13,37,91,11,129,30,1,896871,1.028018522,0.712142036,0.77,4636,-0.259326125
Webster , MS,12,1,1,0,0,0,0,0,0,0,9975,1.403508772,0.667857599,0.74,42,-0.259326125
Tazewell , IL,121,14,8,0,0,13,6,18,5,1,135532,1.372369625,0.683811999,0.83,565,-0.260739346
Ashtabula , OH,68,16,7,0,0,10,4,7,6,0,99138,1.190260042,0.666084051,0.78,539,-0.260739346
Wayne , OH,121,13,5,1,1,7,3,7,4,0,115742,1.399664772,0.657211254,0.82,536,-0.262152568
Laurens , SC,79,1,3,0,1,0,1,2,2,0,66498,1.338386117,0.688724494,0.73,267,-0.262152568
Callahan , TX,20,1,2,0,0,0,0,1,1,0,13520,1.849112426,0.585973616,0.71,51,-0.262152568
Burnet , TX,44,3,5,0,0,0,0,6,3,0,44441,1.372606377,0.630575161,0.73,232,-0.262859178
Reagan , TX,4,1,1,0,1,0,0,0,1,0,3746,2.135611319,0.472268908,0.62,18,-0.263565789
Delaware , OH,93,16,9,2,4,1,3,24,17,0,189237,0.893060025,0.786322813,0.84,797,-0.2642724
Orange , VA,29,2,2,0,0,0,0,3,2,0,34978,1.086397164,0.717438035,0.76,164,-0.2642724
Warren , VA,32,3,1,0,1,4,2,4,4,0,39028,1.306754125,0.675622092,0.77,178,-0.2642724
Baxter , AR,31,4,3,0,0,0,1,4,2,0,40842,1.101806963,0.700485367,0.73,202,-0.26497901
DeWitt , TX,23,5,3,0,0,0,0,0,1,0,20668,1.548287207,0.555806749,0.69,124,-0.26497901
Rowan , NC,171,8,2,0,1,5,2,10,7,2,138648,1.50020195,0.663472391,0.76,529,-0.266392232
Montgomery , MS,10,1,1,0,1,0,0,0,1,0,10327,1.355669604,0.679792871,0.71,42,-0.267805453
Lawrence , IN,51,9,4,0,0,4,1,7,1,0,45615,1.688041215,0.560598912,0.74,239,-0.268512064
Ouachita Parish, LA,148,25,11,0,4,11,1,12,4,0,156141,1.383365035,0.655134473,0.74,713,-0.268512064
Glenn , CA,17,1,3,4,0,0,1,0,1,0,28030,0.963253657,0.734412374,0.76,137,-0.270631896
Humboldt , NV,9,0,2,0,0,0,1,3,1,0,17228,0.928720687,0.758383945,0.69,75,-0.270631896
Mason , WA,23,6,3,0,1,1,1,5,3,0,60694,0.708472007,0.800584099,0.67,270,-0.270631896
Washington , AL,22,0,1,0,0,3,0,0,1,0,16863,1.601138587,0.62398807,0.53,63,-0.271338507
Chatham , GA,223,30,8,4,6,22,2,25,8,1,282989,1.162589359,0.722145402,0.73,1154,-0.271338507
Wayne , MO,14,2,1,0,0,0,1,0,1,0,13415,1.416325009,0.614063339,0.49,65,-0.272045117
Campbell , VA,70,3,3,0,0,0,0,7,1,0,55101,1.52447324,0.707488987,0.8,148,-0.272045117
Jackson , IN,40,11,3,0,1,0,1,3,4,0,43803,1.438257654,0.568822328,0.8,282,-0.272751728
La Salle , IL,80,17,9,0,0,15,5,11,8,0,112001,1.294631298,0.660364703,0.78,555,-0.273458339
Orleans Parish, LA,220,58,22,1,15,27,1,35,5,1,384360,1.001665106,0.630611299,0.45,2502,-0.274164949
Chester , PA,310,42,25,4,7,6,5,73,31,0,513291,0.979950944,0.745875047,0.82,2374,-0.27487156
Wright , MO,19,2,1,0,0,0,1,2,1,0,18303,1.420532153,0.605403349,0.66,98,-0.275578171
Howard , IN,101,9,3,0,0,10,3,6,3,0,82693,1.632544472,0.582419875,0.81,422,-0.276284781
Gooding , ID,8,1,0,0,0,1,1,1,2,0,15115,0.92623222,0.752425757,0.77,70,-0.276991392
Ottawa , MI,250,14,10,0,1,16,6,25,11,0,276598,1.20391326,0.713949623,0.85,1182,-0.276991392
Greene , PA,35,15,2,0,0,3,1,0,2,0,37805,1.534188599,0.638220889,0.76,158,-0.276991392
Quitman , MS,6,0,1,0,0,0,0,0,1,0,7676,1.042209484,0.705746719,0.55,36,-0.277698003
Suffolk city, VA,91,4,1,0,0,1,0,5,5,0,86944,1.230677218,0.724626332,0.79,326,-0.277698003
Pickens , AL,22,0,0,0,0,1,0,1,2,0,20339,1.278332268,0.702109027,0.57,73,-0.278404613
Colusa , CA,13,0,1,0,0,0,0,1,2,0,21351,0.796215634,0.777076626,0.71,98,-0.278404613
Dakota , MN,177,35,18,5,13,19,7,51,16,3,412182,0.834582781,0.82518295,0.84,1444,-0.279111224
Franklin , IL,39,8,2,0,0,5,1,4,2,0,39514,1.543756643,0.598629908,0.8,203,-0.279817835
Columbia , PA,59,21,1,0,0,2,1,7,4,0,66969,1.4185668,0.642373646,0.75,311,-0.279817835
Archer , TX,8,2,0,0,0,0,0,0,1,0,8808,1.248864668,0.658652325,0.68,44,-0.279817835
Summit , UT,10,4,3,1,1,0,1,11,3,0,39136,0.868765331,0.668424875,0.55,253,-0.280524446
Webster , GA,2,0,1,0,0,0,0,0,0,0,2650,1.132075472,0.764327109,0.47,7,-0.281231056
Genesee , NY,48,12,2,0,0,3,3,6,5,1,59099,1.353660806,0.656131513,0.82,283,-0.281231056
Crawford , KS,38,3,4,0,0,1,1,2,1,0,39374,1.269873521,0.62694018,0.73,225,-0.28476411
Logan , KY,39,0,2,0,1,2,0,0,2,0,26882,1.711182204,0.617037515,0.8,102,-0.286177331
Brooks , GA,12,2,1,0,0,0,0,0,2,0,15421,1.102392841,0.726430342,0.58,60,-0.287590552
Fayette , KY,193,37,31,5,21,16,3,48,8,1,311399,1.165707019,0.641064689,0.75,1849,-0.288297163
Lafayette , MS,43,8,4,0,0,0,0,10,1,0,52220,1.26388357,0.690613603,0.68,214,-0.289710385
Franklin , MO,97,15,9,0,0,4,4,8,6,0,101999,1.401974529,0.671313912,0.78,412,-0.290416995
Montgomery , IN,35,9,2,0,0,2,1,1,3,0,38060,1.392538098,0.596127647,0.77,223,-0.291123606
Boyd , KY,57,7,2,0,1,13,1,3,3,0,48709,1.786117555,0.521919009,0.76,271,-0.291123606
Washington , MN,102,21,9,0,7,3,3,36,18,1,249320,0.802181935,0.82126472,0.86,932,-0.291123606
Webster Parish, LA,45,1,2,1,0,0,0,0,2,0,40276,1.266262787,0.698078162,0.66,155,-0.292536827
Caddo , OK,42,1,1,0,0,0,0,0,0,0,29372,1.49802533,0.621079223,0.55,125,-0.292536827
Eaton , MI,69,7,16,0,11,6,1,6,5,0,108706,1.113094033,0.679018925,0.82,589,-0.293950049
Duval , FL,556,61,15,4,19,56,7,80,18,5,899353,0.91287848,0.739029791,0.72,4333,-0.294656659
Richmond , NC,59,0,2,0,0,2,1,3,2,0,45700,1.509846827,0.625971179,0.69,199,-0.294656659
Washington , GA,17,0,2,0,1,1,0,0,1,0,20608,1.067546584,0.750575202,0.75,78,-0.297483102
Kent , MI,506,75,24,5,10,33,12,69,29,3,630225,1.215438931,0.672045601,0.82,3168,-0.298189713
Putnam , IN,32,10,3,0,1,1,2,0,2,0,37660,1.354221986,0.584019595,0.78,238,-0.298896324
Tuscola , MI,55,5,4,0,2,1,3,4,7,0,53993,1.50019447,0.622096222,0.85,259,-0.298896324
Greene , NY,25,6,2,0,1,1,1,6,6,0,47919,1.001690352,0.639183547,0.5,300,-0.299602934
Washington , VA,53,2,1,0,1,2,0,2,3,0,54663,1.170810237,0.69784917,0.79,250,-0.299602934
Baker , FL,21,1,1,0,0,1,0,3,0,0,27135,0.995024876,0.811652149,0.61,65,-0.301016156
Tift , GA,38,1,5,0,1,0,1,5,1,0,40619,1.280189074,0.689626145,0.73,165,-0.302429377
Douglas , NV,20,1,3,0,0,0,0,6,5,0,47519,0.736547486,0.769900791,0.73,236,-0.303135988
Grant , AR,17,0,2,0,0,2,0,1,1,0,18115,1.269666023,0.727813974,0.65,55,-0.303842598
Searcy , AR,5,0,1,0,0,0,0,0,0,0,7916,0.757958565,0.681801403,0.54,52,-0.303842598
Sherburne , MN,42,14,3,0,0,2,1,9,4,0,91208,0.82229629,0.818964606,0.84,326,-0.303842598
Ottawa , OK,43,3,1,0,1,1,0,1,0,0,32083,1.55845775,0.606088225,0.63,141,-0.304549209
Boone , MO,113,24,11,5,8,6,1,30,5,1,173019,1.179061259,0.633657521,0.77,1036,-0.30525582
Rockingham , NC,105,5,5,0,1,2,1,8,8,0,91821,1.470251903,0.68999491,0.79,291,-0.305962431
Morris , NJ,246,39,23,3,22,27,6,118,19,4,499236,1.015551763,0.693918021,0.8,2722,-0.306669041
Clinton , MO,16,2,0,0,0,1,0,1,2,0,20259,1.085937114,0.685029524,0.77,106,-0.308082263
Baltimore , MD,384,59,31,10,19,35,11,114,15,2,827794,0.821460412,0.753571844,0.78,4127,-0.308788873
Hardin , TN,28,2,1,0,0,2,1,4,3,0,25843,1.586503115,0.638149094,0.76,96,-0.310202095
Henry , IN,51,6,2,0,0,2,1,5,5,0,49072,1.467231823,0.621489063,0.79,235,-0.310908705
Wayne , PA,44,2,4,0,1,0,1,4,5,0,51436,1.185939809,0.663259355,0.52,242,-0.310908705
Brunswick , VA,16,0,0,0,0,0,0,1,1,0,16787,1.072258295,0.713385407,0.76,77,-0.311615316
Costilla , CO,2,0,0,0,0,0,0,0,0,0,3552,0.563063063,0.67611336,0.37,26,-0.312321927
Trumbull , OH,163,22,8,2,3,23,7,20,21,2,205255,1.320308884,0.671390383,0.79,894,-0.312321927
Etowah , AL,132,5,5,0,1,11,1,9,4,0,103452,1.623941538,0.646062903,0.76,343,-0.313028537
Boone , IN,46,10,4,1,0,0,1,9,8,0,61805,1.278213737,0.650263744,0.84,320,-0.313028537
Hyde , NC,4,0,1,0,0,0,0,0,0,0,5661,0.883236177,0.647554348,0.73,40,-0.313028537
East Carroll Parish, LA,6,0,1,0,0,0,0,0,1,0,7466,1.071524243,0.72425009,0.68,31,-0.313735148
Bradford , PA,54,21,4,2,0,0,2,3,1,0,61673,1.410665932,0.578562608,0.68,362,-0.313735148
Missaukee , MI,15,2,1,0,0,0,0,1,1,0,14988,1.334400854,0.646398675,0.6,67,-0.31585498
Sussex , DE,143,21,11,0,0,4,3,30,16,1,210848,1.086090454,0.693049361,0.6,979,-0.316561591
Putnam , FL,58,6,3,0,0,4,1,6,0,0,72040,1.082731816,0.718753585,0.7,306,-0.317268202
Accomack , VA,26,4,4,0,0,1,0,2,2,0,32998,1.181889812,0.675348172,0.71,158,-0.317268202
Columbia , FL,47,6,3,0,0,0,1,6,2,0,67923,0.956965976,0.764315259,0.6,245,-0.317974812
Santa Cruz , CA,100,22,16,2,7,6,1,38,6,0,271401,0.729547791,0.757582448,0.74,1418,-0.319388034
Posey , IN,22,5,1,0,0,0,1,2,1,0,25520,1.253918495,0.642290517,0.82,138,-0.320801255
Lancaster , SC,95,4,2,1,1,0,1,6,2,0,83120,1.347449471,0.698606749,0.8,294,-0.320801255
Cattaraugus , NY,69,24,3,0,0,5,2,5,6,0,78638,1.449680816,0.589994648,0.71,425,-0.322214477
Licking , OH,111,20,6,0,0,5,3,16,19,0,169407,1.062529884,0.723260939,0.78,742,-0.322214477
Northumberland , PA,94,28,1,0,3,6,2,4,4,0,93770,1.514343607,0.604096184,0.75,451,-0.322921087
Buena Vista city, VA,9,0,0,0,0,1,0,1,0,0,6583,1.670970682,0.601428571,0.77,27,-0.322921087
Lake , MI,12,3,0,0,0,0,1,0,1,0,11345,1.49845747,0.587183474,0.28,49,-0.32574753
Catawba , NC,191,7,4,0,1,3,3,10,7,0,154618,1.461666818,0.665452425,0.79,570,-0.32574753
Florence , SC,129,11,5,0,1,9,0,8,5,0,138988,1.208737445,0.697081999,0.73,573,-0.32574753
Washington , FL,23,0,2,0,0,1,0,0,1,0,24435,1.104972376,0.749863649,0.75,84,-0.326454141
Hardin , IL,6,0,0,0,0,0,0,0,0,0,4219,1.422137947,0.660430839,0.57,15,-0.326454141
Wayne , GA,38,3,2,0,0,1,0,1,1,0,29950,1.535893155,0.703934741,0.74,68,-0.327160751
Gallia , OH,29,3,1,0,0,3,0,0,1,0,30326,1.220075183,0.565482872,0.76,220,-0.327160751
Caddo Parish, LA,219,23,13,1,4,21,1,27,7,0,252702,1.250484761,0.657986919,0.72,1213,-0.328573973
Lake , OH,122,30,6,0,4,9,5,21,7,1,229220,0.894337318,0.769460222,0.81,957,-0.328573973
Augusta , VA,86,4,1,0,0,3,0,4,1,1,74159,1.348453997,0.736466831,0.81,193,-0.328573973
Strafford , NH,55,20,6,1,3,5,0,12,6,0,126191,0.855845504,0.767631071,0.77,547,-0.329280583
Kenosha , WI,76,13,3,1,1,7,3,13,6,1,168215,0.737151859,0.842580538,0.78,535,-0.329280583
Grant , WA,58,11,5,0,0,1,1,6,7,0,92838,0.95865917,0.755034385,0.69,365,-0.329987194
Esmeralda , NV,0,0,0,0,0,0,0,0,0,0,825,0,0.741056218,0.32,7,-0.330693805
Franklin , AR,17,1,3,0,0,0,0,0,1,0,17766,1.238320387,0.704741379,0.63,63,-0.332107026
Edgecombe , NC,63,2,1,0,0,1,0,2,2,0,54898,1.293307589,0.675922213,0.75,230,-0.332107026
Lassen , CA,11,3,4,0,0,0,0,4,0,0,31732,0.693306441,0.756050955,0.67,166,-0.332813637
Perquimans , NC,15,1,0,0,0,0,0,0,0,0,13462,1.188530679,0.666867168,0.8,68,-0.332813637
Concordia Parish, LA,24,1,2,0,0,0,0,1,1,0,20398,1.421708011,0.67100651,0.53,65,-0.333520248
Denver , CO,314,90,88,19,41,40,4,101,7,7,663963,1.070842803,0.624101944,0.75,4359,-0.334933469
Talbot , GA,3,0,2,0,0,0,0,0,0,0,6377,0.784067743,0.769451179,0.5,26,-0.334933469
Douglas , NE,299,61,25,14,11,49,7,85,15,1,543985,1.042308152,0.684593161,0.78,2896,-0.33634669
Henry , VA,68,3,0,0,0,2,1,5,3,0,52153,1.572296896,0.689109731,0.8,130,-0.338466522
Butler , AL,19,0,0,0,0,1,0,1,3,0,20276,1.183665417,0.704478055,0.56,74,-0.339173133
Penobscot , ME,89,26,9,3,1,10,4,11,11,0,153535,1.068160354,0.670651514,0.72,827,-0.339173133
Montgomery , OH,349,58,21,2,14,46,9,67,12,3,532515,1.091049078,0.69360208,0.77,2564,-0.339879744
Pontotoc , OK,46,4,1,0,0,2,0,3,1,0,38174,1.493162886,0.610763691,0.57,164,-0.339879744
Jefferson , IN,27,9,1,0,0,1,1,2,1,0,32529,1.291155584,0.595229458,0.77,199,-0.340586355
Anchorage Municipality, AK,153,44,23,19,17,37,3,41,1,3,300357,1.135315641,0.602200041,0.73,2004,-0.341999576
Watauga , NC,52,5,4,0,1,0,1,6,4,0,52388,1.393448881,0.617475122,0.71,258,-0.341999576
Spartanburg , SC,321,15,6,1,4,4,3,33,8,0,293536,1.34566118,0.685545693,0.72,1047,-0.342706187
Tioga , NY,39,9,2,0,0,1,3,3,10,0,49930,1.34187863,0.649019962,0.84,234,-0.345532629
Lowndes , GA,83,7,5,0,0,7,1,9,3,0,113563,1.012653769,0.764424392,0.73,388,-0.34623924
Baltimore city, MD,422,48,12,12,16,42,1,44,5,2,623711,0.968397222,0.655616572,0.68,3824,-0.347652461
Portsmouth city, VA,93,4,2,0,1,2,1,5,3,1,95955,1.167213798,0.707068841,0.75,385,-0.347652461
Washington , NE,14,0,1,0,0,0,0,1,1,0,20265,0.838884777,0.728060826,0.83,109,-0.348359072
Clay , IN,32,5,3,0,0,1,1,0,1,0,26483,1.623683117,0.56434141,0.78,135,-0.349772294
Marion , WV,68,11,3,0,0,12,1,3,4,0,56859,1.793911254,0.512361527,0.68,298,-0.351185515
Calhoun , AL,133,11,5,1,0,6,1,7,6,0,115993,1.465605683,0.661464055,0.75,409,-0.351892126
Screven , GA,11,0,3,0,0,0,0,0,1,0,14074,1.065795083,0.726536446,0.68,55,-0.351892126
Sampson , NC,84,1,1,0,0,0,0,5,4,0,64010,1.484143103,0.689206625,0.71,172,-0.351892126
Butte , ID,1,0,0,0,0,0,0,0,0,0,2612,0.382848392,0.714444444,0.64,20,-0.352598736
Yavapai , AZ,130,22,11,2,2,1,2,25,8,1,218852,0.932136787,0.694394051,0.66,1164,-0.353305347
Nash , NC,94,2,5,0,1,1,1,5,5,0,94249,1.209561905,0.711047245,0.77,349,-0.354011958
Quitman , GA,1,0,0,0,0,0,0,0,0,0,2303,0.43421624,0.776324845,0.3,12,-0.354718568
Richmond , GA,148,22,5,1,2,14,2,10,7,2,201149,1.058916525,0.724847729,0.72,815,-0.354718568
Washington , OR,224,26,26,6,13,14,7,73,13,7,563273,0.72611327,0.810512386,0.79,2180,-0.35613179
Hocking , OH,18,6,1,0,0,1,1,1,1,0,28700,1.010452962,0.694229301,0.77,147,-0.356838401
Houston , TX,22,3,2,0,0,0,0,1,1,0,22731,1.27579077,0.618012189,0.61,119,-0.356838401
El Dorado , CA,55,14,12,0,2,2,1,20,7,0,183050,0.617317673,0.802411555,0.65,792,-0.358958233
Maury , TN,74,3,4,0,0,4,0,6,4,0,85598,1.109839015,0.720969856,0.79,342,-0.358958233
Red River , TX,12,1,2,0,0,0,0,0,1,0,12472,1.282873637,0.651347882,0.62,55,-0.358958233
Madison , GA,32,0,1,0,0,0,0,0,0,0,28388,1.162463013,0.779611037,0.81,67,-0.359664843
Grundy , IL,29,7,1,0,1,0,2,6,2,0,50433,0.951757778,0.689292667,0.82,284,-0.359664843
Union Parish, LA,27,0,2,0,0,0,0,1,2,0,22481,1.423424225,0.680315956,0.64,68,-0.360371454
Fremont , ID,6,1,0,0,0,0,0,1,2,0,12870,0.777000777,0.770722635,0.44,49,-0.361784675
Albemarle , VA,75,8,3,0,6,0,1,14,4,0,104351,1.063717645,0.722517089,0.79,436,-0.362491286
DuPage , IL,425,51,65,13,37,68,16,141,19,2,933769,0.896367303,0.715298956,0.82,4929,-0.363197897
Refugio , TX,8,0,2,0,0,0,0,0,1,0,7302,1.506436593,0.518296225,0.58,46,-0.36602434
Chambers , AL,59,1,1,0,0,0,1,0,1,0,34052,1.850111594,0.598005151,0.74,100,-0.36673095
Grand , UT,5,1,1,0,0,0,1,1,1,0,9451,1.058089091,0.571718049,0.71,72,-0.36673095
Ritchie , WV,9,1,0,0,0,1,0,1,2,0,10009,1.398741133,0.53222862,0.52,64,-0.368144172
Ross , OH,55,14,1,0,1,7,1,3,5,1,77115,1.141152824,0.643486631,0.77,430,-0.370264004
Bedford , VA,59,4,0,0,1,1,0,4,6,0,77095,0.972825734,0.758343296,0.82,294,-0.370264004
Tallapoosa , AL,53,1,1,0,0,0,1,1,2,0,41112,1.435104106,0.681303986,0.66,120,-0.370970614
Toombs , GA,26,0,2,1,1,0,1,1,0,0,27193,1.176773434,0.716015326,0.71,96,-0.371677225
Otsego , MI,13,3,4,0,0,2,1,3,5,0,24148,1.283750207,0.594295167,0.61,137,-0.371677225
Hancock , KY,11,0,0,0,0,2,0,0,1,0,8720,1.605504587,0.641726172,0.84,29,-0.374503668
Poquoson city, VA,7,0,0,0,0,0,0,1,0,0,12034,0.664783115,0.786932447,0.84,57,-0.375916889
White , IN,22,5,2,0,0,0,1,0,2,0,24408,1.311045559,0.564820624,0.72,157,-0.3766235
Escambia , FL,198,23,9,1,2,19,2,24,3,2,309034,0.915756842,0.748969865,0.74,1276,-0.377330111
Dunklin , MO,46,6,2,0,0,0,1,2,2,0,31356,1.881617553,0.557148088,0.67,111,-0.378036721
Madison , NY,43,9,1,2,1,2,3,5,9,0,72257,1.03796172,0.633861288,0.75,452,-0.378036721
Churchill , NV,10,3,4,0,0,1,1,5,0,0,24046,0.998087,0.735420547,0.81,100,-0.378743332
Rich , UT,0,0,0,0,0,0,0,0,1,0,2293,0.4361099,0.764616553,0.25,12,-0.379449943
Giles , VA,16,2,1,0,0,0,0,0,1,0,16786,1.191469081,0.655962507,0.82,85,-0.379449943
Halifax , NC,55,1,2,0,1,1,0,1,3,0,53019,1.207114431,0.683250806,0.75,221,-0.382982996
Franklin , VA,44,3,1,0,0,1,1,7,4,0,56233,1.084772287,0.745484997,0.8,192,-0.384396218
Hardeman , TN,38,0,2,0,0,0,0,3,1,0,25941,1.696156663,0.627268357,0.76,77,-0.385809439
Carroll , IN,22,1,3,0,0,1,0,2,0,0,19904,1.456993569,0.567834812,0.81,114,-0.38651605
Stephens , TX,8,1,2,0,0,0,0,0,1,0,9375,1.28,0.616106898,0.73,50,-0.38651605
Reno , KS,76,7,5,0,1,6,0,4,2,0,63781,1.583543689,0.587194345,0.8,292,-0.387929271
St. James Parish, LA,14,0,2,0,0,1,0,3,0,0,21568,0.927299703,0.783848732,0.57,61,-0.387929271
