county,state,Religious2014,Civic2014,Business2014,Political2014,Professional2014,Labor2014,Bowling2014,Recreational2014,Golf2014,Sports2014,pop2014,assn2014,pvote2012,respn2010,nccs2014,sk2014
Saline , MO,26,0,2,0,0,0,1,2,0,0,23360,1.327054795,0.576054645,0.71,140,-0.387929271
Macon , GA,14,0,1,0,0,0,0,0,1,0,13818,1.157909972,0.740551425,0.58,37,-0.388635882
Marion , IN,624,146,78,11,52,63,7,86,29,8,934531,1.181341229,0.560491784,0.75,6730,-0.388635882
Surry , NC,84,3,3,0,1,1,1,7,7,0,72980,1.466155111,0.656932679,0.8,257,-0.388635882
Calhoun , AR,7,0,1,0,0,0,0,0,0,0,5188,1.542020046,0.598898072,0.48,20,-0.389342492
Harford , MD,127,17,7,1,4,5,2,26,7,1,249949,0.788160785,0.793118753,0.81,952,-0.390049103
Montezuma , CO,18,3,4,0,1,0,1,0,0,0,25799,1.046552192,0.633772381,0.63,152,-0.391462325
Hall , NE,40,16,7,0,0,5,3,7,5,0,61509,1.349396023,0.631721941,0.8,290,-0.391462325
Wayne , NC,136,8,3,0,1,2,1,11,3,0,124502,1.325279915,0.6854519,0.75,430,-0.391462325
Greenville , SC,461,25,19,1,5,4,2,66,25,3,482577,1.266119189,0.67445311,0.78,1969,-0.392168935
Weakley , TN,50,4,1,0,0,1,0,0,2,0,34142,1.698787417,0.580974806,0.77,138,-0.392168935
Glascock , GA,2,0,1,0,0,0,0,0,0,0,3046,0.984898227,0.718211207,0.83,14,-0.392875546
Greensville , VA,4,0,0,0,0,1,0,0,1,0,11539,0.519975734,0.722181498,0.76,78,-0.394995378
Lee , SC,13,2,0,0,0,1,0,0,1,0,18379,0.924968714,0.736724566,0.73,78,-0.395701989
Stark , ND,21,6,2,1,0,0,1,4,2,0,30490,1.213512627,0.595082383,0.84,193,-0.399235042
Somerset , ME,26,9,6,0,1,8,1,2,3,0,51260,1.092469762,0.659070967,0.58,251,-0.399941653
Essex , MA,328,103,35,12,9,41,8,117,39,0,770486,0.898134424,0.7309947,0.74,3479,-0.400648264
Ozark , MO,9,1,0,0,0,0,0,0,1,0,9473,1.161194975,0.635144773,0.56,48,-0.400648264
Scott , MO,43,7,2,0,0,1,1,3,1,0,38856,1.492690961,0.625262074,0.76,155,-0.400648264
Highlands , FL,80,15,4,0,1,0,1,6,9,0,98104,1.182418658,0.683742509,0.75,410,-0.401354874
Mercer , KY,26,1,1,0,0,2,0,2,2,0,21388,1.589676454,0.602546226,0.76,86,-0.401354874
Levy , FL,25,5,3,0,1,0,0,1,1,0,39508,0.911207857,0.734403066,0.69,168,-0.402061485
Burke , GA,17,0,2,0,0,2,0,0,2,0,22714,1.012591353,0.756420173,0.72,74,-0.402768096
Cass , IL,14,1,1,0,0,1,0,1,0,0,13082,1.375936401,0.517729741,0.78,94,-0.403474706
Gloucester , VA,24,1,2,0,1,0,1,6,1,0,37181,0.968236465,0.733417009,0.8,156,-0.403474706
Douglas , MO,13,1,2,0,0,0,0,0,1,1,13544,1.329001772,0.640582259,0.64,57,-0.404181317
Wexford , MI,24,4,1,0,0,2,1,7,5,1,32922,1.366867141,0.598452798,0.7,169,-0.404887928
Tensas Parish, LA,3,0,0,0,0,0,0,0,1,0,4802,0.832986256,0.68037745,0.44,26,-0.406301149
Washington , MS,59,5,4,0,1,0,0,3,2,0,49135,1.506054747,0.585901513,0.65,226,-0.406301149
Sullivan , NY,56,9,2,1,2,3,3,5,5,0,75770,1.135013858,0.582979422,0.43,466,-0.406301149
Oceana , MI,23,1,2,0,0,1,1,1,5,0,26174,1.298999007,0.593387231,0.6,141,-0.40771437
Shelby , TX,27,0,1,1,0,0,0,2,1,0,25581,1.250928423,0.645304789,0.61,113,-0.40771437
Independence , AR,36,5,4,0,0,0,0,1,1,1,37061,1.29516203,0.639812139,0.69,166,-0.408420981
Charleston , SC,270,40,21,3,7,18,5,55,10,1,380338,1.130573332,0.663138556,0.73,1848,-0.408420981
Culpeper , VA,35,4,4,0,1,0,1,5,2,0,49117,1.058696582,0.679315676,0.76,241,-0.408420981
Dixie , FL,15,2,0,0,0,0,0,0,0,0,15897,1.069384161,0.678560954,0.44,67,-0.409127592
Jasper , TX,40,1,3,0,0,2,0,1,1,0,35583,1.348958772,0.607970134,0.55,166,-0.409834203
Oglethorpe , GA,9,1,2,0,0,0,0,1,1,0,14680,0.953678474,0.818822608,0.76,31,-0.410540813
Pittsylvania , VA,74,2,1,1,1,0,0,0,4,0,62546,1.327023311,0.714308996,0.8,172,-0.410540813
Tyler , WV,9,2,0,0,0,1,0,1,1,0,9079,1.542020046,0.531873479,0.62,51,-0.410540813
Midland , MI,56,6,3,6,1,6,1,12,2,0,83479,1.114052636,0.633029609,0.85,492,-0.411247424
Panola , TX,20,2,3,0,0,0,0,0,1,0,23839,1.090649776,0.643882175,0.64,127,-0.411247424
Arenac , MI,9,2,1,0,0,1,0,1,3,0,15326,1.109226152,0.637220642,0.72,85,-0.411954035
DeKalb , IL,59,9,5,1,4,3,3,9,5,0,104693,0.936070224,0.709522576,0.77,504,-0.414073867
Rockdale , GA,58,3,3,0,2,1,1,7,3,0,87681,0.889588394,0.75153919,0.73,347,-0.416193699
Pasquotank , NC,39,10,2,0,0,3,1,2,1,0,39628,1.463611588,0.615779629,0.76,169,-0.418313531
Caswell , NC,34,0,1,0,0,0,0,0,1,0,22956,1.568217459,0.689205219,0.8,47,-0.419020142
Harris , GA,29,0,2,0,0,1,0,2,1,0,32873,1.064703556,0.764537467,0.74,90,-0.419726752
Peach , GA,16,1,2,0,0,0,0,3,1,0,26828,0.857313255,0.728031357,0.71,124,-0.420433363
Ashe , NC,29,1,1,0,0,0,0,1,2,0,27101,1.254566252,0.660970752,0.77,116,-0.420433363
Yancey , NC,16,1,1,0,0,0,0,1,2,0,17586,1.194131696,0.645119454,0.73,86,-0.420433363
Decatur , IA,5,0,1,0,0,0,0,0,2,0,8257,0.968874894,0.646592443,0.69,49,-0.421846584
Woodward , OK,24,3,1,0,0,0,1,0,1,0,21485,1.396323016,0.619464379,0.63,91,-0.422553195
Marion , SC,30,2,1,0,0,1,0,1,1,0,31941,1.12707805,0.692130057,0.7,129,-0.423259806
DeKalb , IN,39,10,1,0,0,4,3,5,2,0,42508,1.505598946,0.562394517,0.81,229,-0.423966416
Taylor , KY,37,0,1,0,0,1,1,2,1,0,25120,1.711783439,0.626573587,0.83,71,-0.423966416
Wyoming , PA,18,3,1,0,1,0,1,0,4,0,28143,0.994918808,0.688032454,0.69,135,-0.423966416
Livingston , NY,51,5,1,0,0,1,1,8,7,0,64763,1.142627735,0.655709597,0.82,328,-0.424673027
Chatham , NC,50,1,3,0,1,1,0,6,6,0,68609,0.991123614,0.759571275,0.81,230,-0.424673027
Caroline , VA,30,1,0,0,0,0,0,2,3,0,29795,1.208256419,0.719472991,0.78,93,-0.424673027
Kootenai , ID,68,9,8,0,2,6,2,17,13,2,147245,0.862508065,0.74433041,0.77,633,-0.425379638
Texas , OK,26,2,1,1,0,0,0,2,0,0,21757,1.47079101,0.587900934,0.59,98,-0.425379638
Garvin , OK,37,0,3,0,0,0,0,1,0,0,27531,1.489230322,0.613731961,0.62,106,-0.426086249
Howell , MO,41,3,3,0,0,1,1,6,1,0,40116,1.39595174,0.609902616,0.75,188,-0.426792859
Bristol , RI,25,8,4,0,0,2,1,5,3,1,49047,0.999041735,0.654084716,0.79,283,-0.42749947
Clarke , GA,80,12,3,5,2,3,1,18,1,0,120814,1.034648302,0.669830418,0.73,614,-0.428206081
Highland , OH,39,7,1,0,1,2,1,3,1,0,43115,1.275658124,0.622997172,0.75,215,-0.428912691
Union , MS,41,1,1,0,0,0,0,1,1,0,28168,1.597557512,0.638411414,0.77,84,-0.429619302
Jefferson , KS,20,3,1,0,0,0,0,0,2,0,18854,1.379017715,0.617477075,0.77,87,-0.430325913
Holmes , MS,14,0,0,0,0,0,0,0,0,0,18508,0.756429652,0.73053327,0.55,87,-0.430325913
Kankakee , IL,73,7,4,1,2,12,2,10,9,0,111473,1.076493859,0.70703477,0.77,451,-0.431032523
Bergen , NJ,504,47,36,8,25,66,8,187,16,1,932836,0.962655815,0.698929138,0.76,4486,-0.431032523
Hardy , WV,8,3,2,0,0,0,1,0,2,0,13956,1.146460304,0.587967702,0.56,85,-0.431032523
Parmer , TX,13,1,1,0,0,0,0,1,1,0,9881,1.720473636,0.569707785,0.66,37,-0.431739134
Lee , AR,11,0,2,0,0,0,0,0,1,0,9787,1.430468989,0.648484848,0.51,30,-0.432445745
Montgomery , VA,75,5,6,0,0,4,1,12,4,0,97369,1.098912385,0.662108271,0.79,490,-0.432445745
Adams , PA,74,20,3,0,1,2,2,3,9,0,101787,1.119985853,0.694240958,0.82,429,-0.433152355
Riley , KS,53,12,10,1,0,4,1,5,4,0,74675,1.205222631,0.609415162,0.76,423,-0.434565577
Anne Arundel , MD,223,51,38,10,23,25,9,77,12,2,560286,0.838857298,0.751426409,0.78,2360,-0.435978798
Schuyler , NY,12,3,2,0,0,0,0,2,1,0,18301,1.092836457,0.632502523,0.84,107,-0.436685409
Gaston , NC,260,10,7,1,2,5,3,18,4,1,211040,1.473654284,0.664270927,0.78,630,-0.43739202
Granville , NC,68,1,1,0,0,1,0,3,2,0,58357,1.302328769,0.714596535,0.78,156,-0.43739202
Sumter , SC,99,7,3,0,1,1,1,4,4,0,107940,1.111728738,0.703301768,0.75,418,-0.43739202
Henry , TN,40,8,3,0,0,2,0,2,3,0,32261,1.797836397,0.528304234,0.77,146,-0.43739202
Clinton , MI,42,6,2,0,1,2,3,5,6,0,77353,0.866159037,0.709019282,0.85,403,-0.43809863
Ballard , KY,11,0,1,0,0,1,0,0,1,0,8213,1.704614635,0.638210716,0.8,20,-0.439511852
Madison , AR,9,1,1,0,0,0,0,0,2,0,15722,0.826866811,0.740891145,0.6,65,-0.440218462
Falls , TX,19,2,2,1,0,0,0,0,1,0,17176,1.455519329,0.559168553,0.59,89,-0.440218462
Walton , FL,44,1,2,0,0,0,0,7,3,0,61559,0.925940967,0.742650125,0.72,235,-0.440925073
Pettis , MO,33,8,2,0,0,1,1,4,1,0,42213,1.184469239,0.662897063,0.78,190,-0.440925073
Polk , GA,36,2,2,0,0,3,0,4,4,0,41042,1.242629501,0.706688824,0.73,125,-0.441631684
Tillman , OK,9,0,2,0,0,0,0,0,0,0,7613,1.444896887,0.57091901,0.61,38,-0.441631684
Morgan , AL,114,9,3,1,2,6,2,9,4,0,119656,1.253593635,0.698395888,0.75,386,-0.442338294
Jefferson , CO,245,34,19,10,14,14,10,77,7,0,559042,0.769172978,0.750588184,0.81,2582,-0.442338294
Dearborn , IN,38,8,3,0,0,4,1,5,4,0,49423,1.274710155,0.597290871,0.83,281,-0.443044905
Calvert , MD,44,7,2,0,0,3,1,4,2,0,90562,0.695656015,0.779984371,0.8,387,-0.443044905
Teton , ID,2,0,1,1,0,0,0,2,2,0,10307,0.776171534,0.711499135,0.73,55,-0.444458127
Fremont , CO,34,6,1,0,0,1,1,4,3,0,46381,1.078027641,0.630882853,0.7,261,-0.445164737
Meriwether , GA,21,0,2,0,0,1,0,0,1,0,21203,1.179078432,0.715366795,0.76,68,-0.445871348
White , GA,23,2,3,0,0,0,0,0,1,0,27942,1.037864147,0.731737947,0.76,99,-0.446577959
Pleasants , WV,8,4,0,0,0,1,0,0,0,0,7713,1.685466096,0.544461479,0.77,36,-0.446577959
Miami , IN,38,7,2,0,0,5,1,1,2,0,35983,1.55629047,0.563039648,0.77,176,-0.447284569
Fairfax , VA,479,70,89,21,74,20,6,150,25,2,1139045,0.82174102,0.717141498,0.78,5754,-0.447284569
New London , CT,136,37,10,0,4,22,3,29,11,2,272743,0.93127963,0.685118718,0.76,1419,-0.44799118
Hartley , TX,8,0,0,0,0,0,0,2,1,0,6119,1.797679359,0.668180231,0.7,6,-0.448697791
Caribou , ID,0,1,1,0,0,0,1,0,1,0,6815,0.586940572,0.739699467,0.71,38,-0.450111012
Grant , WV,13,2,0,0,0,0,1,0,0,0,11719,1.365304207,0.565614208,0.6,64,-0.450111012
Dallas , IA,37,2,8,3,0,0,2,11,4,0,77516,0.864337685,0.770518315,0.78,274,-0.451524234
Creek , OK,68,5,2,0,0,0,1,1,4,1,70657,1.160536111,0.668475618,0.67,297,-0.451524234
Stone , MO,27,2,2,0,0,0,1,3,0,0,31101,1.125365744,0.681998549,0.54,118,-0.452230844
Bladen , NC,40,0,2,0,0,1,0,1,1,0,34542,1.302761855,0.69233773,0.69,101,-0.453644066
Jasper , MS,16,0,1,0,0,0,0,0,1,0,16546,1.087876224,0.730543606,0.55,47,-0.454350676
Jasper , MO,122,9,6,2,1,7,3,8,4,0,117566,1.377949407,0.577732918,0.76,635,-0.455057287
Anderson , SC,225,5,5,1,0,2,1,17,9,0,192836,1.37422473,0.668580105,0.77,632,-0.455057287
Snohomish , WA,343,55,22,9,9,38,6,73,16,0,759417,0.75189257,0.793775752,0.77,2673,-0.455057287
Appling , GA,21,2,2,0,0,0,0,1,1,0,18477,1.461276181,0.646827932,0.7,59,-0.456470508
Burlington , NJ,223,17,12,3,9,38,5,56,18,0,450677,0.845394817,0.739268866,0.8,1976,-0.457177119
Marion , AR,11,1,2,0,0,0,0,0,1,0,16401,0.914578379,0.711431743,0.6,70,-0.459296951
Covington , AL,40,0,2,0,0,0,0,3,3,0,37888,1.266891892,0.65975813,0.64,142,-0.460003562
Suwannee , FL,42,2,1,0,0,0,2,2,1,0,43818,1.141083573,0.703949207,0.7,152,-0.460710173
Berks , PA,302,89,6,3,6,22,3,45,18,2,414360,1.19702674,0.680311237,0.81,1640,-0.462123394
Pawnee , OK,17,0,2,0,0,0,0,0,2,0,16336,1.285504407,0.619745745,0.55,72,-0.462830005
Crosby , TX,8,0,2,0,0,0,0,0,0,0,5888,1.698369565,0.479474108,0.55,33,-0.463536615
Attala , MS,20,1,1,0,0,0,0,3,1,0,19112,1.360401842,0.636115581,0.68,74,-0.466363058
Centre , PA,109,33,9,2,5,6,3,20,5,1,159506,1.209985831,0.616437507,0.8,856,-0.466363058
Vermilion , IL,75,10,3,0,0,12,3,8,4,0,79837,1.440434886,0.628895067,0.77,304,-0.467069669
Johnston , OK,14,1,1,0,0,0,0,0,1,0,11084,1.533742331,0.591839925,0.52,41,-0.467069669
Broome , NY,139,20,5,3,6,17,4,24,13,2,197516,1.179651269,0.624846786,0.78,1042,-0.467776279
San Mateo , CA,184,57,24,8,18,28,5,110,11,5,758333,0.593406854,0.790404054,0.76,3282,-0.46848289
Troup , GA,76,0,4,0,0,0,0,6,1,0,69489,1.251996719,0.64124963,0.73,306,-0.46848289
Claiborne Parish, LA,14,1,2,0,0,0,0,0,0,0,16399,1.036648576,0.715865589,0.72,61,-0.46848289
McDowell , NC,58,4,3,0,0,0,0,2,3,0,44954,1.557147306,0.625873159,0.75,145,-0.46848289
Jackson , OH,31,7,2,0,0,1,2,3,2,0,32784,1.464128843,0.556683446,0.77,177,-0.46848289
Parke , IN,15,7,1,0,0,0,0,1,1,0,17227,1.451210309,0.524388281,0.76,107,-0.469896112
York , SC,228,20,8,1,0,5,1,27,7,1,245124,1.215711232,0.699111896,0.81,825,-0.469896112
DeKalb , GA,335,31,32,2,28,14,4,74,8,0,724222,0.729058217,0.731621959,0.72,3572,-0.470602722
Obion , TN,36,1,3,0,0,3,1,3,3,0,30884,1.618961274,0.58493079,0.79,122,-0.470602722
Johnson , KS,273,28,33,4,28,10,6,94,25,4,573964,0.879846123,0.715440519,0.81,2705,-0.471309333
Todd , KY,20,0,0,0,0,0,0,0,1,0,12522,1.677048395,0.596384781,0.82,43,-0.471309333
Pierce , WA,384,54,22,9,10,47,6,68,17,0,831161,0.742335119,0.774089416,0.75,3246,-0.471309333
Phillips , AR,22,0,3,0,0,0,0,1,1,0,19901,1.356715743,0.579424229,0.49,96,-0.472015944
Audrain , MO,21,2,1,0,0,2,1,1,2,0,25935,1.156737999,0.594717342,0.8,159,-0.472015944
Davie , NC,36,1,1,0,0,0,0,3,3,0,41322,1.064808093,0.728766351,0.8,141,-0.472015944
Elbert , CO,15,1,1,0,0,1,0,0,1,0,24170,0.786098469,0.753587754,0.76,101,-0.472722554
Clear Creek , CO,3,2,0,0,0,0,0,1,0,0,9171,0.654236179,0.719944841,0.55,48,-0.473429165
Union , IN,5,2,1,0,0,0,0,0,1,0,7225,1.24567474,0.52855925,0.78,52,-0.473429165
Twin Falls , ID,46,6,9,0,0,2,2,12,5,0,81109,1.010985217,0.708192844,0.8,338,-0.474135776
Citrus , FL,82,14,4,0,0,4,3,8,9,0,139217,0.89069582,0.749551394,0.8,529,-0.475548997
Gratiot , MI,34,7,1,0,0,4,2,1,5,0,41633,1.297048015,0.608839276,0.85,214,-0.476962219
Madison , MS,84,3,15,1,8,1,0,24,4,1,101690,1.386567017,0.59619224,0.74,483,-0.476962219
York , PA,380,69,11,4,2,18,10,48,15,2,441177,1.267065146,0.675142714,0.82,1610,-0.476962219
Chesterfield , SC,46,1,2,0,1,0,0,2,4,0,46109,1.214513436,0.681198686,0.77,169,-0.479082051
Miller , AR,42,4,3,0,0,1,1,2,1,1,43537,1.263293291,0.715205524,0.69,106,-0.479788661
Crockett , TN,24,0,1,0,0,0,0,0,1,0,14635,1.776563034,0.614233047,0.8,35,-0.481201883
Graves , KY,39,0,2,0,0,0,1,3,2,0,37654,1.248207362,0.640196564,0.8,170,-0.481908493
Washtenaw , MI,197,29,20,3,18,32,5,49,17,1,357029,1.039131275,0.644998168,0.81,1963,-0.483321715
Coffee , AL,67,0,4,0,0,2,1,4,3,0,50831,1.593515768,0.628141341,0.71,143,-0.484028325
Onondaga , NY,252,45,21,6,12,51,12,58,33,2,468659,1.049803802,0.663502301,0.79,2318,-0.485441547
Gilmer , GA,17,3,3,0,0,0,0,2,0,0,28866,0.86607081,0.743204047,0.53,100,-0.486148158
Murray , OK,14,1,2,0,0,0,0,1,0,0,13794,1.304915181,0.645266458,0.58,50,-0.486148158
Summit , CO,12,2,2,1,1,1,0,0,1,0,29451,0.679094088,0.600824014,0.29,216,-0.487561379
Plymouth , MA,190,51,14,0,11,20,6,85,35,0,507050,0.812543142,0.751626863,0.76,2029,-0.48826799
Menominee , MI,18,3,0,0,0,2,0,5,4,0,23611,1.355300496,0.573265456,0.69,125,-0.48826799
Norfolk city, VA,176,29,10,1,5,25,1,14,1,2,246199,1.072303299,0.668030208,0.72,1123,-0.48826799
Liberty , FL,5,1,0,0,0,0,0,0,0,0,8363,0.717445893,0.744671202,0.47,34,-0.4889746
Newton , MS,26,0,2,0,0,0,0,1,4,0,21816,1.512651265,0.653018969,0.69,56,-0.4889746
Greene , MO,239,24,13,5,8,19,4,37,7,1,285852,1.248898031,0.637205063,0.79,1288,-0.491094432
Pope , AR,62,7,3,0,0,3,1,9,3,0,63047,1.395784098,0.608249263,0.74,273,-0.491801043
Calhoun , FL,12,0,2,0,0,0,0,0,0,0,14511,0.964785335,0.74317468,0.55,43,-0.491801043
Floyd , GA,81,5,3,0,1,4,1,6,5,0,96061,1.103465506,0.69501429,0.74,363,-0.491801043
Athens , OH,40,14,3,0,1,7,0,1,1,0,64722,1.035196687,0.577500104,0.72,446,-0.492507654
Chesterfield , VA,188,16,11,2,6,5,5,42,11,1,332593,0.862916538,0.761059505,0.8,1184,-0.493920875
Butler , OH,185,42,9,1,7,16,4,39,12,0,373948,0.842363109,0.70914985,0.79,1825,-0.495334097
Fairfield , OH,106,12,3,1,0,10,2,14,6,0,150432,1.023718358,0.678204079,0.8,704,-0.498160539
Delta , TX,5,1,1,0,0,0,0,0,1,0,5218,1.533154465,0.607465382,0.67,18,-0.49886715
Scott , MN,49,12,12,0,1,3,3,14,7,2,139470,0.738510074,0.815718466,0.84,412,-0.499573761
Daviess , KY,88,13,6,0,1,9,3,11,5,0,98336,1.383013342,0.621595676,0.82,412,-0.500280371
Eureka , NV,0,0,0,0,0,0,0,0,0,0,1989,0,0.809619238,0.4,12,-0.500280371
Wilcox , GA,5,1,1,0,0,0,0,0,0,0,8838,0.792034397,0.754703329,0.43,29,-0.501693593
Somerset , NJ,153,24,8,1,16,24,2,73,16,1,332634,0.9560057,0.677721613,0.79,1663,-0.501693593
Washington , TN,133,11,5,0,3,5,2,8,2,0,125862,1.342740462,0.629251166,0.79,522,-0.501693593
Bullock , AL,10,0,0,0,0,0,0,0,1,0,10829,1.015790932,0.680823845,0.34,40,-0.502400203
Grenada , MS,23,0,2,0,0,0,0,3,1,0,21656,1.339120798,0.656416493,0.72,73,-0.502400203
Brown , IN,12,2,1,0,0,0,0,1,1,0,14932,1.138494508,0.613077481,0.78,83,-0.504520036
Lucas , OH,260,38,17,1,6,48,9,46,14,1,434615,1.012390276,0.677853626,0.76,2010,-0.505226646
Oktibbeha , MS,43,4,3,0,4,0,1,4,1,1,49343,1.236244249,0.645146357,0.68,201,-0.505933257
Garland , AR,83,6,5,1,1,4,2,5,3,0,97185,1.131861913,0.651179151,0.72,442,-0.506639868
Daviess , IN,40,7,2,0,0,0,1,2,2,0,32745,1.649106734,0.539445292,0.79,153,-0.506639868
Orange , IN,25,4,0,0,0,0,1,0,0,0,19686,1.523925632,0.500837305,0.82,124,-0.507346478
Marshall , WV,25,10,1,0,0,7,0,2,1,0,32310,1.42370783,0.585678677,0.7,147,-0.507346478
Lake , FL,189,20,14,0,6,4,5,29,17,1,315736,0.902652849,0.747877532,0.79,1125,-0.5087597
Rankin , MS,117,4,13,1,3,5,0,22,3,0,148081,1.134514219,0.721005777,0.76,435,-0.5087597
Hempstead , AR,19,4,1,0,0,0,0,1,1,0,22317,1.165031142,0.681804748,0.61,76,-0.50946631
Santa Clara , CA,505,105,71,7,34,49,8,242,22,9,1896040,0.554840615,0.786331506,0.77,8361,-0.50946631
Bowie , TX,98,11,2,0,3,6,1,9,2,0,93298,1.414821325,0.617795383,0.74,364,-0.50946631
Douglas , WA,22,2,0,0,0,6,1,2,2,0,39822,0.878911155,0.780668757,0.71,109,-0.50946631
Fulton , KY,7,0,1,0,0,1,0,0,1,0,6250,1.6,0.483248929,0.79,39,-0.510879532
Ontario , NY,57,14,12,0,0,0,1,12,13,0,109583,0.994679832,0.670830179,0.83,546,-0.512999364
Bay , MI,73,13,6,0,1,16,3,7,7,0,106256,1.185815389,0.664347675,0.84,442,-0.513705975
Butte , CA,100,20,9,0,3,5,2,18,8,0,224033,0.736498641,0.740506226,0.74,1001,-0.514412585
Sussex , NJ,72,10,5,0,3,9,0,24,10,1,145004,0.924112438,0.677886103,0.78,735,-0.514412585
Hickman , KY,5,0,0,0,0,0,0,0,2,0,4707,1.487146803,0.598154362,0.78,19,-0.515825807
Atoka , OK,17,0,0,0,1,0,0,0,1,0,13848,1.372039284,0.636617843,0.55,45,-0.515825807
Ada , ID,161,25,43,10,17,22,5,48,10,3,426847,0.805909377,0.718034573,0.82,2046,-0.516532417
Lyon , KS,27,5,2,0,0,1,1,2,1,0,33243,1.173179316,0.582136379,0.78,201,-0.516532417
Daviess , MO,6,0,0,0,0,0,0,0,1,0,8294,0.843983603,0.666225166,0.68,46,-0.516532417
Lafayette , AR,7,0,1,0,0,0,0,0,0,0,7128,1.122334456,0.686430748,0.56,24,-0.517945639
Jackson , KS,12,0,2,0,0,0,0,1,1,0,13464,1.18835413,0.635833524,0.78,63,-0.517945639
Pickens , GA,19,0,1,0,0,0,0,3,1,0,30046,0.798775211,0.738540393,0.79,128,-0.520065471
Okaloosa , FL,129,17,3,0,1,2,0,19,6,0,195650,0.904676719,0.735638071,0.76,727,-0.520772082
Conejos , CO,4,0,0,0,1,0,0,0,0,0,8268,0.604741171,0.736133549,0.5,39,-0.522891914
Warren , OH,121,16,9,0,3,5,2,23,14,0,221816,0.870090525,0.75837922,0.83,772,-0.522891914
Vernon , MO,15,4,1,0,0,1,0,2,1,0,20935,1.146405541,0.630251479,0.65,99,-0.524305135
Preble , OH,27,3,1,0,1,1,0,1,2,0,41521,0.867031141,0.69968428,0.77,198,-0.524305135
Buckingham , VA,15,0,0,0,0,0,0,0,0,0,16927,0.886158209,0.722857697,0.78,70,-0.524305135
Cook , IL,2001,256,290,64,210,250,48,502,82,20,5248704,0.709317957,0.723288875,0.71,25702,-0.525011746
McClain , OK,40,1,3,0,0,2,0,2,0,0,37264,1.288106483,0.659688278,0.67,124,-0.525011746
Lackawanna , PA,145,33,4,2,2,17,4,20,15,0,212561,1.138496714,0.65573277,0.74,922,-0.525718356
Lincoln , SD,43,3,2,0,1,0,0,7,4,2,51517,1.203486228,0.678955833,0.85,189,-0.525718356
Jackson , OK,29,1,1,0,0,1,1,3,0,0,25881,1.390981801,0.623543307,0.72,97,-0.526424967
Lenawee , MI,79,10,6,1,0,8,3,9,7,0,98780,1.245191334,0.613338087,0.8,485,-0.527131578
Cortland , NY,27,9,5,0,2,2,3,5,6,0,48929,1.205828854,0.614286609,0.77,246,-0.527131578
Pickaway , OH,29,8,3,0,0,2,1,1,5,0,56782,0.862949526,0.724066515,0.79,240,-0.527838188
Comanche , TX,15,0,3,0,0,0,0,0,1,0,13502,1.407198933,0.558579073,0.71,70,-0.527838188
Glacier , MT,8,3,1,0,0,1,2,0,1,0,13698,1.16805373,0.584558824,0.62,77,-0.528544799
Scotland , NC,41,1,1,0,0,2,1,2,3,0,35715,1.427971441,0.612628208,0.71,135,-0.52925141
Grant , IN,85,11,4,0,0,6,1,4,3,0,68631,1.661056957,0.510643024,0.81,357,-0.529958021
Lincoln , MS,47,2,3,0,1,1,0,3,0,0,34766,1.639532877,0.611777861,0.77,98,-0.529958021
Seneca , NY,27,7,2,0,0,3,1,0,3,0,34890,1.232444827,0.63337312,0.81,157,-0.529958021
Fayette , OH,20,6,1,0,0,0,1,3,1,0,28690,1.115371209,0.673100415,0.77,117,-0.529958021
Pointe Coupee Parish, LA,12,1,1,0,0,3,0,0,1,0,22325,0.806270997,0.745031894,0.54,78,-0.530664631
Schoharie , NY,22,2,1,0,0,0,1,1,2,0,31656,0.916098054,0.638327695,0.6,177,-0.530664631
Upson , GA,29,3,2,0,0,0,0,0,0,0,26240,1.295731707,0.670137443,0.77,84,-0.532077853
Cass , ND,96,28,11,4,4,8,4,24,6,1,167276,1.111934766,0.620272315,0.82,909,-0.534197685
Saginaw , MI,160,16,13,0,1,27,4,14,13,1,195142,1.275993892,0.634175995,0.82,828,-0.535610906
Iredell , NC,141,7,8,0,3,0,2,20,8,6,166822,1.168910575,0.690267647,0.8,569,-0.537024128
Wythe , VA,25,0,0,0,1,1,0,2,1,0,29060,1.032346869,0.648305529,0.82,150,-0.537024128
Sacramento , CA,472,86,137,70,77,75,6,129,22,5,1481474,0.728328678,0.739461639,0.75,6550,-0.537730738
Mecosta , MI,31,9,3,0,0,4,2,2,2,0,43207,1.226653089,0.61356793,0.69,203,-0.540557181
Loup , NE,0,0,0,0,0,0,0,0,0,0,587,0,0.711729622,0.59,5,-0.541263792
Lexington , SC,226,16,17,3,13,5,3,30,10,0,277488,1.1640143,0.692783239,0.78,919,-0.541263792
Candler , GA,7,0,2,0,0,0,0,0,1,0,10879,0.919202133,0.721472393,0.54,37,-0.542677013
Portage , OH,88,19,5,0,1,7,3,11,16,0,162235,0.924584707,0.704911515,0.78,691,-0.542677013
Comal , TX,84,11,5,1,3,2,5,16,1,0,123439,1.036949424,0.656061011,0.78,597,-0.543383624
Hancock , WV,27,9,2,0,0,5,1,1,2,0,30081,1.562448057,0.513472293,0.77,165,-0.543383624
Dooly , GA,11,0,2,0,0,0,0,0,0,0,14203,0.915299585,0.756690141,0.59,38,-0.544090234
Nacogdoches , TX,49,6,2,0,1,1,0,5,1,0,65271,0.99584808,0.663464936,0.67,303,-0.544090234
