county,state,Obama_08,McCain_08
Itawamba,Mississippi,"1,938","7,240"
Jackson,Mississippi,"15,534","32,959"
Jasper,Mississippi,"4,476","3,660"
JeffDavis,Mississippi,"3,924","2,512"
Jefferson,Mississippi,"3,295",450
Jones,Mississippi,"8,089","18,726"
Kemper,Mississippi,"2,876","1,694"
Lafayette,Mississippi,"7,997","10,278"
Lamar,Mississippi,"4,694","16,969"
Lauderdale,Mississippi,"13,048","19,368"
Lawrence,Mississippi,"2,513","4,318"
Leake,Mississippi,"3,575","4,509"
Lee,Mississippi,"11,769","22,403"
Leflore,Mississippi,"8,914","4,105"
Lincoln,Mississippi,"5,505","10,781"
Lowndes,Mississippi,"13,110","13,934"
Madison,Mississippi,"18,034","24,781"
Marion,Mississippi,"3,764","7,350"
Marshall,Mississippi,"9,573","6,650"
Monroe,Mississippi,"7,137","10,165"
Montgomery,Mississippi,"2,244","2,638"
Neshoba,Mississippi,"2,584","7,205"
Newton,Mississippi,"3,063","6,338"
Noxubee,Mississippi,"4,970","1,507"
Oktibbeha,Mississippi,"9,326","9,320"
Panola,Mississippi,"8,370","7,515"
PearlRiver,Mississippi,"3,727","16,156"
Perry,Mississippi,"1,521","4,040"
Pike,Mississippi,"7,958","7,441"
Pontotoc,Mississippi,"2,951","9,656"
Prentiss,Mississippi,"3,020","7,703"
Quitman,Mississippi,"2,797","1,334"
Rankin,Mississippi,"14,235","47,645"
Scott,Mississippi,"4,709","6,205"
Sharkey,Mississippi,"1,722",784
Simpson,Mississippi,"4,393","6,660"
Smith,Mississippi,"1,821","5,715"
Stone,Mississippi,"1,746","4,661"
Sunflower,Mississippi,"7,158","2,900"
Tallahatchie,Mississippi,"3,646","2,435"
Tate,Mississippi,"4,951","7,639"
Tippah,Mississippi,"2,514","6,809"
Tishomingo,Mississippi,"1,941","6,195"
Tunica,Mississippi,"2,917",864
Union,Mississippi,"2,727","8,302"
Walthall,Mississippi,"3,421","4,244"
Warren,Mississippi,"9,502","9,953"
Washington,Mississippi,"12,884","6,274"
Wayne,Mississippi,"3,860","6,056"
Webster,Mississippi,"1,321","4,032"
Wilkinson,Mississippi,"3,498","1,556"
Winston,Mississippi,"4,606","5,473"
Yalobusha,Mississippi,"3,104","3,604"
Yazoo,Mississippi,"5,725","4,219"
Adair,Missouri,"5,735","5,891"
Andrew,Missouri,"3,345","5,279"
Atchison,Missouri,"1,000","1,936"
Audrain,Missouri,"4,434","6,167"
Barry,Missouri,"4,630","9,758"
Barton,Missouri,"1,455","4,414"
Bates,Missouri,"3,271","4,833"
Benton,Missouri,"3,628","5,757"
Bollinger,Missouri,"1,690","3,972"
Boone,Missouri,"46,960","36,803"
Buchanan,Missouri,"19,157","19,110"
Butler,Missouri,"5,316","11,805"
Caldwell,Missouri,"1,812","2,652"
Callaway,Missouri,"7,578","11,388"
Camden,Missouri,"7,772","14,074"
CapeGirardeau,Missouri,"12,208","24,767"
Carroll,Missouri,"1,535","2,955"
Carter,Missouri,986,"1,838"
Cass,Missouri,"19,840","29,691"
Cedar,Missouri,"2,060","4,193"
Chariton,Missouri,"1,799","2,338"
Christian,Missouri,"11,876","25,376"
Clark,Missouri,"1,572","1,782"
Clay,Missouri,"53,720","54,485"
Clinton,Missouri,"4,545","5,709"
Cole,Missouri,"13,952","24,383"
Cooper,Missouri,"2,996","4,902"
Crawford,Missouri,"3,911","6,007"
Dade,Missouri,"1,184","2,864"
Dallas,Missouri,"2,656","4,895"
Daviess,Missouri,"1,400","2,263"
DeKalb,Missouri,"1,692","2,889"
Dent,Missouri,"2,056","4,655"
Douglas,Missouri,"2,140","4,405"
Dunklin,Missouri,"4,528","7,034"
Franklin,Missouri,"21,251","27,351"
Gasconade,Missouri,"2,899","4,763"
Gentry,Missouri,"1,235","1,964"
Greene,Missouri,"55,928","77,393"
Grundy,Missouri,"1,580","3,006"
Harrison,Missouri,"1,287","2,512"
Henry,Missouri,"4,869","6,092"
Hickory,Missouri,"2,171","2,850"
Holt,Missouri,802,"1,791"
Howard,Missouri,"2,020","2,689"
Howell,Missouri,"5,732","10,974"
Iron,Missouri,"2,213","2,090"
Jackson,Missouri,"210,296","124,531"
Jasper,Missouri,"15,718","31,634"
Jefferson,Missouri,"53,457","50,793"
Johnson,Missouri,"9,474","12,178"
Knox,Missouri,758,"1,211"
LaClede,Missouri,"5,217","10,872"
Lafayette,Missouri,"6,891","9,433"
Lawrence,Missouri,"5,097","11,260"
Lewis,Missouri,"1,836","2,596"
Lincoln,Missouri,"10,231","12,921"
Linn,Missouri,"2,635","3,139"
Livingston,Missouri,"2,435","3,993"
Macon,Missouri,"2,784","4,586"
Madison,Missouri,"2,042","2,897"
Maries,Missouri,"1,598","2,851"
Marion,Missouri,"4,701","7,702"
McDonald,Missouri,"2,454","5,499"
Mercer,Missouri,519,"1,169"
Miller,Missouri,"3,553","7,797"
Mississippi,Missouri,"2,247","3,034"
Moniteau,Missouri,"2,084","4,467"
Monroe,Missouri,"1,703","2,532"
Montgomery,Missouri,"2,346","3,426"
Morgan,Missouri,"3,565","5,451"
NewMadrid,Missouri,"3,370","4,593"
Newton,Missouri,"7,450","17,637"
Nodaway,Missouri,"4,493","5,568"
Oregon,Missouri,"1,811","2,652"
Osage,Missouri,"1,905","5,061"
Ozark,Missouri,"1,661","2,917"
Pemiscot,Missouri,"3,029","3,954"
Perry,Missouri,"3,005","5,527"
Pettis,Missouri,"6,927","11,012"
Phelps,Missouri,"7,393","11,704"
Pike,Missouri,"3,481","4,262"
Platte,Missouri,"21,454","24,458"
Polk,Missouri,"4,553","8,956"
Pulaski,Missouri,"5,251","9,551"
Putnam,Missouri,695,"1,591"
Ralls,Missouri,"2,041","2,987"
Randolph,Missouri,"3,978","6,445"
Ray,Missouri,"5,241","5,593"
Reynolds,Missouri,"1,415","1,779"
Ripley,Missouri,"1,795","3,406"
Saline,Missouri,"4,705","4,957"
Schuyler,Missouri,775,"1,139"
Scotland,Missouri,793,"1,249"
Scott,Missouri,"6,258","11,563"
Shannon,Missouri,"1,637","2,075"
Shelby,Missouri,"1,114","2,166"
St.Charles,Missouri,"84,163","102,538"
St.Clair,Missouri,"1,886","2,981"
St.Francois,Missouri,"11,538","12,659"
St.LouisCity,Missouri,"132,486","24,594"
St.LouisCounty,Missouri,"332,085","221,016"
Ste.Genevieve,Missouri,"4,979","3,732"
Stoddard,Missouri,"3,899","9,172"
Stone,Missouri,"5,025","11,137"
Sullivan,Missouri,"1,173","1,607"
Taney,Missouri,"6,676","14,714"
Texas,Missouri,"3,410","7,213"
Vernon,Missouri,"3,379","5,333"
Warren,Missouri,"6,705","8,673"
Washington,Missouri,"4,712","4,703"
Wayne,Missouri,"2,242","3,784"
Webster,Missouri,"5,683","10,427"
Worth,Missouri,427,707
Wright,Missouri,"2,556","5,780"
Beaverhead,Montana,"1,611","2,983"
BigHorn,Montana,"3,490","1,622"
Blaine,Montana,"1,711","1,138"
Broadwater,Montana,854,"1,853"
Carbon,Montana,"2,431","3,093"
Carter,Montana,111,573
Cascade,Montana,"17,486","16,675"
Chouteau,Montana,"1,118","1,625"
Custer,Montana,"2,262","3,040"
Daniels,Montana,343,692
Dawson,Montana,"1,587","2,626"
DeerLodge,Montana,"3,341","1,481"
Fallon,Montana,318,"1,082"
Fergus,Montana,"1,921","4,100"
Flathead,Montana,"15,976","25,361"
Gallatin,Montana,"23,984","22,375"
Garfield,Montana,109,595
Glacier,Montana,"3,361","1,443"
GoldenValley,Montana,122,342
Granite,Montana,601,"1,013"
Hill,Montana,"3,563","2,763"
Jefferson,Montana,"2,574","3,525"
JudithBasin,Montana,396,799
Lake,Montana,"6,693","6,463"
Lewis&Clark,Montana,"16,939","14,794"
Liberty,Montana,367,594
Lincoln,Montana,"3,018","5,699"
Madison,Montana,"1,596","2,803"
McCone,Montana,321,726
Meagher,Montana,298,624
Mineral,Montana,844,"1,051"
Missoula,Montana,"35,701","20,266"
Musselshell,Montana,615,"1,552"
Park,Montana,"4,140","4,349"
Petroleum,Montana,68,227
Phillips,Montana,638,"1,423"
Pondera,Montana,"1,224","1,583"
PowderRiver,Montana,207,797
Powell,Montana,"1,021","1,679"
Prairie,Montana,211,503
Ravalli,Montana,"8,332","12,922"
Richland,Montana,"1,196","3,158"
Roosevelt,Montana,"2,527","1,455"
Rosebud,Montana,"1,898","1,739"
Sanders,Montana,"1,964","3,556"
Sheridan,Montana,953,987
SilverBow,Montana,"11,651","4,806"
Stillwater,Montana,"1,512","2,989"
SweetGrass,Montana,552,"1,433"
Teton,Montana,"1,291","1,873"
Toole,Montana,736,"1,321"
Treasure,Montana,154,310
Valley,Montana,"1,616","2,099"
Wheatland,Montana,286,632
Wibaux,Montana,146,379
Yellowstone,Montana,"31,740","36,225"
Adams,Nebraska,"4,624","8,163"
Antelope,Nebraska,754,"2,367"
Arthur,Nebraska,39,217
Banner,Nebraska,61,341
Blaine,Nebraska,43,266
Boone,Nebraska,742,"2,042"
BoxButte,Nebraska,"1,844","2,888"
Boyd,Nebraska,250,839
Brown,Nebraska,311,"1,208"
Buffalo,Nebraska,"5,768","12,920"
Burt,Nebraska,"1,406","1,895"
Butler,Nebraska,"1,175","2,534"
Cass,Nebraska,"4,709","7,076"
Cedar,Nebraska,"1,187","2,912"
Chase,Nebraska,341,"1,466"
Cherry,Nebraska,599,"2,360"
Cheyenne,Nebraska,"1,064","3,284"
Clay,Nebraska,761,"2,134"
Colfax,Nebraska,"1,125","2,014"
Cuming,Nebraska,"1,255","2,701"
Custer,Nebraska,"1,178","4,220"
Dakota,Nebraska,"2,966","3,255"
Dawes,Nebraska,"1,245","2,330"
Dawson,Nebraska,"2,352","5,368"
Deuel,Nebraska,243,732
Dixon,Nebraska,946,"1,785"
Dodge,Nebraska,"6,587","8,482"
Douglas,Nebraska,"112,460","104,030"
Dundy,Nebraska,218,783
Fillmore,Nebraska,953,"1,907"
Franklin,Nebraska,442,"1,078"
Frontier,Nebraska,348,"1,030"
Furnas,Nebraska,556,"1,725"
Gage,Nebraska,"4,405","5,389"
Garden,Nebraska,283,844
Garfield,Nebraska,212,800
Gosper,Nebraska,260,771
Grant,Nebraska,41,321
Greeley,Nebraska,457,714
Hall,Nebraska,"7,687","12,788"
Hamilton,Nebraska,"1,322","3,362"
Harlan,Nebraska,399,"1,327"
Hayes,Nebraska,85,460
Hitchcock,Nebraska,346,997
Holt,Nebraska,"1,065","3,663"
Hooker,Nebraska,75,355
Howard,Nebraska,"1,083","1,847"
Jefferson,Nebraska,"1,504","2,091"
Johnson,Nebraska,914,"1,139"
Kearney,Nebraska,870,"2,217"
Keith,Nebraska,965,"2,917"
KeyaPaha,Nebraska,115,409
Kimball,Nebraska,427,"1,328"
Knox,Nebraska,"1,248","2,724"
Lancaster,Nebraska,"63,464","57,925"
Lincoln,Nebraska,"4,937","10,609"
Logan,Nebraska,81,327
Loup,Nebraska,86,302
Madison,Nebraska,"4,076","9,542"
McPherson,Nebraska,45,240
Merrick,Nebraska,978,"2,356"
Morrill,Nebraska,546,"1,700"
Nance,Nebraska,540,"1,110"
Nemaha,Nebraska,"1,207","2,090"
Nuckolls,Nebraska,692,"1,607"
Otoe,Nebraska,"2,893","3,991"
Pawnee,Nebraska,481,857
Perkins,Nebraska,310,"1,086"
Phelps,Nebraska,"1,043","3,340"
Pierce,Nebraska,781,"2,372"
Platte,Nebraska,"3,734","9,279"
Polk,Nebraska,665,"1,810"
RedWillow,Nebraska,"1,216","3,748"
Richardson,Nebraska,"1,121","1,880"
Rock,Nebraska,136,635
Saline,Nebraska,"2,597","2,373"
Sarpy,Nebraska,"27,663","38,443"
Saunders,Nebraska,"3,739","6,132"
ScottsBluff,Nebraska,"4,645","9,575"
Seward,Nebraska,"2,671","4,596"
Sheridan,Nebraska,451,"1,934"
Sherman,Nebraska,583,940
Sioux,Nebraska,116,600
Stanton,Nebraska,657,"1,772"
Thayer,Nebraska,850,"1,729"
Thomas,Nebraska,51,331
Thurston,Nebraska,"1,108",970
Valley,Nebraska,704,"1,647"
Washington,Nebraska,"3,681","6,409"
Wayne,Nebraska,"1,249","2,503"
Webster,Nebraska,550,"1,323"
Wheeler,Nebraska,96,334
York,Nebraska,"1,594","4,807"
CarsonCity,Nevada,"11,622","11,419"
Churchill,Nevada,"3,494","6,831"
Clark,Nevada,"379,204","256,401"
Douglas,Nevada,"10,671","14,645"
Elko,Nevada,"4,537","10,958"
Esmeralda,Nevada,104,303
Eureka,Nevada,144,564
Humboldt,Nevada,"1,909","3,584"
Lander,Nevada,574,"1,462"
Lincoln,Nevada,518,"1,498"
Lyon,Nevada,"8,405","12,154"
Mineral,Nevada,"1,082","1,131"
Nye,Nevada,"7,223","9,535"
Pershing,Nevada,673,"1,075"
Storey,Nevada,"1,099","1,245"
Washoe,Nevada,"99,395","76,743"
WhitePine,Nevada,"1,230","2,440"
Belknap,NewHampshire,"16,796","16,402"
Carroll,NewHampshire,"15,204","13,354"
Cheshire,NewHampshire,"26,971","15,205"
Coos,NewHampshire,"9,681","6,645"
Grafton,NewHampshire,"31,446","17,687"
Hillsborough,NewHampshire,"104,516","97,331"
Merrimack,NewHampshire,"45,039","34,006"
Rockingham,NewHampshire,"83,673","82,102"
Strafford,NewHampshire,"37,977","25,008"
Sullivan,NewHampshire,"13,288","9,197"
Atlantic,NewJersey,"62,498","46,244"
Bergen,NewJersey,"208,410","174,526"
Burlington,NewJersey,"121,222","83,078"
Camden,NewJersey,"142,433","68,072"
CapeMay,NewJersey,"20,510","24,591"
Cumberland,NewJersey,"34,355","22,238"
Essex,NewJersey,"228,944","72,370"
Gloucester,NewJersey,"76,789","60,017"
Hudson,NewJersey,"141,557","51,478"
Hunterdon,NewJersey,"29,637","38,966"
Mercer,NewJersey,"99,719","47,196"
Middlesex,NewJersey,"179,924","115,969"
Monmouth,NewJersey,"147,424","159,461"
Morris,NewJersey,"101,245","122,706"
Ocean,NewJersey,"109,240","159,480"
Passaic,NewJersey,"110,331","71,850"
Salem,NewJersey,"15,909","14,763"
Somerset,NewJersey,"73,785","67,221"
Sussex,NewJersey,"28,692","43,998"
Union,NewJersey,"132,006","73,967"
Warren,NewJersey,"20,421","27,304"
Bernalillo,NewMexico,"168,406","109,212"
Catron,NewMexico,659,"1,396"
Chaves,NewMexico,"8,160","13,630"
Cibola,NewMexico,"3,176","1,717"
Colfax,NewMexico,"3,465","2,800"
Curry,NewMexico,"4,655","9,585"
DeBaca,NewMexico,358,676
DonaAna,NewMexico,"38,574","27,211"
Eddy,NewMexico,"7,289","12,468"
Grant,NewMexico,"8,092","5,381"
Guadalupe,NewMexico,"1,541",615
Harding,NewMexico,256,357
Hidalgo,NewMexico,990,934
Lea,NewMexico,"5,084","13,301"
Lincoln,NewMexico,"3,482","5,906"
LosAlamos,NewMexico,"5,709","4,986"
Luna,NewMexico,"4,289","3,857"
McKinley,NewMexico,"15,993","6,183"
Mora,NewMexico,"2,156",565
Otero,NewMexico,"8,602","12,791"
Quay,NewMexico,"1,546","2,363"
RioArriba,NewMexico,"11,245","3,648"
Roosevelt,NewMexico,"2,270","4,285"
SanJuan,NewMexico,"17,645","27,418"
SanMiguel,NewMexico,"10,128","2,421"
Sandoval,NewMexico,"32,102","24,887"
SantaFe,NewMexico,"53,802","15,443"
Sierra,NewMexico,"2,351","3,011"
Socorro,NewMexico,"4,643","3,011"
Taos,NewMexico,"13,384","2,827"
Torrance,NewMexico,"3,068","3,721"
Union,NewMexico,492,"1,218"
Valencia,NewMexico,"15,142","13,033"
Albany,NewYork,"86,096","47,629"
Allegany,NewYork,"6,396","10,308"
Bronx,NewYork,"300,327","38,560"
Brooklyn,NewYork,"545,785","139,594"
Broome,NewYork,"43,510","37,773"
Cattaraugus,NewYork,"13,858","16,975"
Cayuga,NewYork,"16,667","14,283"
Chautauqua,NewYork,"26,936","26,593"
Chemung,NewYork,"17,706","18,793"
Chenango,NewYork,"9,256","9,708"
Clinton,NewYork,"18,232","11,535"
Columbia,NewYork,"15,536","12,851"
Cortland,NewYork,"10,616","8,970"
Delaware,NewYork,"8,562","9,765"
Dutchess,NewYork,"64,759","55,601"
Erie,NewYork,"218,645","154,716"
Essex,NewYork,"9,531","7,189"
Franklin,NewYork,"9,593","6,245"
Fulton,NewYork,"9,147","11,537"
Genesee,NewYork,"10,029","14,573"
Greene,NewYork,"9,611","11,992"
Hamilton,NewYork,"1,060","1,903"
Herkimer,NewYork,"10,920","13,213"
Jefferson,NewYork,"16,222","18,593"
Lewis,NewYork,"4,813","5,700"
Livingston,NewYork,"13,446","15,906"
Madison,NewYork,"13,299","13,560"
Manhattan,NewYork,"490,634","79,448"
Monroe,NewYork,"196,564","139,001"
Montgomery,NewYork,"8,592","10,428"
Nassau,NewYork,"316,523","272,765"
Niagara,NewYork,"44,105","43,748"
Oneida,NewYork,"45,531","46,555"
Onondaga,NewYork,"118,390","80,476"
Ontario,NewYork,"22,797","23,000"
Orange,NewYork,"73,299","68,896"
Orleans,NewYork,"6,142","9,166"
Oswego,NewYork,"23,192","21,991"
Otsego,NewYork,"12,072","11,059"
Putnam,NewYork,"19,371","23,545"
Queens,NewYork,"436,398","144,362"
Rensselaer,NewYork,"36,550","31,126"
Rockland,NewYork,"65,134","58,199"
SaintLawrence,NewYork,"21,642","15,972"
Saratoga,NewYork,"51,932","49,734"
Schenectady,NewYork,"35,529","28,172"
Schoharie,NewYork,"5,760","7,520"
Schuyler,NewYork,"3,792","4,431"
Seneca,NewYork,"6,903","6,556"
StatenIsland,NewYork,"73,192","80,853"
Steuben,NewYork,"15,823","22,690"
Suffolk,NewYork,"318,920","289,236"
Sullivan,NewYork,"15,850","13,312"
Tioga,NewYork,"9,702","12,077"
Tompkins,NewYork,"26,401","11,004"
Ulster,NewYork,"50,300","31,394"
Warren,NewYork,"14,416","14,422"
Washington,NewYork,"11,867","11,717"
Wayne,NewYork,"16,831","21,083"
Westchester,NewYork,"248,249","143,086"
Wyoming,NewYork,"6,035","10,487"
Yates,NewYork,"4,390","4,784"
Alamance,NorthCarolina,"28,590","34,501"
Alexander,NorthCarolina,"5,153","11,747"
Alleghany,NorthCarolina,"2,017","3,117"
Anson,NorthCarolina,"6,293","4,067"
Ashe,NorthCarolina,"4,861","7,885"
Avery,NorthCarolina,"2,163","5,617"
Beaufort,NorthCarolina,"9,426","13,437"
Bertie,NorthCarolina,"6,248","3,338"
Bladen,NorthCarolina,"7,846","7,530"
Brunswick,NorthCarolina,"21,280","30,662"
Buncombe,NorthCarolina,"69,415","52,236"
Burke,NorthCarolina,"14,623","21,766"
Cabarrus,NorthCarolina,"31,191","45,340"
Caldwell,NorthCarolina,"12,007","22,397"
Camden,NorthCarolina,"1,587","3,118"
Carteret,NorthCarolina,"11,079","22,868"
Caswell,NorthCarolina,"5,466","5,177"
Catawba,NorthCarolina,"25,535","42,843"
Chatham,NorthCarolina,"17,783","14,591"
Cherokee,NorthCarolina,"3,748","8,591"
Chowan,NorthCarolina,"3,652","3,751"
Clay,NorthCarolina,"1,731","3,692"
Cleveland,NorthCarolina,"17,274","25,950"
Columbus,NorthCarolina,"11,088","12,998"
Craven,NorthCarolina,"17,335","23,163"
Cumberland,NorthCarolina,"73,926","51,596"
Currituck,NorthCarolina,"3,685","7,159"
Dare,NorthCarolina,"7,760","9,621"
Davidson,NorthCarolina,"22,192","45,135"
Davie,NorthCarolina,"6,102","13,846"
Duplin,NorthCarolina,"8,866","10,734"
Durham,NorthCarolina,"102,237","32,040"
Edgecombe,NorthCarolina,"17,365","8,416"
Forsyth,NorthCarolina,"90,712","73,304"
Franklin,NorthCarolina,"13,022","13,183"
Gaston,NorthCarolina,"31,247","52,220"
Gates,NorthCarolina,"2,827","2,546"
Graham,NorthCarolina,"1,265","2,824"
Granville,NorthCarolina,"13,010","11,373"
Greene,NorthCarolina,"3,774","4,258"
Guilford,NorthCarolina,"141,680","97,511"
Halifax,NorthCarolina,"15,726","8,867"
Harnett,NorthCarolina,"16,519","23,311"
Haywood,NorthCarolina,"12,724","14,902"
Henderson,NorthCarolina,"20,062","30,903"
Hertford,NorthCarolina,"7,479","3,083"
Hoke,NorthCarolina,"9,133","6,197"
Hyde,NorthCarolina,"1,225","1,203"
Iredell,NorthCarolina,"27,201","44,979"
Jackson,NorthCarolina,"8,671","7,793"
Johnston,NorthCarolina,"26,475","43,164"
Jones,NorthCarolina,"2,364","2,807"
Lee,NorthCarolina,"10,703","12,652"
Lenoir,NorthCarolina,"13,157","13,281"
Lincoln,NorthCarolina,"11,674","23,561"
Macon,NorthCarolina,"6,603","10,262"
Madison,NorthCarolina,"5,011","5,175"
Martin,NorthCarolina,"6,488","5,914"
McDowell,NorthCarolina,"6,514","11,382"
Mecklenburg,NorthCarolina,"252,642","152,957"
Mitchell,NorthCarolina,"2,220","5,472"
Montgomery,NorthCarolina,"4,870","6,125"
Moore,NorthCarolina,"17,534","27,165"
Nash,NorthCarolina,"23,013","23,660"
NewHanover,NorthCarolina,"48,588","50,004"
Northampton,NorthCarolina,"6,893","3,662"
Onslow,NorthCarolina,"19,296","29,942"
Orange,NorthCarolina,"53,712","20,226"
Pamlico,NorthCarolina,"2,820","3,809"
Pasquotank,NorthCarolina,"10,170","7,720"
Pender,NorthCarolina,"9,832","13,517"
Perquimans,NorthCarolina,"2,761","3,674"
Person,NorthCarolina,"8,410","10,007"
Pitt,NorthCarolina,"39,763","33,429"
Polk,NorthCarolina,"4,394","5,986"
Randolph,NorthCarolina,"16,280","40,644"
Richmond,NorthCarolina,"9,586","9,316"
Robeson,NorthCarolina,"22,315","16,883"
Rockingham,NorthCarolina,"16,730","22,435"
Rowan,NorthCarolina,"23,272","37,284"
Rutherford,NorthCarolina,"9,595","18,631"
Sampson,NorthCarolina,"11,753","13,952"
Scotland,NorthCarolina,"8,105","5,972"
Stanly,NorthCarolina,"8,815","19,193"
Stokes,NorthCarolina,"6,816","14,335"
Surry,NorthCarolina,"10,399","18,574"
Swain,NorthCarolina,"2,803","2,896"
Transylvania,NorthCarolina,"7,203","9,299"
Tyrrell,NorthCarolina,932,960
Union,NorthCarolina,"31,038","53,882"
Vance,NorthCarolina,"13,095","7,584"
Wake,NorthCarolina,"247,914","183,291"
Warren,NorthCarolina,"6,663","2,992"
Washington,NorthCarolina,"3,734","2,667"
Watauga,NorthCarolina,"14,513","13,303"
Wayne,NorthCarolina,"22,507","26,800"
Wilkes,NorthCarolina,"8,889","20,152"
Wilson,NorthCarolina,"19,754","18,338"
Yadkin,NorthCarolina,"4,501","12,355"
Yancey,NorthCarolina,"4,470","5,021"
Adams,NorthDakota,434,785
Barnes,NorthDakota,"2,723","2,808"
Benson,NorthDakota,"1,566",772
Billings,NorthDakota,114,375
Bottineau,NorthDakota,"1,384","2,046"
Bowman,NorthDakota,478,"1,106"
Burke,NorthDakota,285,639
Burleigh,NorthDakota,"15,524","25,381"
Cass,NorthDakota,"37,577","32,515"
Cavalier,NorthDakota,930,"1,125"
Dickey,NorthDakota,"1,039","1,517"
Divide,NorthDakota,461,629
Dunn,NorthDakota,526,"1,078"
Eddy,NorthDakota,582,548
Emmons,NorthDakota,545,"1,226"
Foster,NorthDakota,687,913
GoldenValley,NorthDakota,209,640
GrandForks,NorthDakota,"16,079","14,498"
Grant,NorthDakota,402,869
Griggs,NorthDakota,597,682
Hettinger,NorthDakota,406,892
Kidder,NorthDakota,421,751
LaMoure,NorthDakota,868,"1,307"
Logan,NorthDakota,299,725
McHenry,NorthDakota,980,"1,371"
McIntosh,NorthDakota,579,914
McKenzie,NorthDakota,932,"1,730"
McLean,NorthDakota,"1,858","2,762"
Mercer,NorthDakota,"1,472","2,788"
Morton,NorthDakota,"5,073","7,853"
Mountrail,NorthDakota,"1,476","1,403"
Nelson,NorthDakota,904,797
Oliver,NorthDakota,332,680
Pembina,NorthDakota,"1,486","1,710"
Pierce,NorthDakota,792,"1,300"
Ramsey,NorthDakota,"2,311","2,358"
Ransom,NorthDakota,"1,369",993
Renville,NorthDakota,505,796
Richland,NorthDakota,"3,510","3,892"
Rolette,NorthDakota,"3,403","1,042"
Sargent,NorthDakota,"1,112",774
Sheridan,NorthDakota,227,550
Sioux,NorthDakota,"1,144",215
Slope,NorthDakota,106,297
Stark,NorthDakota,"3,794","7,019"
Steele,NorthDakota,612,404
Stutsman,NorthDakota,"4,042","5,484"
Towner,NorthDakota,620,536
Traill,NorthDakota,"2,135","1,839"
Walsh,NorthDakota,"2,323","2,410"
Ward,NorthDakota,"10,125","15,038"
Wells,NorthDakota,840,"1,468"
Williams,NorthDakota,"2,915","6,273"
Adams,Ohio,"4,041","6,725"
Allen,Ohio,"16,575","26,167"
Ashland,Ohio,"9,027","14,788"
Ashtabula,Ohio,"24,233","18,464"
Athens,Ohio,"19,258","9,107"
Auglaize,Ohio,"6,492","15,938"
Belmont,Ohio,"15,986","15,127"
Brown,Ohio,"7,280","11,873"
Butler,Ohio,"62,871","101,537"
Carroll,Ohio,"6,302","6,952"
Champaign,Ohio,"7,161","10,919"
Clark,Ohio,"29,122","31,821"
Clermont,Ohio,"30,124","60,287"
Clinton,Ohio,"6,267","12,037"
Columbiana,Ohio,"21,222","24,891"
Coshocton,Ohio,"7,580","8,583"
Crawford,Ohio,"8,045","12,050"
Cuyahoga,Ohio,"441,836","196,369"
Darke,Ohio,"7,456","17,226"
Defiance,Ohio,"7,394","9,334"
Delaware,Ohio,"35,848","53,670"
Erie,Ohio,"22,277","17,080"
Fairfield,Ohio,"28,487","40,708"
Fayette,Ohio,"4,199","6,931"
Franklin,Ohio,"305,447","205,701"
Fulton,Ohio,"9,627","11,414"
Gallia,Ohio,"4,616","8,047"
Geauga,Ohio,"20,692","28,314"
Greene,Ohio,"27,162","39,252"
Guernsey,Ohio,"7,369","8,950"
Hamilton,Ohio,"208,802","187,862"
Hancock,Ohio,"13,357","21,898"
Hardin,Ohio,"4,847","7,553"
Harrison,Ohio,"3,495","3,717"
Henry,Ohio,"6,163","8,091"
Highland,Ohio,"6,437","11,390"
Hocking,Ohio,"6,083","6,201"
Holmes,Ohio,"3,074","7,590"
Huron,Ohio,"9,461","10,001"
Jackson,Ohio,"5,108","7,837"
Jefferson,Ohio,"17,266","17,216"
Knox,Ohio,"10,702","16,207"
Lake,Ohio,"54,786","54,441"
Lawrence,Ohio,"10,956","15,055"
Licking,Ohio,"19,768","30,545"
Logan,Ohio,"7,615","13,440"
Lorain,Ohio,"77,719","55,031"
Lucas,Ohio,"134,729","70,865"
Madison,Ohio,"6,193","10,178"
Mahoning,Ohio,"76,356","44,339"
Marion,Ohio,"12,016","14,840"
Medina,Ohio,"24,614","31,785"
Meigs,Ohio,"3,990","5,891"
Mercer,Ohio,"5,636","14,730"
Miami,Ohio,"10,739","22,217"
Monroe,Ohio,"3,623","2,973"
Montgomery,Ohio,"136,110","123,040"
Morgan,Ohio,"2,921","3,387"
Morrow,Ohio,"5,960","9,787"
Muskingum,Ohio,"17,209","20,174"
Noble,Ohio,"2,419","3,387"
Ottawa,Ohio,"11,760","10,417"
Paulding,Ohio,"4,043","5,204"
Perry,Ohio,"7,128","7,585"
Pickaway,Ohio,"8,229","13,087"
Pike,Ohio,"5,833","6,005"
Portage,Ohio,"32,160","26,959"
Preble,Ohio,"6,846","13,340"
Putnam,Ohio,"5,169","12,855"
Richland,Ohio,"24,473","32,590"
Ross,Ohio,"13,636","16,027"
Sandusky,Ohio,"15,101","13,935"
Scioto,Ohio,"14,470","16,472"
Seneca,Ohio,"12,751","13,588"
Shelby,Ohio,"6,777","15,005"
Stark,Ohio,"66,712","63,283"
Summit,Ohio,"151,932","107,937"
Trumbull,Ohio,"62,254","39,319"
Tuscarawas,Ohio,"20,957","19,940"
Union,Ohio,"8,348","15,049"
VanWert,Ohio,"5,046","8,993"
